股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1402,遠東新,27.45,5,14797149,2959,29.9,27.2,9.93%
2317,鴻海,237.5,4,6241879,1248,247.5,234.0,5.77%
2347,聯強,88.5,5,12761010,2552,98.3,87.2,12.73%
2376,技嘉,336.5,5,3064463,612,344.0,327.0,5.20%
2377,微星,145.0,5,8232000,1646,147.5,136.0,8.46%
2379,瑞昱,840.0,5,2672924,534,848.0,769.0,10.27%
2382,廣達,373.5,5,8879576,1775,393.0,367.0,7.08%
2412,中華電,133.5,4,11765953,2353,142.5,133.0,7.14%
2458,義隆,183.5,5,5328874,1065,196.5,178.0,10.39%
2474,可成,195.5,4,3896000,779,214.0,192.0,11.46%
2610,華航,21.4,5,6464477,1292,22.95,21.2,8.25%
2633,台灣高鐵,26.7,5,2768000,553,26.9,26.2,2.67%
2885,元大金,68.3,4,6632568,1326,72.3,65.8,9.88%
2886,兆豐金,46.7,5,28258239,5651,47.25,45.35,4.19%
2890,永豐金,40.45,5,8402982,1680,42.3,39.15,8.05%
2891,中信金,69.9,5,23203971,4640,72.2,69.7,3.59%
2892,第一金,33.6,4,20741023,4148,34.15,32.0,6.72%
3023,信邦,326.0,5,3219600,643,350.0,319.0,9.72%
3034,聯詠,542.0,5,2780826,556,553.0,528.0,4.73%
3045,台灣大,108.5,4,14552540,2910,120.0,106.0,13.21%
5469,瀚宇博,80.6,5,6770000,1354,89.5,80.2,11.60%
6278,台表科,199.5,5,4139000,827,218.5,195.0,12.05%
6282,康舒,57.6,5,2584000,516,62.0,55.7,11.31%
8069,元太,200.5,5,4662101,932,215.5,195.5,10.23%
