排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,軍工_航太製造與維修,4.06,100.0,6/6,-2.52,-3.6,-0.01,-0.01
2,廠務系統與水處理,1.34,85.71,6/7,-0.48,-0.98,0.0,-0.1
3,造紙,1.03,85.71,6/7,0.26,0.22,-0.0,-0.01
4,機器人,2.21,85.71,12/14,10.84,-102.48,-1.82,-44.36
5,電池或電源,1.51,80.0,16/20,3.81,-154.22,4.64,-42.26
6,電器電纜,1.4,80.0,8/10,-4.11,-40.34,1.27,10.16
7,紡織,1.61,80.0,16/20,-1.05,-2.26,5.53,12.72
8,BBU_電源供應器與整合,1.47,80.0,4/5,9.2,-113.16,-3.92,-58.37
9,軍工_無人機相關,4.58,77.78,7/9,45.34,-106.14,-22.32,-130.58
10,銀,2.55,75.0,3/4,45.17,-48.92,18.69,66.77
11,化學,2.49,75.0,15/20,7.47,-10.77,16.53,44.55
12,航運,0.69,73.33,11/15,2.33,23.54,0.67,0.04
13,玻璃,0.54,73.33,11/15,13.65,-26.74,12.95,86.03
14,BBU_電池模組,-0.38,71.43,5/7,0.14,-3.31,3.75,-0.21
15,工業自動化與機器人,2.36,71.43,5/7,3.54,1.35,0.42,1.82
16,半導體設備,0.28,71.43,5/7,1.79,4.54,-3.95,-6.83
17,金融,0.75,68.42,13/19,2.83,-1.37,11.38,33.7
18,鋼鐵,0.17,66.67,10/15,8.58,3.91,0.2,-4.31
19,軟體設計,0.72,66.67,10/15,-0.75,-0.97,0.14,0.13
20,塑膠,0.67,66.67,12/18,2.83,-1.37,11.38,33.7
21,無塵室與機電工程,1.88,60.0,3/5,-0.88,66.11,5.11,28.5
22,記憶體控制IC,-1.42,60.0,3/5,-3.13,-12.32,0.23,0.38
23,TPU_伺服器主板與印刷電路板,0.31,60.0,3/5,-4.74,35.09,-2.54,57.58
24,低軌衛星,1.03,57.14,4/7,-10.63,-16.46,-3.82,-12.4
25,網通設備組件,0.71,55.0,11/20,55.93,-164.35,-21.02,-140.98
26,銅,0.17,50.0,5/10,16.31,18.97,7.43,40.25
27,TPU_散熱,0.82,50.0,2/4,5.64,-68.25,5.31,15.37
28,記憶體製造,-0.62,50.0,2/4,-107.34,-309.39,39.94,219.15
29,PCB,-0.66,40.0,6/15,-19.62,18.51,44.42,210.78
30,IC設計,-0.04,38.46,5/13,54.59,-138.4,-21.49,-114.14
31,被動元件,-1.55,31.58,6/19,54.72,-118.98,24.14,38.08
32,記憶體模組,-1.14,28.57,2/7,11.34,-10.66,-7.48,-14.63
33,CPO_先進封裝測試,-2.0,20.0,1/5,8.73,12.75,-14.46,-26.73
34,CPO_光通訊,-1.2,16.67,1/6,19.85,27.96,-5.83,-23.44
35,光學元件或組裝,-3.05,6.67,1/15,21.51,-24.51,-19.06,-32.66
36,TPU_光通訊與連接器,-1.84,0.0,0/4,7.74,12.53,-9.23,-26.32
37,記憶體封裝與測試,-3.3,0.0,0/4,-8.07,5.11,-8.25,-16.52
