股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
4716,大立,2026-06-29,23.35,23.9,2.36%,12642,3328,3.8
2634,漢翔,2026-06-29,50.1,52.0,3.79%,26324,6423,4.1
6226,光鼎,2026-06-29,19.35,20.05,3.62%,28664,6090,4.71
6191,精成科,2026-06-29,104.5,106.0,1.44%,34470,10797,3.19
5469,瀚宇博,2026-06-29,90.8,89.3,-1.65%,17968,5331,3.37
5230,雷笛克光學,2026-06-29,25.0,22.2,-11.2%,6234,1575,3.96
4707,磐亞,2026-06-29,27.5,30.3,10.18%,19768,6144,3.22
4532,瑞智,2026-06-29,25.3,26.15,3.36%,7054,1703,4.14
2906,高林,2026-06-29,14.95,15.6,4.35%,5362,542,9.89
9914,美利達,2026-06-29,74.4,78.0,4.84%,6798,2065,3.29
1444,力麗,2026-06-29,7.59,8.15,7.38%,13365,4044,3.3
5392,能率,2026-06-26,47.6,45.0,-5.46%,26467,8090,3.27
5230,雷笛克光學,2026-06-26,22.0,22.2,0.91%,7716,1284,6.01
8932,智通*,2026-06-26,120.0,105.0,-12.5%,20427,4814,4.24
6901,鑽石投資,2026-06-26,19.7,18.05,-8.38%,16609,4551,3.65
6684,安格,2026-06-26,64.4,58.8,-8.7%,5749,1361,4.22
6271,同欣電,2026-06-26,266.0,243.0,-8.65%,29441,9070,3.25
6270,倍微,2026-06-26,44.45,39.0,-12.26%,14123,4474,3.16
6226,光鼎,2026-06-26,17.0,20.05,17.94%,48788,4736,10.3
1515,力山,2026-06-26,30.0,31.45,4.83%,8162,2373,3.44
6182,合晶,2026-06-26,126.0,112.0,-11.11%,140567,45977,3.06
1718,中纖,2026-06-26,10.35,12.25,18.36%,153432,37041,4.14
3037,欣興,2026-06-26,1000.0,976.0,-2.4%,77949,25836,3.02
1313,聯成,2026-06-26,12.6,12.2,-3.17%,25025,8106,3.09
4716,大立,2026-06-26,24.8,23.9,-3.63%,15681,2717,5.77
3189,景碩,2026-06-26,828.0,810.0,-2.17%,62632,20866,3.0
3236,千如,2026-06-26,68.2,62.7,-8.06%,47223,13064,3.61
4707,磐亞,2026-06-26,26.0,30.3,16.54%,17541,5395,3.25
2363,矽統,2026-06-26,74.0,68.7,-7.16%,64633,18992,3.4
4128,中天,2026-06-26,15.6,16.1,3.21%,7413,1877,3.95
2233,宇隆,2026-06-25,241.5,193.0,-20.08%,6909,1682,4.11
6271,同欣電,2026-06-25,254.5,243.0,-4.52%,25376,7873,3.22
8054,安國,2026-06-25,138.0,114.0,-17.39%,15949,4035,3.95
3360,尚立,2026-06-25,21.65,20.65,-4.62%,19409,2735,7.09
2363,矽統,2026-06-25,72.0,68.7,-4.58%,74310,16675,4.46
3588,通嘉,2026-06-25,79.9,68.0,-14.89%,5264,1286,4.09
4903,聯光通,2026-06-25,41.05,39.2,-4.51%,7058,2149,3.28
6182,合晶,2026-06-25,116.0,112.0,-3.45%,152205,39813,3.82
1313,聯成,2026-06-25,11.8,12.2,3.39%,27329,7039,3.88
6129,普誠,2026-06-25,20.05,18.3,-8.73%,8737,1721,5.08
2460,建通,2026-06-25,41.4,35.3,-14.73%,7093,2026,3.5
