排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,記憶體模組,1.92,85.71,6/7,46.66,72.58,10.74,48.34
2,BBU_電池模組,2.2,71.43,5/7,7.61,2.95,0.02,-0.08
3,低軌衛星,0.67,71.43,5/7,-31.01,-69.41,-9.7,-20.97
4,軍工_航太製造與維修,-1.14,66.67,4/6,2.61,2.8,-0.1,-0.23
5,電池或電源,0.45,60.0,12/20,-68.19,130.08,-6.58,20.69
6,軍工_無人機相關,1.0,55.56,5/9,-13.92,101.6,6.26,25.15
7,電器電纜,0.18,50.0,5/10,-12.28,-10.28,-0.02,-0.17
8,TPU_散熱,0.12,50.0,2/4,-16.73,-57.26,9.67,-127.3
9,被動元件,0.28,42.11,8/19,-80.39,76.57,34.06,86.83
10,軟體設計,-0.7,40.0,6/15,-1.13,-1.01,-0.01,-0.04
11,無塵室與機電工程,-1.24,40.0,2/5,19.35,35.72,-0.59,-2.92
12,記憶體控制IC,-0.26,40.0,2/5,14.85,24.9,-0.01,-0.0
13,紡織,-0.26,40.0,8/20,-3.37,-3.96,1.48,2.44
14,網通設備組件,0.56,40.0,8/20,-22.49,79.36,-9.11,-89.65
15,航運,0.25,33.33,5/15,-3.42,26.5,-3.7,-7.35
16,鋼鐵,-0.24,33.33,5/15,-9.36,-7.03,-0.71,-1.11
17,造紙,-0.35,28.57,2/7,-0.17,-0.17,-0.0,-0.01
18,半導體設備,-1.56,28.57,2/7,7.11,7.76,-2.62,-4.08
19,工業自動化與機器人,-1.95,28.57,2/7,5.8,17.51,0.22,-1.53
20,機器人,-1.39,28.57,4/14,-100.21,28.4,3.53,31.15
21,塑膠,-1.0,27.78,5/18,-22.63,-43.54,0.15,0.06
22,玻璃,-1.43,26.67,4/15,-74.51,-157.02,-16.17,24.55
23,金融,-0.94,26.32,5/19,-22.63,-43.53,0.15,0.06
24,銀,-1.91,25.0,1/4,-30.18,6.16,23.88,35.97
25,TPU_光通訊與連接器,-2.96,25.0,1/4,-43.23,-26.0,-17.58,-61.49
26,IC設計,-2.17,23.08,3/13,-25.99,56.5,36.45,132.42
27,BBU_電源供應器與整合,-1.24,20.0,1/5,-74.55,130.33,-6.51,21.26
28,化學,-1.31,20.0,4/20,-21.98,-49.72,-0.15,-10.13
29,銅,-1.83,20.0,2/10,-30.19,-53.14,-16.45,47.5
30,廠務系統與水處理,-0.57,14.29,1/7,-0.51,6.03,-1.33,-1.47
31,光學元件或組裝,-9.38,13.33,2/15,18.35,1.31,-8.5,-5.57
32,PCB,-4.53,13.33,2/15,-80.32,-161.85,-54.81,-14.3
33,TPU_伺服器主板與印刷電路板,-5.74,0.0,0/5,-64.54,-93.93,-21.4,-14.18
34,記憶體封裝與測試,-4.59,0.0,0/4,-21.04,-31.47,-0.57,9.16
35,CPO_光通訊,-20.3,0.0,0/6,-9.56,-19.77,-9.25,-15.58
36,記憶體製造,-5.39,0.0,0/4,-63.04,49.87,4.61,68.37
37,CPO_先進封裝測試,-3.42,0.0,0/5,-2.8,-6.28,-1.23,-3.54
