排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,CPO_先進封裝測試,4.62,100.0,5/5,13.15,12.23,-0.29,-5.45
2,半導體設備,1.98,85.71,6/7,12.38,47.55,-0.01,-1.36
3,IC設計,1.49,84.62,11/13,70.32,67.76,5.1,-6.4
4,TPU_伺服器主板與印刷電路板,1.49,80.0,4/5,-2.69,-56.04,13.61,52.26
5,塑膠,3.56,77.78,14/18,66.14,129.82,2.18,5.09
6,記憶體封裝與測試,2.37,75.0,3/4,-12.57,-12.04,1.02,-2.61
7,TPU_光通訊與連接器,2.68,75.0,3/4,4.48,9.46,-0.66,-1.5
8,TPU_散熱,5.57,75.0,3/4,25.44,18.53,5.14,-10.94
9,被動元件,1.22,73.68,14/19,33.19,266.94,5.33,25.07
10,金融,3.28,73.68,14/19,66.15,129.84,2.18,5.09
11,鋼鐵,0.65,73.33,11/15,29.39,93.49,-5.61,4.01
12,廠務系統與水處理,1.29,71.43,5/7,0.85,1.13,-0.01,-0.02
13,銅,2.05,70.0,7/10,34.07,115.39,5.82,22.39
14,電器電纜,1.64,70.0,7/10,-9.86,-11.19,3.1,-1.93
15,CPO_光通訊,4.04,66.67,4/6,-3.71,17.09,1.38,10.32
16,無塵室與機電工程,1.97,60.0,3/5,12.61,19.86,1.7,-1.46
17,玻璃,1.55,60.0,9/15,33.75,65.61,8.74,45.01
18,光學元件或組裝,1.67,60.0,9/15,17.22,90.38,1.7,13.72
19,PCB,1.1,60.0,9/15,-41.7,-24.68,26.25,103.15
20,記憶體控制IC,-0.98,60.0,3/5,-4.1,-4.81,0.03,0.28
21,化學,1.91,55.0,11/20,69.5,141.14,3.0,5.06
22,網通設備組件,1.39,55.0,11/20,89.99,69.7,3.7,5.03
23,航運,0.54,53.33,8/15,34.78,89.62,-8.8,-29.35
24,紡織,-0.2,45.0,9/20,-0.53,-3.66,-1.42,-3.2
25,軟體設計,-0.36,40.0,6/15,-0.29,-1.55,-0.02,-0.06
26,電池或電源,0.72,40.0,8/20,3.09,87.99,5.33,7.56
27,BBU_電源供應器與整合,0.65,40.0,2/5,12.41,91.39,6.31,20.59
28,機器人,-0.79,35.71,5/14,8.5,68.2,4.39,17.45
29,造紙,-0.1,28.57,2/7,0.09,0.35,-0.01,-0.02
30,工業自動化與機器人,-0.89,28.57,2/7,-2.6,4.58,-0.12,-0.52
31,記憶體製造,-1.82,25.0,1/4,-81.91,-60.53,5.71,35.1
32,銀,0.44,25.0,1/4,14.48,180.06,-0.77,4.8
33,軍工_無人機相關,-0.65,22.22,2/9,59.56,24.95,-2.15,-3.11
34,記憶體模組,-3.3,14.29,1/7,-127.32,-127.68,-5.44,7.83
35,低軌衛星,-2.28,14.29,1/7,-47.0,-58.23,-0.94,6.56
36,BBU_電池模組,-0.54,14.29,1/7,-3.47,-2.58,-3.65,-9.86
37,軍工_航太製造與維修,-1.33,0.0,0/6,-0.39,6.9,0.05,0.28
