排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,記憶體製造,7.22,100.0,4/4,8.45,21.38,14.46,27.19
2,低軌衛星,5.29,100.0,7/7,-18.55,-11.23,5.84,7.45
3,CPO_先進封裝測試,4.72,100.0,5/5,0.94,-0.92,-0.95,-5.16
4,記憶體封裝與測試,5.16,100.0,4/4,4.94,0.53,-2.69,-3.63
5,記憶體模組,4.24,100.0,7/7,15.1,-0.36,5.92,13.27
6,PCB,7.1,100.0,15/15,-27.48,17.02,58.96,74.9
7,TPU_伺服器主板與印刷電路板,4.83,100.0,5/5,-70.67,-53.34,27.81,38.15
8,半導體設備,4.98,100.0,7/7,16.15,35.18,-0.48,-1.35
9,造紙,1.94,100.0,7/7,0.15,0.26,-0.01,-0.01
10,被動元件,4.59,94.74,18/19,150.32,233.76,10.2,19.07
11,銅,5.32,90.0,9/10,67.95,81.31,13.82,15.69
12,軍工_無人機相關,1.99,88.89,8/9,36.67,-34.61,-2.32,-1.08
13,光學元件或組裝,4.1,86.67,13/15,38.0,73.16,3.05,10.52
14,軍工_航太製造與維修,0.83,83.33,5/6,2.38,7.29,0.02,0.23
15,CPO_光通訊,7.13,83.33,5/6,13.35,20.8,-0.49,7.4
16,無塵室與機電工程,0.8,80.0,4/5,-0.87,7.25,-2.07,-3.16
17,BBU_電源供應器與整合,2.52,80.0,4/5,44.17,78.98,4.18,14.29
18,機器人,1.12,78.57,11/14,26.55,59.7,3.63,13.07
19,TPU_散熱,1.4,75.0,3/4,19.12,-6.91,-10.7,-16.08
20,化學,2.18,75.0,15/20,41.03,71.64,-2.34,0.95
21,銀,4.07,75.0,3/4,111.64,165.57,5.71,4.89
22,玻璃,3.78,73.33,11/15,-28.66,31.86,23.01,35.99
23,塑膠,1.86,72.22,13/18,40.29,63.68,-2.16,1.8
24,工業自動化與機器人,0.56,71.43,5/7,1.04,7.18,-0.15,-0.41
25,網通設備組件,3.33,70.0,14/20,57.27,-20.29,-4.73,-0.39
26,IC設計,2.68,69.23,9/13,78.61,-2.56,-1.6,-12.55
27,金融,1.76,68.42,13/19,40.3,63.69,-2.16,1.8
28,電池或電源,1.16,60.0,12/20,40.27,84.9,3.52,2.25
29,廠務系統與水處理,0.78,57.14,4/7,0.55,0.28,-0.01,-0.01
30,BBU_電池模組,0.66,57.14,4/7,-1.78,0.89,-1.08,-6.21
31,航運,0.28,53.33,8/15,17.27,54.84,-5.82,-20.55
32,鋼鐵,0.9,53.33,8/15,48.79,64.11,6.62,9.62
33,TPU_光通訊與連接器,1.6,50.0,2/4,10.44,4.98,-5.71,-2.44
34,記憶體控制IC,1.33,40.0,2/5,-0.89,-0.71,0.01,0.25
35,電器電纜,0.47,40.0,4/10,-7.02,-1.33,0.82,-5.03
36,軟體設計,-0.46,20.0,3/15,-1.31,-1.26,-0.04,-0.04
37,紡織,-0.37,20.0,4/20,-4.28,-3.12,-0.22,-1.78
