股票代碼,公司名稱,當下價格,當下漲跌幅(%),外資昨日買超(張),外資前三日總買超(張),投信昨日買超(張),投信前三日總買超(張)
2492,華新科,149.0,9.96,1087.99,48.44,1.0,10.0
4989,榮科,60.7,9.96,989.0,2371.0,0.0,0.0
6213,聯茂,133.5,9.87,578.27,8761.07,0.0,0.0
8358,金居,300.5,9.87,-1017.0,461.98,0.0,0.0
6173,信昌電,73.2,8.92,-391.99,-625.96,0.0,0.0
2327,國巨,301.0,6.92,18100.32,16940.74,-242.36,-2191.36
1717,長興,63.1,6.58,-611.46,-1152.13,40.95,40.95
4533,協易機,34.75,5.78,-774.96,225.04,0.0,0.0
2323,中環,11.05,3.75,4804.05,7799.9,0.0,0.0
