排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2409,友達,光電業,上市,182951,172704
2,2887,台新金,金融保險業,上市,16319,89563
3,2883,凱基金,金融保險業,上市,-9020,70421
4,2892,第一金,金融保險業,上市,-831,40851
5,5880,合庫金,金融保險業,上市,4024,31285
6,5351,鈺創,半導體業,上櫃,14985,26363
7,2884,玉山金,金融保險業,上市,2657,26059
8,2324,仁寶,電腦及週邊設備業,上市,10086,23654
9,2880,華南金,金融保險業,上市,-466,23451
10,2867,三商壽,金融保險業,上市,1379,22437
11,1216,統一,食品工業,上市,1272,21340
12,2890,永豐金,金融保險業,上市,-4651,18853
13,2812,台中銀,金融保險業,上市,1042,18521
14,8150,南茂,半導體業,上市,15094,18160
15,2377,微星,電腦及週邊設備業,上市,5543,17820
16,2834,臺企銀,金融保險業,上市,-11823,16255
17,2105,正新,橡膠工業,上市,1261,16197
18,1717,長興,化學工業,上市,-4758,16141
19,2332,友訊,通信網路業,上市,6594,16024
20,2801,彰銀,金融保險業,上市,4885,15764
21,2603,長榮,航運業,上市,1468,15470
22,2356,英業達,電腦及週邊設備業,上市,6925,14253
23,2885,元大金,金融保險業,上市,-10783,12387
24,2609,陽明,航運業,上市,-1452,12302
25,1909,榮成,造紙工業,上市,-2067,11613
26,2542,興富發,建材營造業,上市,-70,10475
27,2845,遠東銀,金融保險業,上市,-111,10291
28,2886,兆豐金,金融保險業,上市,732,10178
29,3374,精材,半導體業,上櫃,3218,10051
30,2103,台橡,橡膠工業,上市,-63,10049
31,1313,聯成,塑膠工業,上市,-2911,9715
32,1609,大亞,電器電纜,上市,-1279,9628
33,2408,南亞科,半導體業,上市,21456,9470
34,2637,慧洋-KY,航運業,上市,3250,8620
35,2615,萬海,航運業,上市,3348,8424
36,6505,台塑化,油電燃氣業,上市,107,8013
37,5425,台半,半導體業,上櫃,-1086,7956
38,6202,盛群,半導體業,上市,8533,7792
39,2618,長榮航,航運業,上市,-3998,7644
40,2323,中環,光電業,上市,-990,7271
41,8039,台虹,電子零組件業,上市,6798,7127
42,5483,中美晶,半導體業,上櫃,-999,6998
43,3005,神基,電腦及週邊設備業,上市,2838,6985
44,1536,和大,汽車工業,上市,5887,6415
45,3006,晶豪科,半導體業,上市,9253,6257
46,2495,普安,電腦及週邊設備業,上市,5446,5671
47,3211,順達,電腦及週邊設備業,上櫃,4398,5658
48,1904,正隆,造紙工業,上市,-181,5280
49,1210,大成,食品工業,上市,230,5272
50,2912,統一超,貿易百貨業,上市,683,5182
