排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,軍工_航太製造與維修,6.42,100.0,6/6,3.79,2.95,0.01,0.02
2,軍工_無人機相關,2.96,77.78,7/9,-27.34,-113.29,-5.02,10.16
3,無塵室與機電工程,-0.83,60.0,3/5,1.25,-12.77,-0.46,-6.37
4,金融,1.96,57.89,11/19,0.08,-86.29,19.26,38.18
5,工業自動化與機器人,-0.24,57.14,4/7,2.89,1.21,-0.12,0.25
6,塑膠,1.52,55.56,10/18,0.08,-86.29,19.26,38.18
7,電器電纜,0.2,50.0,5/10,-0.65,-12.43,0.15,0.7
8,機器人,0.16,50.0,7/14,13.32,-37.59,0.02,1.65
9,航運,0.17,46.67,7/15,25.65,93.7,-2.55,-7.22
10,化學,1.19,40.0,8/20,-10.25,-111.36,20.7,41.96
11,BBU_電源供應器與整合,-0.39,40.0,2/5,17.47,-23.17,-0.52,0.94
12,光學元件或組裝,-0.33,40.0,6/15,3.36,-36.29,0.52,2.79
13,銅,-1.03,40.0,4/10,-5.39,-101.01,13.78,49.92
14,鋼鐵,0.41,40.0,6/15,-3.76,-12.06,0.85,1.24
15,PCB,-0.86,33.33,5/15,109.84,-5.63,70.93,139.85
16,半導體設備,-0.71,28.57,2/7,-0.54,12.65,-1.92,-2.01
17,廠務系統與水處理,-0.61,28.57,2/7,3.0,3.4,0.0,-0.01
18,軟體設計,-0.53,26.67,4/15,1.42,5.63,0.0,-0.01
19,玻璃,-0.25,26.67,4/15,-3.0,-116.31,7.6,39.35
20,電池或電源,-1.37,25.0,5/20,8.6,-25.9,5.67,21.65
21,紡織,-0.76,25.0,5/20,-4.58,-19.85,1.5,6.17
22,網通設備組件,-1.69,20.0,4/20,-60.69,-138.78,-11.32,8.88
23,TPU_伺服器主板與印刷電路板,-1.61,20.0,1/5,-6.9,-85.33,9.64,26.81
24,CPO_光通訊,-1.92,16.67,1/6,6.59,0.66,0.15,1.64
25,低軌衛星,-1.13,14.29,1/7,16.26,-6.51,6.7,12.17
26,BBU_電池模組,-2.33,14.29,1/7,-4.08,10.46,6.05,19.89
27,記憶體模組,-1.05,14.29,1/7,5.9,28.9,-6.14,-18.88
28,IC設計,-1.07,7.69,1/13,-17.28,-110.18,-14.19,5.97
29,被動元件,-6.87,5.26,1/19,29.32,-26.68,-35.45,29.14
30,記憶體製造,-3.76,0.0,0/4,-160.14,-120.06,5.39,-6.73
31,記憶體控制IC,-2.59,0.0,0/5,-2.39,13.85,0.32,0.48
32,TPU_光通訊與連接器,-3.47,0.0,0/4,-0.99,-5.11,-0.17,-15.29
33,造紙,-3.12,0.0,0/7,-0.55,-1.35,0.0,0.01
34,記憶體封裝與測試,-2.29,0.0,0/4,-16.1,-15.44,2.95,3.84
35,銀,-7.46,0.0,0/4,13.6,-13.24,-35.14,-16.6
36,CPO_先進封裝測試,-3.77,0.0,0/5,-5.98,-21.1,-0.11,1.61
37,TPU_散熱,-4.45,0.0,0/4,-15.05,3.24,-3.82,-23.14
