排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,1301,台塑,塑膠工業,上市,-7079,52233
2,6505,台塑化,油電燃氣業,上市,4420,51223
3,2884,玉山金,金融保險業,上市,34137,44159
4,5880,合庫金,金融保險業,上市,10930,36898
5,2618,長榮航,航運業,上市,7106,34142
6,3576,聯合再生,光電業,上市,4953,32445
7,5876,上海商銀,金融保險業,上市,10033,30405
8,2892,第一金,金融保險業,上市,17987,29895
9,2883,凱基金,金融保險業,上市,8278,29324
10,2867,三商壽,金融保險業,上市,16720,26405
11,5483,中美晶,半導體業,上櫃,5211,26320
12,2002,中鋼,鋼鐵工業,上市,20700,23609
13,2886,兆豐金,金融保險業,上市,16465,23398
14,2105,正新,橡膠工業,上市,10285,22017
15,2603,長榮,航運業,上市,6773,20875
16,2880,華南金,金融保險業,上市,13084,19934
17,2845,遠東銀,金融保險業,上市,4670,19133
18,1101,台泥,水泥工業,上市,12458,18772
19,2324,仁寶,電腦及週邊設備業,上市,19048,18208
20,2027,大成鋼,鋼鐵工業,上市,5695,16469
21,1216,統一,食品工業,上市,8221,14144
22,8039,台虹,電子零組件業,上市,-1399,14093
23,5871,中租-KY,其他業,上市,3765,12145
24,1709,和益,化學工業,上市,315,11150
25,1718,中纖,化學工業,上市,1243,10343
26,2801,彰銀,金融保險業,上市,8406,10216
27,4904,遠傳,通信網路業,上市,3760,8229
28,2881,富邦金,金融保險業,上市,3832,7831
29,2377,微星,電腦及週邊設備業,上市,807,7118
30,2634,漢翔,航運業,上市,4618,6879
31,2812,台中銀,金融保險業,上市,10701,6652
32,8028,昇陽半導體,半導體業,上市,-1143,6475
33,9945,潤泰新,其他業,上市,1959,6430
34,1326,台化,塑膠工業,上市,-2861,6339
35,1402,遠東新,紡織纖維,上市,8967,6221
36,2646,星宇航空,航運業,上市,1337,5476
37,2615,萬海,航運業,上市,1337,5249
38,2605,新興,航運業,上市,696,5168
39,4958,臻鼎-KY,電子零組件業,上市,-4833,5075
40,2313,華通,電子零組件業,上市,-17584,4872
41,4938,和碩,電腦及週邊設備業,上市,2136,4689
42,2890,永豐金,金融保險業,上市,5731,4534
43,5388,中磊,通信網路業,上市,112,4046
44,2485,兆赫,通信網路業,上市,1620,3947
45,2014,中鴻,鋼鐵工業,上市,-105,3937
46,2915,潤泰全,貿易百貨業,上市,702,3755
47,6443,元晶,光電業,上市,2106,3740
48,2375,凱美,電子零組件業,上市,1678,3474
49,2367,燿華,電子零組件業,上市,2455,3472
50,2542,興富發,建材營造業,上市,2842,3421
