股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
3669,圓展,2026-07-27,42.55,42.55,0.0%,5780,641,9.01
6243,迅杰,2026-07-27,54.9,49.2,-10.38%,15470,3331,4.64
8111,立碁,2026-07-27,59.9,63.3,5.68%,16907,3222,5.25
4979,華星光,2026-07-27,434.0,448.5,3.34%,35422,9017,3.93
3441,聯一光,2026-07-27,65.0,70.7,8.77%,12392,3462,3.58
3450,聯鈞,2026-07-24,463.0,438.0,-5.4%,23485,5705,4.12
6166,凌華,2026-07-24,160.5,150.0,-6.54%,16885,2668,6.33
4979,華星光,2026-07-24,401.0,448.5,11.85%,25336,7695,3.29
4903,聯光通,2026-07-24,37.45,38.8,3.6%,5591,1703,3.28
4566,時碩工業,2026-07-24,69.7,73.3,5.16%,10700,2219,4.82
3577,泓格,2026-07-24,157.0,136.0,-13.38%,7696,1773,4.34
8111,立碁,2026-07-24,56.8,63.3,11.44%,20719,2451,8.45
3231,緯創,2026-07-24,175.0,177.0,1.14%,179841,52849,3.4
3163,波若威,2026-07-24,745.0,743.0,-0.27%,9635,2790,3.45
3081,聯亞,2026-07-24,1810.0,1805.0,-0.28%,10211,2387,4.28
8114,振樺電,2026-07-24,231.0,217.5,-5.84%,5050,1095,4.61
8271,宇瞻,2026-07-24,211.0,218.0,3.32%,14806,3538,4.18
2451,創見,2026-07-24,262.0,272.0,3.82%,18768,5301,3.54
4977,眾達-KY,2026-07-24,134.0,133.5,-0.37%,8626,2040,4.23
1309,台達化,2026-07-23,14.75,13.85,-6.1%,18051,5810,3.11
6414,樺漢,2026-07-23,490.0,469.0,-4.29%,8601,2481,3.47
8111,立碁,2026-07-23,56.5,63.3,12.04%,8359,1477,5.66
6166,凌華,2026-07-23,145.0,150.0,3.45%,7006,1953,3.59
4939,亞電,2026-07-23,70.9,60.4,-14.81%,56888,16986,3.35
6141,柏承,2026-07-23,43.85,34.95,-20.3%,8549,2233,3.83
5227,立凱-KY,2026-07-23,37.9,41.6,9.76%,5186,853,6.08
4991,環宇-KY,2026-07-23,435.0,433.5,-0.34%,13731,4052,3.39
1325,恆大,2026-07-23,28.0,27.75,-0.89%,5307,591,8.98
3450,聯鈞,2026-07-23,461.5,438.0,-5.09%,17016,5325,3.2
3231,緯創,2026-07-23,168.0,177.0,5.36%,218008,45974,4.74
3088,艾訊,2026-07-23,146.0,141.5,-3.08%,6428,1665,3.86
2605,新興,2026-07-23,32.0,31.6,-1.25%,18586,5840,3.18
2455,全新,2026-07-23,335.5,326.5,-2.68%,19113,5620,3.4
9919,康那香,2026-07-23,15.2,14.15,-6.91%,7260,958,7.57
