排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,TPU_光通訊與連接器,1.76,100.0,4/4,-30.35,-115.57,9.48,38.93
2,記憶體製造,3.5,100.0,4/4,-20.0,-76.25,0.21,-47.49
3,光學元件或組裝,2.69,86.67,13/15,-55.83,-145.7,30.08,71.23
4,鋼鐵,0.54,73.33,11/15,8.27,24.03,-1.08,-1.18
5,工業自動化與機器人,1.25,71.43,5/7,1.13,0.56,0.01,1.32
6,網通設備組件,1.48,70.0,14/20,-60.82,-140.94,2.28,70.28
7,CPO_光通訊,1.26,66.67,4/6,-41.27,-117.84,10.49,43.35
8,機器人,0.63,64.29,9/14,17.47,-17.06,-19.12,-11.51
9,CPO_先進封裝測試,0.11,60.0,3/5,-5.12,-9.65,0.33,-6.12
10,記憶體控制IC,0.63,60.0,3/5,-1.98,-2.71,0.0,-0.24
11,記憶體模組,1.28,57.14,4/7,1.21,-30.88,-1.4,-2.55
12,電池或電源,0.23,55.0,11/20,10.55,-26.41,-18.06,-11.3
13,電器電纜,0.25,50.0,5/10,1.0,-2.08,-0.0,-0.47
14,銅,-0.12,50.0,5/10,19.47,-70.71,-4.51,2.59
15,TPU_散熱,-1.11,50.0,2/4,-8.07,15.38,5.08,28.66
16,紡織,0.01,50.0,10/20,2.9,8.47,0.83,0.95
17,玻璃,-0.56,46.67,7/15,-21.0,-47.87,2.45,25.3
18,BBU_電池模組,-0.35,42.86,3/7,-2.01,-5.05,0.02,-0.37
19,半導體設備,1.63,42.86,3/7,5.55,-2.65,3.73,0.32
20,低軌衛星,-0.91,42.86,3/7,11.6,6.74,-9.75,-5.79
21,造紙,-0.15,42.86,3/7,0.07,0.09,0.0,-0.01
22,被動元件,0.35,42.11,8/19,48.14,29.25,-48.11,-48.24
23,軟體設計,0.27,40.0,6/15,2.07,2.03,0.0,0.0
24,航運,-0.25,40.0,6/15,11.08,36.77,2.23,-1.81
25,TPU_伺服器主板與印刷電路板,-0.26,40.0,2/5,-9.69,-29.64,-1.81,4.2
26,IC設計,-0.9,38.46,5/13,-3.17,-35.87,-20.28,-17.82
27,PCB,-0.44,33.33,5/15,2.16,-145.28,-12.23,-2.92
28,記憶體封裝與測試,-0.32,25.0,1/4,2.64,-24.32,-0.68,-1.08
29,銀,-0.96,25.0,1/4,29.43,37.82,-25.78,-32.29
30,軍工_無人機相關,-1.63,22.22,2/9,-16.64,-29.03,-13.89,-13.35
31,BBU_電源供應器與整合,-0.97,20.0,1/5,9.97,-16.09,-18.08,-11.45
32,化學,-1.9,20.0,4/20,28.93,20.37,-6.21,0.02
33,塑膠,-3.14,16.67,3/18,26.44,13.67,-6.73,-1.76
34,金融,-3.02,15.79,3/19,26.44,13.67,-6.73,-1.76
35,廠務系統與水處理,-14.39,14.29,1/7,-1.22,-8.0,0.0,0.01
36,軍工_航太製造與維修,-3.96,0.0,0/6,-4.05,5.91,0.02,-1.35
37,無塵室與機電工程,-2.81,0.0,0/5,-18.67,-39.24,-1.54,0.95
