排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,TPU_光通訊與連接器,4.22,100.0,4/4,26.46,-16.52,-10.38,-35.19
2,銀,3.63,100.0,4/4,24.9,135.17,4.86,22.46
3,低軌衛星,2.73,85.71,6/7,30.16,-66.37,6.33,-9.12
4,網通設備組件,3.06,85.0,17/20,163.88,97.32,1.2,-15.56
5,CPO_光通訊,3.23,83.33,5/6,23.34,-30.71,-15.57,-31.29
6,軍工_航太製造與維修,2.82,83.33,5/6,0.31,1.87,-0.0,-0.01
7,航運,1.59,80.0,12/15,14.33,6.32,-5.94,-7.98
8,BBU_電源供應器與整合,1.73,80.0,4/5,48.75,-7.72,-4.34,-15.17
9,被動元件,2.11,78.95,15/19,52.54,119.62,3.71,13.37
10,TPU_散熱,0.29,75.0,3/4,-3.66,-11.06,-1.84,-16.88
11,電器電纜,0.88,70.0,7/10,-10.44,-8.11,-0.8,-0.94
12,IC設計,1.0,69.23,9/13,88.36,137.37,20.16,33.92
13,玻璃,1.45,66.67,10/15,51.57,-55.76,-5.86,170.1
14,軍工_無人機相關,0.94,66.67,6/9,83.63,95.38,4.55,-1.58
15,PCB,1.9,66.67,10/15,75.77,-163.91,-5.43,142.45
16,機器人,1.16,64.29,9/14,25.34,-17.41,-1.58,-10.1
17,電池或電源,0.69,60.0,12/20,37.49,-24.0,-6.56,-28.05
18,銅,3.16,60.0,6/10,65.97,171.61,-0.18,1.57
19,TPU_伺服器主板與印刷電路板,1.56,60.0,3/5,23.05,-152.9,-6.46,169.71
20,工業自動化與機器人,0.58,57.14,4/7,-0.94,-2.14,0.01,0.17
21,BBU_電池模組,0.66,57.14,4/7,0.55,-8.85,-0.76,-10.71
22,半導體設備,2.73,57.14,4/7,-21.17,-23.92,9.95,10.39
23,軟體設計,0.13,53.33,8/15,0.87,1.63,-0.01,-0.01
24,光學元件或組裝,1.56,53.33,8/15,20.08,10.25,-17.84,-33.26
25,紡織,-0.07,50.0,10/20,-4.2,-5.09,-0.18,-0.81
26,廠務系統與水處理,-0.16,42.86,3/7,-0.58,-7.72,-0.0,1.22
27,造紙,-0.18,42.86,3/7,0.13,0.31,-0.0,-0.01
28,CPO_先進封裝測試,1.47,40.0,2/5,17.82,-6.73,1.27,13.53
29,無塵室與機電工程,0.15,40.0,2/5,26.1,6.14,-6.23,-16.16
30,化學,-0.61,30.0,6/20,22.91,215.13,-9.48,-6.57
31,記憶體封裝與測試,0.36,25.0,1/4,-0.93,-26.75,-2.85,-5.78
32,記憶體控制IC,-0.88,20.0,1/5,-1.39,-0.78,-0.04,-0.26
33,金融,-2.43,10.53,2/19,26.56,217.32,-8.96,-5.95
34,鋼鐵,-0.67,6.67,1/15,-6.38,10.79,0.01,-5.65
35,塑膠,-2.63,5.56,1/18,26.55,217.3,-8.96,-5.95
36,記憶體模組,-2.54,0.0,0/7,-83.61,-104.87,-10.48,-9.48
37,記憶體製造,-4.66,0.0,0/4,-93.23,-146.8,-6.14,-10.45
