排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,塑膠,6.08,88.89,16/18,7.09,-27.69,2.81,8.71
2,金融,5.69,84.21,16/19,7.09,-27.69,2.81,8.71
3,鋼鐵,1.41,80.0,12/15,0.3,-18.53,1.05,1.57
4,化學,3.36,80.0,16/20,14.62,-7.17,3.84,11.03
5,銀,2.16,75.0,3/4,-9.39,-20.21,-2.13,0.67
6,TPU_光通訊與連接器,4.03,75.0,3/4,-3.23,-27.58,20.71,24.04
7,TPU_散熱,0.05,75.0,3/4,-17.54,-50.24,12.6,29.33
8,造紙,1.7,71.43,5/7,0.36,-0.6,0.0,-0.01
9,紡織,1.55,65.0,13/20,1.96,-4.72,0.34,2.17
10,軟體設計,0.67,60.0,9/15,0.67,0.65,0.0,-0.01
11,廠務系統與水處理,0.09,57.14,4/7,0.1,0.57,0.0,-0.01
12,記憶體模組,0.68,57.14,4/7,-10.34,19.42,-8.3,-22.86
13,CPO_光通訊,0.68,50.0,3/6,7.12,-10.22,6.18,0.37
14,玻璃,0.81,46.67,7/15,-2.29,-18.23,-26.79,-42.08
15,IC設計,-0.02,46.15,6/13,-17.53,-95.9,-5.11,1.85
16,網通設備組件,0.07,45.0,9/20,-27.28,-182.84,14.64,26.22
17,電器電纜,0.36,40.0,4/10,-13.55,-20.62,-1.37,-1.62
18,記憶體控制IC,0.03,40.0,2/5,2.15,0.41,-0.02,-0.09
19,電池或電源,-0.13,40.0,8/20,-30.23,-71.17,0.79,13.79
20,光學元件或組裝,-0.12,40.0,6/15,6.94,-36.85,6.1,2.9
21,CPO_先進封裝測試,0.56,40.0,2/5,-0.76,-0.18,7.73,6.85
22,TPU_伺服器主板與印刷電路板,0.95,40.0,2/5,-22.53,-62.1,19.38,31.81
23,被動元件,-0.38,36.84,7/19,-22.4,-73.81,-0.94,15.09
24,軍工_航太製造與維修,0.14,33.33,2/6,-0.05,2.12,-0.35,-0.86
25,航運,-1.29,33.33,5/15,-5.5,-46.52,-0.86,3.31
26,軍工_無人機相關,-0.53,33.33,3/9,-17.77,-101.01,-1.48,4.31
27,銅,0.14,30.0,3/10,3.45,-48.62,-18.9,-24.15
28,低軌衛星,0.14,28.57,2/7,-5.48,-63.68,0.3,-1.19
29,BBU_電池模組,-0.6,28.57,2/7,-2.44,4.9,1.52,0.8
30,PCB,-0.05,26.67,4/15,0.89,-135.13,-13.95,-28.16
31,記憶體封裝與測試,-1.57,25.0,1/4,-1.93,22.81,0.05,-6.79
32,機器人,-1.45,21.43,3/14,-9.97,-37.67,1.38,15.18
33,無塵室與機電工程,0.71,20.0,1/5,-1.19,5.95,-0.26,7.24
34,半導體設備,0.48,14.29,1/7,-1.15,4.25,0.07,1.85
35,工業自動化與機器人,-2.19,14.29,1/7,0.98,4.66,0.24,1.1
36,記憶體製造,-4.81,0.0,0/4,-8.79,114.98,-6.5,-27.7
37,BBU_電源供應器與整合,-1.34,0.0,0/5,-15.47,-56.34,0.89,14.27
