股票代碼,公司名稱,當下價格,當下漲跌幅(%),外資昨日買超(張),外資前三日總買超(張),投信昨日買超(張),投信前三日總買超(張)
1314,中石化,8.92,9.98,-5645.0,-5900.5,0.0,0.0
1305,華夏,13.25,9.95,-1078.0,-1718.0,0.0,0.0
2543,皇昌,78.4,9.95,-754.02,-1822.91,0.0,0.0
1308,亞聚,15.0,9.89,-500.0,-1181.0,0.0,0.0
1309,台達化,13.95,9.84,-226.0,-2179.0,0.0,0.0
1312,國喬,14.05,9.76,-672.98,26.02,0.0,0.0
1304,台聚,13.1,9.62,-1752.0,-1505.0,0.0,0.0
2395,研華,375.0,9.48,2308.1,1740.42,37.0,122.0
1718,中纖,7.54,7.86,146.02,-760.38,0.0,0.0
