排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,半導體設備,2.76,85.71,6/7,6.55,22.85,2.73,19.08
2,PCB,2.75,80.0,12/15,0.25,313.41,7.14,47.44
3,TPU_伺服器主板與印刷電路板,2.3,80.0,4/5,-12.92,57.64,5.06,5.15
4,銀,2.98,75.0,3/4,0.38,19.63,0.01,-0.07
5,低軌衛星,3.54,71.43,5/7,29.18,163.81,7.95,25.78
6,造紙,2.3,71.43,5/7,-1.09,-0.41,0.0,0.0
7,化學,1.3,70.0,14/20,-6.85,16.7,-6.88,-10.56
8,網通設備組件,1.28,70.0,14/20,-19.73,1.09,-7.06,27.41
9,CPO_光通訊,1.16,66.67,4/6,-15.76,-13.51,1.24,30.29
10,玻璃,1.03,66.67,10/15,-12.1,37.97,2.36,8.18
11,被動元件,0.69,63.16,12/19,-30.18,67.59,4.28,13.12
12,CPO_先進封裝測試,2.23,60.0,3/5,3.05,22.3,-0.31,-6.48
13,TPU_散熱,-0.29,50.0,2/4,-35.39,-0.28,5.41,14.75
14,TPU_光通訊與連接器,0.57,50.0,2/4,-16.85,-16.79,3.16,21.36
15,記憶體控制IC,-1.2,40.0,2/5,0.38,2.86,-0.01,-0.03
16,紡織,0.16,35.0,7/20,3.71,3.68,-0.1,-0.28
17,光學元件或組裝,0.09,33.33,5/15,-14.11,17.56,-2.26,17.68
18,軟體設計,-0.48,33.33,5/15,0.55,0.83,-0.0,0.13
19,金融,-0.02,31.58,6/19,-7.33,16.85,-6.33,-8.1
20,銅,0.58,30.0,3/10,-15.49,61.59,-15.51,-4.81
21,廠務系統與水處理,-0.42,28.57,2/7,0.63,-1.21,0.0,0.0
22,記憶體模組,-0.51,28.57,2/7,38.93,44.03,-37.74,-48.66
23,塑膠,-0.14,27.78,5/18,-7.33,16.85,-6.33,-8.1
24,航運,-0.49,26.67,4/15,-5.0,-3.77,0.94,0.23
25,軍工_無人機相關,-0.62,22.22,2/9,8.47,-39.55,-12.44,-20.56
26,BBU_電源供應器與整合,-0.52,20.0,1/5,-34.09,60.77,4.25,10.15
27,無塵室與機電工程,-0.02,20.0,1/5,-11.97,-40.84,-8.35,-9.39
28,軍工_航太製造與維修,-1.55,16.67,1/6,-1.67,0.6,0.06,0.11
29,IC設計,-0.54,15.38,2/13,-2.47,-63.65,-17.15,-36.03
30,電池或電源,-0.72,15.0,3/20,-59.9,57.46,4.57,22.66
31,工業自動化與機器人,-0.64,14.29,1/7,-0.87,4.77,-0.04,0.12
32,BBU_電池模組,-1.02,14.29,1/7,-15.61,8.52,4.0,16.22
33,電器電纜,-1.15,10.0,1/10,-11.48,-8.94,-3.67,-3.67
34,機器人,-0.88,7.14,1/14,-37.16,45.67,4.29,13.44
35,鋼鐵,-0.59,6.67,1/15,0.99,20.12,-0.23,4.01
36,記憶體製造,-3.62,0.0,0/4,16.33,-100.8,-25.18,-47.27
37,記憶體封裝與測試,-2.76,0.0,0/4,-1.36,-5.29,1.83,4.09
