股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
2105,正新,31.7,4,12111451,2422,33.6,31.65,6.16%
2347,聯強,80.1,4,7300726,1460,85.0,79.1,7.46%
2603,長榮,199.5,4,2700154,540,204.5,198.5,3.02%
2618,長榮航,33.35,5,17317947,3463,35.5,33.2,6.93%
2885,元大金,50.8,5,14357269,2871,51.9,49.8,4.22%
3231,緯創,142.5,4,4213961,842,146.0,135.0,8.15%
4904,遠傳,96.0,4,4207598,841,98.5,94.4,4.34%
4938,和碩,83.1,4,6309818,1261,86.0,82.5,4.24%
5876,上海商銀,39.0,4,15231656,3046,40.0,39.0,2.56%
9910,豐泰,70.6,5,3064481,612,79.0,70.4,12.22%
