股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
1806,冠軍,2026-04-27,8.12,8.88,9.36%,10356,819,12.63
3019,亞光,2026-04-27,142.5,143.0,0.35%,27694,4892,5.66
3035,智原,2026-04-27,195.0,176.5,-9.49%,52051,9929,5.24
6108,競國,2026-04-27,21.25,19.5,-8.24%,13954,1537,9.07
2542,興富發,2026-04-24,37.8,39.1,3.44%,55495,7814,7.1
3019,亞光,2026-04-24,133.0,143.0,7.52%,23636,3591,6.58
3338,泰碩,2026-04-24,83.5,75.5,-9.58%,23146,4193,5.52
3390,旭軟,2026-04-24,27.85,25.7,-7.72%,9527,1379,6.91
3588,通嘉,2026-04-24,68.5,63.3,-7.59%,7844,1532,5.12
6108,競國,2026-04-24,18.0,19.5,8.33%,6281,849,7.39
6176,瑞儀,2026-04-24,107.0,95.5,-10.75%,47685,7717,6.18
6234,高僑,2026-04-24,46.0,43.7,-5.0%,23469,4324,5.43
