排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,記憶體封裝與測試,3.03,100.0,4/4,-1.68,-1.68,0.03,0.03
2,記憶體製造,4.37,100.0,4/4,72.29,72.29,21.12,21.12
3,CPO_先進封裝測試,3.31,100.0,5/5,6.89,6.89,0.55,0.55
4,被動元件,4.83,100.0,19/19,90.43,90.43,11.65,11.65
5,塑膠,1.09,88.89,16/18,24.22,24.22,-2.56,-2.56
6,工業自動化與機器人,5.11,85.71,6/7,-5.99,-5.99,7.57,7.57
7,半導體設備,2.89,85.71,6/7,10.23,10.23,-9.45,-9.45
8,記憶體模組,6.3,85.71,6/7,-44.66,-44.66,13.85,13.85
9,造紙,0.55,85.71,6/7,0.04,0.04,-0.0,-0.0
10,化學,0.54,85.0,17/20,19.11,19.11,-2.66,-2.66
11,金融,0.97,84.21,16/19,24.22,24.22,-2.56,-2.56
12,CPO_光通訊,2.93,83.33,5/6,-18.79,-18.79,-19.67,-19.67
13,軟體設計,1.26,80.0,12/15,0.55,0.55,-0.0,-0.0
14,鋼鐵,1.92,80.0,12/15,-8.9,-8.9,1.16,1.16
15,BBU_電源供應器與整合,1.22,80.0,4/5,88.97,88.97,-0.2,-0.2
16,機器人,4.83,78.57,11/14,80.61,80.61,7.82,7.82
17,TPU_光通訊與連接器,3.04,75.0,3/4,20.29,20.29,-15.67,-15.67
18,銀,5.95,75.0,3/4,11.01,11.01,11.57,11.57
19,銅,0.47,70.0,7/10,-30.3,-30.3,-22.47,-22.47
20,記憶體控制IC,2.39,60.0,3/5,-1.53,-1.53,-0.01,-0.01
21,玻璃,3.33,60.0,9/15,-39.91,-39.91,-1.97,-1.97
22,低軌衛星,0.26,57.14,4/7,10.44,10.44,7.54,7.54
23,網通設備組件,1.37,55.0,11/20,23.57,23.57,4.73,4.73
24,紡織,0.33,55.0,11/20,1.84,1.84,-0.0,-0.0
25,航運,-0.06,53.33,8/15,1.22,1.22,-1.2,-1.2
26,電器電纜,0.04,50.0,5/10,-3.38,-3.38,-0.5,-0.5
27,光學元件或組裝,1.07,46.67,7/15,-8.55,-8.55,-31.44,-31.44
28,PCB,0.39,46.67,7/15,-122.65,-122.65,-6.43,-6.43
29,軍工_無人機相關,-0.14,44.44,4/9,29.33,29.33,28.8,28.8
30,廠務系統與水處理,-0.4,42.86,3/7,-1.6,-1.6,-0.0,-0.0
31,TPU_伺服器主板與印刷電路板,-1.91,40.0,2/5,-98.14,-98.14,-18.81,-18.81
32,無塵室與機電工程,0.9,40.0,2/5,-1.68,-1.68,-0.82,-0.82
33,IC設計,0.1,38.46,5/13,51.19,51.19,28.23,28.23
34,軍工_航太製造與維修,-1.1,33.33,2/6,-1.7,-1.7,-0.17,-0.17
35,電池或電源,-0.43,30.0,6/20,80.88,80.88,-9.51,-9.51
36,TPU_散熱,-1.76,25.0,1/4,-13.67,-13.67,-3.77,-3.77
37,BBU_電池模組,-2.05,0.0,0/7,-9.0,-9.0,-7.41,-7.41
