stock_id,lots
1101,1360
1102,-3747
1103,9
1104,42
1108,-362
1109,-3
1110,1
1201,-4
1203,0
1210,957
1213,0
1215,107
1216,1102
1217,61
1218,-20
1219,-50
1220,-1
1225,-27
1227,-211
1229,1354
1231,-7
1232,-4
1233,0
1234,2
1235,0
1236,0
1240,0
1256,8
1259,0
1264,-3
1268,-1
1294,1
1301,-1207
1303,10102
1304,86
1305,2
1307,-230
1308,148
1309,-83
1310,-831
1312,-270
1313,-500
1314,-3388
1315,0
1316,157
1319,1088
1321,-5
1323,0
1324,-1
1325,-72
1326,-1631
1336,146
1337,-30
1338,-13
1339,16
1340,-29
1341,0
1342,-18
1402,-4582
1409,-9643
1410,-1
1413,0
1414,1
1416,3
1417,0
1418,0
1419,5
1423,0
1432,-26
1434,396
1435,1
1436,-3
1437,5
1438,0
1439,0
1440,1159
1441,0
1442,-7
1443,0
1444,-151
1445,-41
1446,1
1447,-330
1449,-46
1451,11
1452,-1
1453,-4
1454,0
1455,-425
1456,0
1457,9
1459,-39
1460,-11
1463,0
1464,-101
1465,-6
1466,-40
1467,-241
1468,0
1470,0
1471,-20
1472,0
1473,6
1474,0
1475,0
1476,-469
1477,-96
1503,-211
1504,163
1506,-11
1512,-7
1513,139
1514,26
1515,-193
1516,0
1517,300
1519,158
1521,-1
1522,61
1524,81
1525,0
1526,5
1527,15
1528,4
1529,-68
1530,14
1531,-1
1532,-6
1533,-69
1535,-2
1536,-58
1537,2
1538,0
1539,14
1540,-30
1541,0
1558,25
1560,-130
1563,1054
1565,8
1568,12
1569,-51
1570,-3
1580,-35
1582,139
1583,3
1584,-7
1586,-7
1587,-2
1590,-10
1591,-4
1593,0
1595,-42
1597,43
1598,81
1599,0
1603,36
1604,0
1605,9902
1608,2562
1609,687
1611,-21
1612,598
1614,0
1615,-12
1616,-8
1617,10
1618,139
1626,-9
1702,-18
1707,-50
1708,-246
1709,-154
1710,1619
1711,-2009
1712,41
1713,41
1714,1610
1717,4319
1718,1662
1720,-32
1721,-76
1722,-72
1723,6
1725,2
1726,-1
1727,-282
1730,-5
1731,-72
1732,-159
1733,15
1734,-41
1735,1
1736,337
1737,-10
1742,2
1752,5
1760,-3
1762,6
1773,-7
1776,-1
1777,0
1781,-1
1783,-37
1784,0
1785,-1990
1786,5
1788,-1
1789,73
1795,-27
1796,0
1799,-71
1802,3917
1805,0
1806,-11
1808,-561
1809,-1508
1810,-564
1813,-1
1815,-209
1817,-1
1903,-4
1904,1599
1905,78
1906,-1
1907,314
1909,12
2002,23826
2006,229
2007,-11
2008,0
2009,364
2010,-21
2012,-1
2013,11
2014,-823
2015,-50
2017,-72
2020,-148
2022,-31
2023,101
2024,0
2025,-149
2027,-2912
2028,-10
2029,104
2030,976
2031,65
2032,-524
2033,599
2034,576
2035,0
2038,-29
2049,-931
2059,26
2061,-188
2062,-3
2063,0
2064,0
2065,78
2066,-20
2067,0
2069,169
2070,-7
2101,-855
2102,29
2103,7347
2104,66
2105,205
2106,136
2107,10
2108,319
2114,-1
2115,8
2201,162
2204,-59
2206,26
2207,-33
2208,-106
2211,59
2221,-77
2227,-1
2228,-55
2230,54
2231,34
2233,-42
2235,0
2236,-25
2239,-13
2241,-14
2243,-18
2247,-1
2248,-67
2250,-2
2301,-3496
2302,1840
2303,3506
2305,-866
2308,-2767
2312,1039
2313,522
2314,-54
2316,-121
2317,-660
2321,0
2323,0
2324,-1649
2327,-867
2328,-31
2329,-157
2330,3356
2331,-323
2332,-9370
2337,-8206
2338,3
2340,-454
2342,-122
2344,-2211
2345,-370
2347,-727
2348,-52
2349,124
2351,303
2352,-4621
2353,2265
2354,585
2355,430
2356,-750
2357,866
2359,-2799
2360,202
2362,66
2363,2592
2364,20
2365,38
2367,1026
2368,2078
2369,0
2371,-2270
2373,-1
2374,-919
2375,-1490
2376,754
2377,277
2379,249
2380,0
2382,376
2383,321
2385,240
2387,-196
2388,160
2390,-49
2392,1665
2393,1138
2395,24
2397,-270
2399,8
2401,-405
2402,15
2404,-60
2405,-136
2406,-473
2408,-7494
2409,-127822
2412,-1838
2413,-229
2414,-499
2417,-1299
2419,-22
2420,-8
2421,-28
2423,5
2424,0
2425,-2222
2426,-825
2427,-119
2428,-16
2429,-97
2430,0
2431,53
2433,0
2434,-67
2436,-53
2438,15
2439,-449
2440,-47
2441,-2535
2442,30
2444,10
2449,-2329
2450,-105
2451,-1458
2453,-11
2454,1037
2455,-720
2457,-35
2458,160
2459,-8
2460,-16
2461,36
2462,-20
2464,4285
2465,-916
2466,-901
2467,-251
2468,-39
2471,36
2472,-1308
2474,2951
2476,-178
2477,2
2478,-5155
2480,-47
2481,1273
2482,-40
2483,-80
2484,-96
2485,-644
2486,-194
2488,53
2489,32
2491,-199
2492,-532
2493,730
2495,35
2496,-1
2497,-59
2498,11
2501,650
2504,41
2505,-18
2506,-3
2509,-5
2511,-247
2514,-8
2515,555
2516,5
2520,80
2524,-6
2527,-219
2528,-107
2530,-17
2534,-7
2535,-199
2536,715
2537,-14
2538,-87
2539,-870
2540,-687
2542,1030
2543,145
2545,87
2546,-148
2547,-702
2548,-724
2596,0
2597,17
2601,-211
2603,6134
2605,8
2606,51
2607,19
2608,-95
2609,3035
2610,-26834
2611,-20
2612,-37
2613,11
2614,-110
2615,4012
2616,3
2617,-260
2618,-4593
2630,-523
2633,-1591
2634,-539
2636,468
2637,64
2640,-1
2641,-15
2642,0
2643,0
2645,-703
2646,-1083
2701,0
2702,-2
2704,-1
2705,3
2706,0
2707,59
2712,0
2718,0
2719,-3
2722,0
2723,-55
2724,0
2726,0
2727,-107
2729,0
2731,-20
2732,-1
2734,-1
2736,0
2739,-1
2740,0
2743,-3
2745,-33
2748,-2
2751,0
2752,0
2753,-11
2754,-17
2755,-16
2756,0
2762,-61
2801,-5503
2812,-3733
2816,30
2820,-745
2832,-21
