股票代碼,公司名稱,符合策略數,符合策略
2618,長榮航,3,"外資買超, 大戶持有, 強勢股"
6695,芯鼎,3,"外資買超, 強勢股, 盤整突破"
8054,安國,3,"外資買超, 強勢股, 盤整突破"
3094,聯傑,3,"大戶持有, 強勢股, 盤整突破"
6182,合晶,2,"大戶持有, 隔日衝"
3374,精材,2,"外資買超, 隔日衝"
3035,智原,2,"大戶持有, 隔日衝"
2834,臺企銀,2,"外資買超, 隔日衝"
2610,華航,2,"外資買超, 強勢股"
8105,凌巨,2,"外資買超, 強勢股"
2399,映泰,2,"外資買超, 大戶持有"
8261,富鼎,2,"外資買超, 大戶持有"
2492,華新科,2,"外資買超, 盤整突破"
6525,捷敏-KY,2,"外資買超, 盤整突破"
2478,大毅,2,"外資買超, 大戶持有"
2455,全新,2,"外資買超, 大戶持有"
1513,中興電,2,"強勢股, 投信連續"
4904,遠傳,2,"投信連續, 盤整突破"
2401,凌陽,2,"大戶持有, 強勢股"
6168,宏齊,2,"強勢股, 盤整突破"
6719,力智,2,"強勢股, 盤整突破"
3360,尚立,2,"大戶持有, 盤整突破"
6202,盛群,2,"大戶持有, 盤整突破"
3041,揚智,2,"大戶持有, 盤整突破"
3390,旭軟,2,"大戶持有, 盤整突破"
3715,定穎投控,2,"大戶持有, 盤整突破"
