排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2890,永豐金,金融保險業,上市,131,50344
2,2892,第一金,金融保險業,上市,4015,38942
3,1402,遠東新,紡織纖維,上市,2282,30834
4,2441,超豐,半導體業,上市,2064,12785
5,6962,ITH-KY,半導體業,上市,1008,8628
6,1312,國喬,塑膠工業,上市,2127,5833
7,6226,光鼎,光電業,上市,3134,5312
8,2377,微星,電腦及週邊設備業,上市,435,4494
9,3048,益登,電子通路業,上市,194,4082
10,4722,國精化,化學工業,上市,1579,2847
11,8021,尖點,其他電子業,上市,48,2819
12,2476,鉅祥,電子零組件業,上市,192,2696
13,8476,台境*,綠能環保,上市,406,2683
14,4551,智伸科,汽車工業,上市,48,2332
15,6446,藥華藥,生技醫療業,上市,542,2119
16,3051,力特,光電業,上市,720,1940
17,2006,東和鋼鐵,鋼鐵工業,上市,311,1932
18,4306,炎洲,塑膠工業,上市,90,1583
19,3356,奇偶,光電業,上市,169,1277
20,5464,霖宏,電子零組件業,上櫃,267,1246
21,1560,中砂,電機機械,上市,759,1109
22,2645,長榮航太,航運業,上市,66,817
23,1734,杏輝,生技醫療業,上市,258,720
24,2221,大甲,其他業,上櫃,48,697
25,2031,新光鋼,鋼鐵工業,上市,6,652
26,2107,厚生,橡膠工業,上市,206,547
27,1709,和益,化學工業,上市,212,502
28,2070,精湛,電機機械,上櫃,21,474
29,5489,彩富,其他電子業,上櫃,52,455
30,6526,達發,半導體業,上市,49,393
31,8927,北基,油電燃氣業,上櫃,70,376
32,1460,宏遠,紡織纖維,上市,72,343
33,6756,威鋒電子,半導體業,上市,9,333
34,2516,新建,建材營造業,上市,19,314
35,6167,久正,光電業,上櫃,16,297
36,3625,西勝,電腦及週邊設備業,上櫃,72,237
37,4155,訊映,生技醫療業,上市,29,201
38,8942,森鉅,其他業,上櫃,35,187
39,6283,淳安,其他電子業,上市,26,176
40,6136,富爾特,通信網路業,上市,18,173
41,6790,永豐實,造紙工業,上市,21,160
42,2705,六福,觀光餐旅,上市,5,157
43,2608,嘉里大榮,航運業,上市,12,146
44,8374,羅昇,電機機械,上市,25,130
45,4414,如興,紡織纖維,上市,11,120
46,6877,鏵友益,其他電子業,上櫃,81,101
47,1456,怡華,建材營造業,上市,3,86
48,2488,漢平,其他電子業,上市,9,81
49,1805,寶徠,建材營造業,上市,11,75
50,1737,臺鹽,食品工業,上市,31,73
51,6875,國邑*,生技醫療業,上櫃,18,71
52,8938,明安,運動休閒,上櫃,20,60
53,2236,百達-KY,汽車工業,上市,7,52
54,4737,華廣,生技醫療業,上市,27,50
55,9951,皇田,電機機械,上櫃,7,48
56,5403,中菲,資訊服務業,上櫃,3,46
57,1414,東和,紡織纖維,上市,1,35
