股票代碼,公司名稱,族群,今日漲跌幅,近三交易日漲跌幅,今日成交量
3625,西勝,BBU_電池模組,3.38,5.66,1106
6781,AES-KY,BBU_電池模組,2.15,-1.24,1061
6121,新普,BBU_電池模組,1.44,-0.35,942
4931,新盛力,BBU_電池模組,0.0,-3.75,3297
3323,加百裕,BBU_電池模組,-2.16,-5.42,557
3211,順達,BBU_電池模組,-2.63,-9.83,4965
6558,興能高,BBU_電池模組,-2.84,-7.63,500
3625,西勝,BBU_電源供應器與整合,3.38,5.66,1106
2301,光寶科,BBU_電源供應器與整合,-0.69,-7.13,35805
2308,台達電,BBU_電源供應器與整合,-1.0,-7.91,13727
5309,系統電,BBU_電源供應器與整合,-1.64,-5.98,3578
3305,昇貿,BBU_電源供應器與整合,-2.17,-8.16,1954
6257,矽格,CPO_先進封裝測試,-1.86,-1.86,12657
3265,台星科,CPO_先進封裝測試,-2.59,-2.84,1887
6451,訊芯-KY,CPO_先進封裝測試,-2.69,-0.49,8931
6515,穎崴,CPO_先進封裝測試,-4.21,-3.81,295
3363,上詮,CPO_先進封裝測試,-6.12,-11.66,3173
3081,聯亞,CPO_光通訊,-1.62,-10.74,1810
2455,全新,CPO_光通訊,-2.14,-5.13,1095
4977,眾達-KY,CPO_光通訊,-3.01,-7.33,1930
6442,光聖,CPO_光通訊,-3.62,-10.55,2385
3163,波若威,CPO_光通訊,-4.76,-8.05,1198
4979,華星光,CPO_光通訊,-4.9,-13.86,8370
6531,愛普*,IC設計,2.8,-1.35,6587
3529,力旺,IC設計,2.37,2.04,864
2454,聯發科,IC設計,0.58,-3.47,10274
3443,創意,IC設計,-0.61,2.0,3234
3443,創意,IC設計,-0.61,2.0,3234
3035,智原,IC設計,-0.65,-0.22,16967
3035,智原,IC設計,-0.65,-0.22,16967
6533,晶心科,IC設計,-0.98,-2.17,421
6643,M31,IC設計,-1.0,-0.8,585
3661,世芯-KY,IC設計,-2.31,-2.2,2081
3661,世芯-KY,IC設計,-2.31,-2.2,2081
2388,威盛,IC設計,-3.56,-10.19,7594
8054,安國,IC設計,-4.76,14.54,15949
3189,景碩,PCB,9.88,2.01,44514
6213,聯茂,PCB,9.87,10.23,26733
3037,欣興,PCB,9.56,1.49,34425
8046,南電,PCB,9.42,20.95,26849
2316,楠梓電,PCB,6.35,3.76,4062
4958,臻鼎-KY,PCB,2.56,-3.22,37436
2383,台光電,PCB,1.44,-3.18,1253
5469,瀚宇博,PCB,0.7,-4.97,3126
1815,富喬,PCB,0.47,0.47,26760
2368,金像電,PCB,-1.2,-11.11,6146
8358,金居,PCB,-1.25,-8.83,8940
3715,定穎投控,PCB,-1.39,-9.0,8598
2367,燿華,PCB,-2.74,-6.27,11795
2313,華通,PCB,-2.92,-10.21,29189
6274,台燿,PCB,-3.68,-10.53,7082
3037,欣興,TPU_伺服器主板與印刷電路板,9.56,1.49,34425
2383,台光電,TPU_伺服器主板與印刷電路板,1.44,-3.18,1253
5469,瀚宇博,TPU_伺服器主板與印刷電路板,0.7,-4.97,3126
2368,金像電,TPU_伺服器主板與印刷電路板,-1.2,-11.11,6146
3715,定穎投控,TPU_伺服器主板與印刷電路板,-1.39,-9.0,8598
2345,智邦,TPU_光通訊與連接器,0.21,-8.29,4634
3081,聯亞,TPU_光通訊與連接器,-1.62,-10.74,1810
6805,富世達,TPU_光通訊與連接器,-3.05,-3.85,949
6442,光聖,TPU_光通訊與連接器,-3.62,-10.55,2385
6831,未知,TPU_散熱,3.4,7.83,2196
3017,奇鋐,TPU_散熱,-0.99,3.51,3833
6805,富世達,TPU_散熱,-3.05,-3.85,949
3324,雙鴻,TPU_散熱,-4.27,-6.05,2172
6190,萬泰科,低軌衛星,0.36,-0.36,3445
2345,智邦,低軌衛星,0.21,-8.29,4634
6443,元晶,低軌衛星,-1.75,-6.67,7158
2367,燿華,低軌衛星,-2.74,-6.27,11795
2313,華通,低軌衛星,-2.92,-10.21,29189
2485,兆赫,低軌衛星,-3.06,-5.94,6292
3491,昇達科,低軌衛星,-6.29,-8.84,1889
3362,先進光,光學元件或組裝,9.9,2.93,14995
4976,佳凌,光學元件或組裝,9.01,3.42,9937
3008,大立光,光學元件或組裝,5.41,-0.39,3402
2374,佳能,光學元件或組裝,5.17,6.43,17877
3406,玉晶光,光學元件或組裝,3.55,-1.94,4171
3450,聯鈞,光學元件或組裝,0.86,5.21,15879
6209,今國光,光學元件或組裝,0.45,-8.02,16787
6668,中揚光,光學元件或組裝,-0.48,-7.32,1267
3504,揚明光,光學元件或組裝,-1.14,-5.14,3653
3081,聯亞,光學元件或組裝,-1.62,-10.74,1810
6451,訊芯-KY,光學元件或組裝,-2.69,-0.49,8931
4977,眾達-KY,光學元件或組裝,-3.01,-7.33,1930
3019,亞光,光學元件或組裝,-3.54,-7.98,5694
6442,光聖,光學元件或組裝,-3.62,-10.55,2385
4979,華星光,光學元件或組裝,-4.9,-13.86,8370
1301,台塑,化學,6.42,10.69,146735
1326,台化,化學,3.12,5.87,83820
1717,長興,化學,2.71,1.61,22007
6505,台塑化,化學,1.27,3.52,19666
1710,東聯,化學,1.09,-1.41,6104
1402,遠東新,化學,0.53,-0.69,27589
1722,台肥,化學,0.31,-0.31,2203
1440,南紡,化學,0.0,-1.48,1931
4770,上品,化學,-0.24,-1.85,182
1303,南亞,化學,-0.64,1.64,48103
4749,新應材,化學,-0.75,-4.04,491
1773,勝一,化學,-0.86,-3.64,842
4763,材料-KY,化學,-1.11,-2.41,3470
1304,台聚,化學,-1.47,-2.19,6613
1727,中華化,化學,-1.47,-8.24,5326
4755,三福化,化學,-2.12,-5.78,186
