排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,BBU_電池模組,3.3,100.0,7/7,-1.46,-3.7,-0.24,-2.51
2,CPO_先進封裝測試,4.17,100.0,5/5,-2.39,-11.98,-0.79,-2.77
3,CPO_光通訊,9.54,100.0,6/6,-4.62,-2.04,0.04,1.39
4,銅,4.94,100.0,10/10,-40.68,-220.73,20.57,58.33
5,記憶體製造,9.56,100.0,4/4,117.06,172.52,7.79,6.58
6,記憶體模組,3.02,100.0,7/7,-7.88,-6.35,1.1,5.61
7,記憶體封裝與測試,5.62,100.0,4/4,-2.31,-15.75,3.81,2.26
8,BBU_電源供應器與整合,5.07,100.0,5/5,130.77,-14.38,-25.05,3.47
9,無塵室與機電工程,4.12,100.0,5/5,0.19,-14.52,-3.31,-2.92
10,PCB,5.73,93.33,14/15,-63.46,-190.84,89.08,128.54
11,機器人,2.14,85.71,12/14,60.57,-81.42,-21.79,9.07
12,造紙,0.9,85.71,6/7,0.49,0.57,0.07,0.2
13,低軌衛星,5.15,85.71,6/7,5.59,-1.99,14.24,21.64
14,半導體設備,3.63,85.71,6/7,7.35,11.14,-0.42,0.28
15,電池或電源,2.85,85.0,17/20,134.87,-2.68,-24.95,2.6
16,被動元件,2.38,84.21,16/19,6.5,-131.74,-18.98,-12.62
17,廠務系統與水處理,2.29,83.33,5/6,1.11,-1.51,0.39,1.0
18,軍工_航太製造與維修,2.42,83.33,5/6,-0.13,-2.24,-0.33,-1.16
19,電器電纜,1.88,80.0,8/10,7.81,22.16,-0.17,0.25
20,TPU_伺服器主板與印刷電路板,2.82,80.0,4/5,-38.04,-122.67,62.62,89.65
21,記憶體控制IC,2.64,80.0,4/5,13.78,18.25,-0.01,0.13
22,玻璃,6.31,80.0,12/15,-34.71,-36.9,71.82,79.61
23,網通設備組件,4.46,80.0,16/20,19.89,18.53,69.76,110.06
24,TPU_散熱,4.83,75.0,3/4,14.08,29.65,18.34,46.05
25,銀,3.08,75.0,3/4,-50.22,-35.02,8.1,4.4
26,TPU_光通訊與連接器,6.78,75.0,3/4,9.62,-6.44,3.82,9.16
27,光學元件或組裝,4.04,73.33,11/15,-15.75,-40.7,3.71,5.25
28,軟體設計,1.59,73.33,11/15,0.96,3.71,-0.01,-0.01
29,工業自動化與機器人,1.33,71.43,5/7,-0.45,2.51,2.71,5.03
30,化學,1.17,70.0,14/20,-18.15,-126.18,0.53,23.5
31,IC設計,2.88,69.23,9/13,-11.67,-47.42,50.57,80.2
32,金融,1.18,68.42,13/19,-17.91,-128.26,0.89,23.33
33,軍工_無人機相關,2.43,66.67,6/9,-17.07,-13.57,49.29,58.48
34,塑膠,0.94,66.67,12/18,-17.91,-128.26,0.89,23.33
35,航運,0.29,53.33,8/15,8.37,65.57,-1.57,-4.37
36,鋼鐵,0.61,33.33,5/15,2.61,10.97,-0.49,-2.45
37,紡織,-0.02,30.0,6/20,2.23,2.74,-0.14,-0.19
