排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,6770,力積電,半導體業,上市,39480,414013
2,2344,華邦電,半導體業,上市,85950,191335
3,2317,鴻海,其他電子業,上市,104885,191256
4,1303,南亞,塑膠工業,上市,59112,119013
5,2324,仁寶,電腦及週邊設備業,上市,75705,85816
6,2881,富邦金,金融保險業,上市,1406,76846
7,2337,旺宏,半導體業,上市,4418,76244
8,3231,緯創,電腦及週邊設備業,上市,54609,76167
9,2408,南亞科,半導體業,上市,15633,57056
10,2353,宏碁,電腦及週邊設備業,上市,45253,52191
11,8150,南茂,半導體業,上市,4099,43092
12,1605,華新,電器電纜,上市,31592,38471
13,2891,中信金,金融保險業,上市,3325,32699
14,2303,聯電,半導體業,上市,-46708,30975
15,2449,京元電子,半導體業,上市,1759,30723
16,6182,合晶,半導體業,上櫃,4828,29003
17,6147,頎邦,半導體業,上櫃,5735,26136
18,1409,新纖,紡織纖維,上市,3527,22995
19,1326,台化,塑膠工業,上市,30253,22209
20,2610,華航,航運業,上市,26384,22117
21,1802,台玻,玻璃陶瓷,上市,-7168,21009
22,6548,長科*,半導體業,上櫃,-2872,19389
23,2369,菱生,半導體業,上市,-1583,19350
24,6005,群益證,金融保險業,上市,1900,19283
25,2609,陽明,航運業,上市,6822,17907
26,2618,長榮航,航運業,上市,19997,16617
27,2481,強茂,半導體業,上市,11517,16272
28,2330,台積電,半導體業,上市,13326,16119
29,3706,神達,電腦及週邊設備業,上市,18586,15531
30,2882,國泰金,金融保險業,上市,-987,15446
31,2606,裕民,航運業,上市,-1258,13065
32,2027,大成鋼,鋼鐵工業,上市,-571,12710
33,2885,元大金,金融保險業,上市,254,12678
34,6806,森崴能源,綠能環保,上市,12180,12224
35,2376,技嘉,電腦及週邊設備業,上市,8066,12122
36,6127,九豪,電子零組件業,上櫃,-1142,11872
37,3211,順達,電腦及週邊設備業,上櫃,-2764,10999
38,8039,台虹,電子零組件業,上市,9942,10400
39,2329,華泰,半導體業,上市,-1402,10212
40,3037,欣興,電子零組件業,上市,-1242,10055
41,5425,台半,半導體業,上櫃,-9024,9747
42,2886,兆豐金,金融保險業,上市,9316,9521
43,2357,華碩,電腦及週邊設備業,上市,6213,9338
44,2308,台達電,電子零組件業,上市,352,8841
45,8131,福懋科,半導體業,上市,3303,8492
46,2349,錸德,光電業,上市,1862,8203
47,8070,長華*,電子通路業,上市,826,8112
48,3704,合勤控,通信網路業,上市,1258,7953
49,6282,康舒,電子零組件業,上市,-651,7798
50,4938,和碩,電腦及週邊設備業,上市,1187,7655
