排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,造紙,1.45,100.0,7/7,0.64,1.1,-0.0,-0.0
2,軍工_航太製造與維修,4.28,100.0,6/6,3.01,4.5,0.2,0.19
3,TPU_光通訊與連接器,4.49,100.0,4/4,22.86,11.75,10.24,-18.06
4,TPU_散熱,6.14,100.0,4/4,43.3,76.09,16.86,25.38
5,軟體設計,7.24,100.0,15/15,3.49,5.53,-0.08,-0.11
6,光學元件或組裝,4.15,93.33,14/15,28.58,-31.9,-3.43,-30.21
7,金融,3.83,89.47,17/19,18.89,72.04,0.54,3.13
8,塑膠,3.65,88.89,16/18,18.88,72.03,0.54,3.13
9,航運,2.91,86.67,13/15,15.93,-21.38,39.68,111.78
10,記憶體模組,3.6,85.71,6/7,12.17,58.82,7.21,9.95
11,BBU_電池模組,3.7,85.71,6/7,-5.08,-13.31,0.03,-1.32
12,CPO_光通訊,2.25,83.33,5/6,11.89,-30.61,-10.68,-47.88
13,鋼鐵,1.17,80.0,12/15,9.71,18.19,2.1,4.18
14,電器電纜,1.76,80.0,8/10,7.28,-14.61,-0.65,-2.9
15,網通設備組件,2.58,80.0,16/20,220.17,22.87,-12.13,-105.34
16,軍工_無人機相關,2.84,77.78,7/9,170.56,39.14,-20.9,-92.38
17,紡織,1.85,75.0,15/20,7.01,23.6,-9.32,-25.86
18,銀,3.96,75.0,3/4,11.17,-32.18,-0.52,2.52
19,記憶體製造,3.74,75.0,3/4,-21.87,494.43,18.31,71.82
20,電池或電源,2.71,75.0,15/20,2.79,-95.91,-1.02,4.49
21,玻璃,3.51,73.33,11/15,26.9,-0.27,9.19,48.88
22,銅,3.21,70.0,7/10,64.52,70.31,-15.92,29.6
23,化學,2.64,70.0,14/20,18.57,64.18,-10.14,-22.45
24,PCB,2.94,66.67,10/15,113.81,59.57,-29.36,-54.34
25,機器人,2.58,64.29,9/14,-33.22,-81.46,3.62,14.93
26,無塵室與機電工程,0.42,60.0,3/5,-12.01,-41.06,3.99,11.51
27,CPO_先進封裝測試,1.11,60.0,3/5,-4.84,-25.34,-3.1,-26.62
28,TPU_伺服器主板與印刷電路板,0.95,60.0,3/5,54.0,35.2,-45.66,-45.32
29,BBU_電源供應器與整合,4.45,60.0,3/5,-10.98,-75.2,1.59,11.73
30,廠務系統與水處理,-11.94,57.14,4/7,-0.75,5.02,-0.01,-0.02
31,被動元件,1.39,52.63,10/19,-6.15,-86.29,3.19,21.23
32,IC設計,1.27,46.15,6/13,195.31,86.27,-18.74,-108.52
33,工業自動化與機器人,-1.13,42.86,3/7,-4.28,-19.23,-0.0,-0.01
34,記憶體控制IC,1.99,40.0,2/5,-4.41,-11.2,1.45,1.56
35,低軌衛星,0.09,28.57,2/7,-27.37,-24.8,0.9,-21.45
36,半導體設備,-1.2,28.57,2/7,-7.73,-47.08,-7.96,-0.58
37,記憶體封裝與測試,-2.22,25.0,1/4,-15.02,16.65,-1.8,-5.5
