排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,6770,力積電,半導體業,上市,39480,414013
2,2317,鴻海,其他電子業,上市,104885,191256
3,2324,仁寶,電腦及週邊設備業,上市,75705,85816
4,2881,富邦金,金融保險業,上市,1406,76846
5,3231,緯創,電腦及週邊設備業,上市,54609,76167
6,2408,南亞科,半導體業,上市,15633,57056
7,2353,宏碁,電腦及週邊設備業,上市,45253,52191
8,8150,南茂,半導體業,上市,4099,43092
9,2891,中信金,金融保險業,上市,3325,32699
10,6182,合晶,半導體業,上櫃,4828,29003
11,6005,群益證,金融保險業,上市,1900,19283
12,2609,陽明,航運業,上市,6822,17907
13,6806,森崴能源,綠能環保,上市,12180,12224
14,2376,技嘉,電腦及週邊設備業,上市,8066,12122
15,2886,兆豐金,金融保險業,上市,9316,9521
16,2357,華碩,電腦及週邊設備業,上市,6213,9338
17,8131,福懋科,半導體業,上市,3303,8492
18,2349,錸德,光電業,上市,1862,8203
19,8070,長華*,電子通路業,上市,826,8112
20,4938,和碩,電腦及週邊設備業,上市,1187,7655
21,2492,華新科,電子零組件業,上市,419,6913
22,2603,長榮,航運業,上市,4760,6718
23,2014,中鴻,鋼鐵工業,上市,3158,6433
24,5351,鈺創,半導體業,上櫃,1594,6083
25,3380,明泰,通信網路業,上市,2775,6022
26,2332,友訊,通信網路業,上市,3581,5989
27,1563,巧新,汽車工業,上市,2965,5637
28,6488,環球晶,半導體業,上櫃,2034,5462
29,6026,福邦證,金融保險業,上櫃,2325,5137
30,3689,湧德,電子零組件業,上櫃,803,5108
31,5388,中磊,通信網路業,上市,400,4758
32,2105,正新,橡膠工業,上市,2396,4017
33,8358,金居,電子零組件業,上櫃,1231,3593
34,8473,山林水,綠能環保,上市,1152,3458
35,1710,東聯,化學工業,上市,1575,3431
36,6446,藥華藥,生技醫療業,上市,1266,3115
37,3090,日電貿,電子零組件業,上市,801,2833
38,2498,宏達電,通信網路業,上市,2538,2821
39,8105,凌巨,光電業,上市,1966,2596
40,2419,仲琦,通信網路業,上市,632,2456
41,3556,禾瑞亞,半導體業,上櫃,1084,2063
42,3014,聯陽,半導體業,上市,545,2055
43,2601,益航,貿易百貨業,上市,645,1949
44,6509,聚和,化學工業,上櫃,127,1939
45,2204,中華,汽車工業,上市,687,1789
46,3022,威強電,電腦及週邊設備業,上市,316,1787
47,2634,漢翔,航運業,上市,1184,1722
48,2206,三陽工業,汽車工業,上市,451,1629
49,2023,燁輝,鋼鐵工業,上市,422,1575
50,6531,愛普*,半導體業,上市,196,1538
51,3591,艾笛森,光電業,上市,79,1457
52,3026,禾伸堂,電子零組件業,上市,313,1447
53,4534,慶騰,電機機械,上櫃,1353,1395
54,4306,炎洲,塑膠工業,上市,1030,1301
55,6121,新普,電腦及週邊設備業,上櫃,332,1292
56,6443,元晶,光電業,上市,46,1233
57,6414,樺漢,電腦及週邊設備業,上市,182,1194
58,4916,事欣科,電腦及週邊設備業,上市,389,1185
59,2243,宏旭-KY,汽車工業,上市,740,1184
60,3346,麗清,汽車工業,上市,372,1143
61,4933,友輝,光電業,上櫃,340,1135
62,6412,群電,電子零組件業,上市,25,1079
63,5464,霖宏,電子零組件業,上櫃,229,1069
64,4707,磐亞,化學工業,上櫃,1721,1046
65,6134,萬旭,電子零組件業,上櫃,370,1009
66,5522,遠雄,建材營造業,上市,123,1009
67,1447,力鵬,紡織纖維,上市,982,1005
68,3406,玉晶光,光電業,上市,161,1001
69,3491,昇達科,通信網路業,上櫃,333,971
70,6862,三集瑞-KY,電子零組件業,上市,177,945
71,3021,鴻名,電子零組件業,上市,349,924
72,1455,集盛,紡織纖維,上市,67,885
73,4721,美琪瑪,化學工業,上櫃,420,847
74,6546,正基,通信網路業,上櫃,74,829
75,3294,英濟,電子零組件業,上櫃,27,791
76,6196,帆宣,其他電子業,上市,327,780
77,3694,海華,通信網路業,上市,140,717
78,3056,富華新,建材營造業,上市,300,687
79,1313,聯成,塑膠工業,上市,712,656
80,3071,協禧,電腦及週邊設備業,上櫃,29,644
81,3675,德微,半導體業,上櫃,109,622
82,2645,長榮航太,航運業,上市,34,617
83,2501,國建,建材營造業,上市,1079,597
84,1532,勤美,電機機械,上市,186,592
85,2543,皇昌,建材營造業,上市,2110,592
86,5410,國眾,資訊服務業,上櫃,131,584
87,1460,宏遠,紡織纖維,上市,92,558
88,6449,鈺邦,電子零組件業,上市,20,522
89,4729,熒茂,光電業,上櫃,274,515
90,3138,耀登,通信網路業,上市,237,513
91,3607,谷崧,電子零組件業,上市,216,505
92,2527,宏璟,建材營造業,上市,16,503
93,3213,茂訊,電腦及週邊設備業,上櫃,68,496
94,2030,彰源,鋼鐵工業,上市,112,495
95,5014,建錩,鋼鐵工業,上櫃,58,488
96,3066,李洲,光電業,上櫃,54,487
97,6217,中探針,電子零組件業,上櫃,130,473
98,1713,國化,化學工業,上市,7,460
99,8277,商丞,半導體業,上櫃,169,454
100,7709,榮田,電機機械,上櫃,45,441
101,3218,大學光,生技醫療業,上櫃,422,404
102,3533,嘉澤,電子零組件業,上市,215,376
103,8927,北基,油電燃氣業,上櫃,120,356
104,3057,喬鼎,電腦及週邊設備業,上市,93,353
105,3546,宇峻,文化創意業,上櫃,59,347
106,3046,建碁,電腦及週邊設備業,上市,133,332
107,2491,吉祥全,光電業,上市,170,320
108,2017,官田鋼,鋼鐵工業,上市,163,312
109,6592,和潤企業,其他業,上市,57,304
110,6136,富爾特,通信網路業,上市,57,299
111,1103,嘉泥,水泥工業,上市,99,291
112,6113,亞矽,電子通路業,上櫃,152,288
113,1604,聲寶,電器電纜,上市,36,257
114,6270,倍微,電子通路業,上櫃,59,254
115,8908,欣雄,油電燃氣業,上櫃,40,249
116,5324,士開,建材營造業,上櫃,54,248
117,3114,好德,電子零組件業,上櫃,237,232
118,1464,得力,紡織纖維,上市,150,227
119,6606,建德工業,電機機械,上市,42,211
120,4155,訊映,生技醫療業,上市,49,206
121,5488,松普,電子零組件業,上櫃,72,202
122,4207,環泰,食品工業,上櫃,49,197
123,5228,鈺鎧,電子零組件業,上櫃,23,191
124,5353,台林,通信網路業,上櫃,134,191
