股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
2542,興富發,46.4,5,3200051,640,46.4,43.85,5.82%
2603,長榮,215.5,5,3889097,777,220.0,204.0,7.84%
2610,華航,20.1,5,8016743,1603,22.55,20.0,12.75%
2633,台灣高鐵,25.95,5,3486970,697,26.0,25.6,1.56%
2855,統一證,47.35,5,3714061,742,48.5,44.05,10.10%
2883,凱基金,31.5,5,26740292,5348,31.5,30.3,3.96%
2884,玉山金,37.3,5,3221449,644,38.3,36.3,5.51%
2887,台新金,36.2,5,28382293,5676,36.3,34.65,4.76%
4904,遠傳,99.5,5,3531494,706,104.0,99.1,4.94%
5880,合庫金,24.2,4,5943431,1188,26.45,23.85,10.90%
