排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2002,中鋼,鋼鐵工業,上市,15839,127062
2,5351,鈺創,半導體業,上櫃,1847,29952
3,2377,微星,電腦及週邊設備業,上市,17894,25201
4,1101,台泥,水泥工業,上市,10,18362
5,1608,華榮,電器電纜,上市,8088,15795
6,3006,晶豪科,半導體業,上市,747,13327
7,9921,巨大,運動休閒,上市,988,10636
8,1904,正隆,造紙工業,上市,2500,9469
9,2867,三商壽,金融保險業,上市,1774,8663
10,8422,可寧衛,綠能環保,上市,1608,7230
11,2474,可成,其他電子業,上市,603,6408
12,2030,彰源,鋼鐵工業,上市,1416,5784
13,6456,GIS-KY,光電業,上市,106,5347
14,9933,中鼎,其他業,上市,4598,5265
15,2009,第一銅,鋼鐵工業,上市,2616,5220
16,1440,南紡,紡織纖維,上市,771,3726
17,9914,美利達,運動休閒,上市,1058,3700
18,3003,健和興,電子零組件業,上市,135,3666
19,2108,南帝,橡膠工業,上市,1235,3169
20,1319,東陽,汽車工業,上市,854,3140
21,2392,正崴,電子零組件業,上市,748,2914
22,1907,永豐餘,造紙工業,上市,163,2699
23,6279,胡連,電子零組件業,上櫃,153,2297
24,5443,均豪,光電業,上櫃,1192,2141
25,6112,邁達特,資訊服務業,上市,79,1794
26,4961,天鈺,半導體業,上市,173,1775
27,1308,亞聚,塑膠工業,上市,305,1626
28,2033,佳大,鋼鐵工業,上市,104,1586
29,1304,台聚,塑膠工業,上市,402,1102
30,3712,永崴投控,電腦及週邊設備業,上市,262,1033
31,6913,鴻呈,電子零組件業,上櫃,179,1005
32,1305,華夏,塑膠工業,上市,417,847
33,2607,榮運,航運業,上市,446,713
34,6509,聚和,化學工業,上櫃,275,707
35,2023,燁輝,鋼鐵工業,上市,125,698
36,3489,森寶,建材營造業,上櫃,192,661
37,2364,倫飛,電腦及週邊設備業,上市,173,526
38,6491,晶碩,生技醫療業,上市,84,511
39,9940,信義,其他業,上市,192,448
40,6546,正基,通信網路業,上櫃,326,406
41,2029,盛餘,鋼鐵工業,上市,89,398
42,8084,巨虹,電子通路業,上櫃,52,343
43,3287,廣寰科,電腦及週邊設備業,上櫃,193,291
44,5452,佶優,其他電子業,上櫃,88,215
45,6829,千附精密,電機機械,上櫃,7,208
46,4536,拓凱,運動休閒,上市,3,190
47,6208,日揚,電子零組件業,上櫃,26,187
48,8942,森鉅,其他業,上櫃,27,159
49,1558,伸興,電機機械,上市,47,143
50,5706,鳳凰,觀光餐旅,上市,10,96
51,2597,潤弘,建材營造業,上市,4,94
52,3306,鼎天,通信網路業,上櫃,12,94
53,1527,鑽全,電機機械,上市,24,89
54,1565,精華,生技醫療業,上櫃,39,84
55,3558,神準,通信網路業,上櫃,10,59
56,3548,兆利,電子零組件業,上櫃,31,58
57,2906,高林,貿易百貨業,上市,14,55
58,2115,六暉-KY,汽車工業,上市,4,44
59,5516,雙喜,建材營造業,上櫃,13,37
