股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
1513,中興電,2026-08-13,168.5,171.0,1.48%,15449,3952,3.91
2465,麗臺,2026-08-13,99.1,105.0,5.95%,12841,2964,4.33
5904,寶雅,2026-08-13,81.5,81.8,0.37%,28693,7650,3.75
5475,德宏,2026-08-13,157.5,163.0,3.49%,24391,5880,4.15
4938,和碩,2026-08-13,93.6,94.8,1.28%,66786,15763,4.24
6155,鈞寶,2026-08-13,60.0,63.5,5.83%,6835,2263,3.02
4510,高鋒,2026-08-13,45.3,45.7,0.88%,5156,1042,4.95
4123,晟德,2026-08-13,34.1,34.7,1.76%,10477,2530,4.14
6173,信昌電,2026-08-13,207.5,223.5,7.71%,36722,6563,5.6
3234,光環,2026-08-13,133.5,141.0,5.62%,8173,2119,3.86
3026,禾伸堂,2026-08-13,706.0,691.0,-2.12%,24964,6873,3.63
2903,遠百,2026-08-13,21.9,21.75,-0.68%,7170,2307,3.11
2478,大毅,2026-08-13,131.0,130.0,-0.76%,23488,7146,3.29
3044,健鼎,2026-08-13,502.0,495.0,-1.39%,14144,3896,3.63
2428,興勤,2026-08-13,255.0,259.5,1.76%,5513,1192,4.62
1709,和益,2026-08-13,28.5,30.65,7.54%,24724,5656,4.37
2324,仁寶,2026-08-13,40.1,39.3,-2.0%,211415,64049,3.3
1909,榮成,2026-08-13,10.45,10.15,-2.87%,10559,3138,3.36
2465,麗臺,2026-08-12,87.5,105.0,20.0%,8870,2383,3.72
1608,華榮,2026-08-12,36.3,36.8,1.38%,19567,5877,3.33
5475,德宏,2026-08-12,136.0,163.0,19.85%,15276,4746,3.22
5426,振發,2026-08-12,31.3,28.8,-7.99%,5096,1215,4.19
5388,中磊,2026-08-12,88.7,81.1,-8.57%,19410,5615,3.46
5340,建榮,2026-08-12,76.1,78.6,3.29%,7422,2214,3.35
4960,誠美材,2026-08-12,20.65,21.95,6.3%,8189,2681,3.05
1717,長興,2026-08-12,72.5,78.2,7.86%,44658,12636,3.53
9933,中鼎,2026-08-12,40.6,42.2,3.94%,9813,2795,3.51
4716,大立,2026-08-12,18.9,17.35,-8.2%,6201,1317,4.71
4147,中裕,2026-08-12,63.5,65.2,2.68%,5242,1298,4.04
5904,寶雅,2026-08-12,90.6,81.8,-9.71%,87597,6262,13.99
1605,華新,2026-08-12,38.5,39.3,2.08%,94362,30003,3.15
3490,單井,2026-08-12,32.25,36.85,14.26%,5445,1737,3.13
3234,光環,2026-08-12,117.0,141.0,20.51%,5747,1748,3.29
6173,信昌電,2026-08-12,186.5,223.5,19.84%,26232,5149,5.09
6152,百一,2026-08-12,14.9,15.35,3.02%,5533,1091,5.07
3026,禾伸堂,2026-08-12,646.0,691.0,6.97%,24162,6374,3.79
2324,仁寶,2026-08-12,36.75,39.3,6.94%,171747,54914,3.13
2417,圓剛,2026-08-12,44.5,45.45,2.13%,5851,1322,4.42
6603,富強鑫,2026-08-12,27.3,28.85,5.68%,6409,1920,3.34
2492,華新科,2026-08-12,298.0,316.5,6.21%,66915,15619,4.28
8042,金山電,2026-08-11,114.5,116.5,1.75%,15410,5042,3.06
6173,信昌電,2026-08-11,168.0,223.5,33.04%,18655,4245,4.39
6152,百一,2026-08-11,15.75,15.35,-2.54%,6239,849,7.35
8112,至上,2026-08-11,95.0,97.8,2.95%,72928,18861,3.87
3652,精聯,2026-08-11,35.95,38.0,5.7%,5557,1137,4.88
5904,寶雅,2026-08-11,87.1,81.8,-6.08%,19946,1927,10.35
5475,德宏,2026-08-11,131.5,163.0,23.95%,15482,4102,3.77
4931,新盛力,2026-08-11,239.5,261.0,8.98%,21516,4983,4.32
3624,光頡,2026-08-11,82.2,95.1,15.69%,12281,3275,3.75
3090,日電貿,2026-08-11,158.0,175.0,10.76%,32414,8299,3.91
3026,禾伸堂,2026-08-11,617.0,691.0,11.99%,22693,5903,3.84
2492,華新科,2026-08-11,271.0,316.5,16.79%,54246,13428,4.04
2103,台橡,2026-08-11,27.8,28.1,1.08%,38321,8752,4.38
2030,彰源,2026-08-11,21.4,21.75,1.64%,8714,1554,5.61
1809,中釉,2026-08-11,42.2,40.35,-4.38%,7888,2381,3.31
9934,成霖,2026-08-11,11.85,11.4,-3.8%,7590,1633,4.65
