排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,被動元件,4.36,100.0,19/19,-5.97,-352.89,20.08,75.34
2,軍工_航太製造與維修,2.42,83.33,5/6,8.57,3.12,0.0,0.04
3,銀,5.08,75.0,3/4,34.65,-121.74,9.81,27.51
4,記憶體模組,1.29,71.43,5/7,7.65,47.79,-0.56,-0.9
5,軟體設計,1.52,66.67,10/15,2.25,2.02,-0.01,-0.02
6,軍工_無人機相關,1.54,66.67,6/9,160.44,186.1,0.42,-11.25
7,記憶體控制IC,0.38,60.0,3/5,1.64,6.06,-0.01,-0.04
8,BBU_電源供應器與整合,1.8,60.0,3/5,57.86,-46.32,1.99,26.83
9,機器人,0.98,57.14,8/14,52.36,-26.2,-5.45,11.94
10,廠務系統與水處理,0.9,57.14,4/7,-0.79,-1.9,-0.01,-0.01
11,低軌衛星,0.86,57.14,4/7,-8.5,-34.87,4.73,-5.55
12,IC設計,1.55,53.85,7/13,180.03,263.77,-2.66,-13.44
13,銅,-0.11,50.0,5/10,-5.64,74.13,-8.64,14.45
14,電器電纜,0.28,50.0,5/10,26.97,52.06,-0.02,0.06
15,記憶體製造,2.04,50.0,2/4,288.88,417.75,-42.3,-60.81
16,記憶體封裝與測試,-0.08,50.0,2/4,8.03,-40.54,-6.73,-5.21
17,金融,0.32,47.37,9/19,4.39,-1.52,-8.41,8.3
18,PCB,-0.03,46.67,7/15,-39.76,-39.07,11.03,53.59
19,網通設備組件,0.5,45.0,9/20,162.63,172.82,60.22,64.36
20,電池或電源,0.34,45.0,9/20,75.59,-11.49,7.05,54.51
21,塑膠,0.2,44.44,8/18,4.39,-1.52,-8.41,8.3
22,工業自動化與機器人,-1.4,42.86,3/7,14.31,21.64,-6.88,-10.7
23,半導體設備,1.83,42.86,3/7,19.21,30.44,5.24,-0.27
24,TPU_伺服器主板與印刷電路板,0.03,40.0,2/5,-7.87,32.35,11.27,58.55
25,鋼鐵,0.33,40.0,6/15,15.28,26.57,-4.23,-4.13
26,CPO_先進封裝測試,-1.93,40.0,2/5,-5.78,-7.62,-3.26,-3.77
27,光學元件或組裝,-0.12,40.0,6/15,-29.41,-27.41,48.82,79.9
28,紡織,-0.3,35.0,7/20,-7.08,-11.76,1.01,1.57
29,化學,-0.57,30.0,6/20,4.74,24.81,-8.29,9.01
30,TPU_光通訊與連接器,-0.47,25.0,1/4,-30.26,-68.09,20.17,50.51
31,TPU_散熱,2.07,25.0,1/4,49.07,40.35,16.66,44.4
32,玻璃,0.66,20.0,3/15,27.67,65.03,-4.62,-3.87
33,航運,-0.93,20.0,3/15,-8.55,-3.57,0.63,5.26
34,無塵室與機電工程,-0.42,20.0,1/5,-8.54,-18.02,-1.8,-4.14
35,造紙,-1.73,16.67,1/6,0.16,1.56,-0.0,-0.01
36,CPO_光通訊,-0.91,16.67,1/6,-19.29,-14.7,44.99,65.55
37,BBU_電池模組,-1.58,0.0,0/7,-2.93,7.95,5.17,27.8
