排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,鋼鐵,2.16,93.33,14/15,10.17,21.83,2.25,8.12
2,航運,1.05,80.0,12/15,23.27,35.07,3.7,3.83
3,金融,1.28,73.68,14/19,-19.41,-24.55,3.3,-6.22
4,塑膠,1.28,72.22,13/18,-19.4,-24.55,3.3,-6.22
5,IC設計,1.38,69.23,9/13,-0.95,58.66,-3.18,-3.6
6,化學,0.75,60.0,12/20,-13.99,-12.61,4.52,-3.52
7,造紙,0.3,57.14,4/7,0.44,1.08,0.0,0.0
8,廠務系統與水處理,-0.35,57.14,4/7,-0.84,-1.2,-0.0,-0.12
9,銅,-0.6,50.0,5/10,-33.03,-90.61,8.85,19.9
10,紡織,0.07,45.0,9/20,-1.26,5.08,0.54,0.65
11,電器電纜,-0.26,40.0,4/10,-3.25,2.22,0.0,-0.6
12,無塵室與機電工程,0.48,40.0,2/5,-7.42,7.37,-0.25,-5.98
13,玻璃,-1.28,33.33,5/15,-27.95,-15.25,7.77,66.24
14,軟體設計,-0.03,33.33,5/15,1.26,0.78,0.0,-0.05
15,軍工_航太製造與維修,0.2,33.33,2/6,0.52,5.14,-0.28,-0.81
16,機器人,0.49,28.57,4/14,-18.32,7.59,-1.48,6.38
17,BBU_電池模組,-0.82,28.57,2/7,11.02,17.19,7.42,5.91
18,工業自動化與機器人,0.69,28.57,2/7,11.67,23.25,-5.5,-4.55
19,銀,-1.83,25.0,1/4,-52.52,-144.06,-8.32,-11.78
20,記憶體控制IC,-0.46,20.0,1/5,1.31,32.06,0.0,-0.38
21,TPU_伺服器主板與印刷電路板,-0.76,20.0,1/5,-17.1,61.97,5.49,1.91
22,電池或電源,-1.13,20.0,4/20,-17.57,64.04,12.46,20.13
23,記憶體模組,-2.22,14.29,1/7,10.68,56.18,-14.46,-14.85
24,PCB,-2.18,13.33,2/15,-97.94,-78.41,11.75,80.91
25,被動元件,-3.4,10.53,2/19,-90.03,-185.29,-5.08,-3.7
26,光學元件或組裝,-2.86,6.67,1/15,-14.02,0.13,4.74,23.72
27,網通設備組件,-2.95,5.0,1/20,-29.27,192.46,14.27,46.2
28,記憶體封裝與測試,-1.54,0.0,0/4,-12.82,-26.87,3.29,3.88
29,記憶體製造,-3.07,0.0,0/4,-83.6,-33.96,-1.45,51.42
30,BBU_電源供應器與整合,-2.19,0.0,0/5,-23.18,52.59,4.07,12.81
31,低軌衛星,-4.5,0.0,0/7,-43.47,-15.6,1.27,4.23
32,TPU_散熱,-4.38,0.0,0/4,-3.74,84.22,20.35,87.55
33,TPU_光通訊與連接器,-5.63,0.0,0/4,-36.95,-30.44,7.3,33.84
34,半導體設備,-3.29,0.0,0/7,-0.01,6.15,-2.46,-1.5
35,CPO_光通訊,-3.43,0.0,0/6,-18.38,-6.27,1.7,4.39
36,CPO_先進封裝測試,-3.38,0.0,0/5,-6.07,-7.36,-2.06,-4.04
37,軍工_無人機相關,-1.7,0.0,0/9,2.13,48.53,-7.47,-13.6
