排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2317,鴻海,其他電子業,上市,25483,122376
2,3231,緯創,電腦及週邊設備業,上市,-11267,86160
3,2883,凱基金,金融保險業,上市,-19580,61568
4,2301,光寶科,電腦及週邊設備業,上市,694,59216
5,2408,南亞科,半導體業,上市,7862,56627
6,2610,華航,航運業,上市,-2916,53935
7,2324,仁寶,電腦及週邊設備業,上市,1201,46515
8,2887,台新金,金融保險業,上市,-14737,42994
9,2618,長榮航,航運業,上市,-561,41867
10,1605,華新,電器電纜,上市,-3440,41416
11,2344,華邦電,半導體業,上市,-18880,35865
12,5351,鈺創,半導體業,上櫃,8118,29562
13,2884,玉山金,金融保險業,上市,744,26882
14,3706,神達,電腦及週邊設備業,上市,7443,23337
15,2313,華通,電子零組件業,上市,3216,23134
16,2891,中信金,金融保險業,上市,-1143,21421
17,2885,元大金,金融保險業,上市,-6422,21009
18,3006,晶豪科,半導體業,上市,7435,20210
19,2867,三商壽,金融保險業,上市,1428,19730
20,2027,大成鋼,鋼鐵工業,上市,14626,18909
21,2354,鴻準,其他電子業,上市,12452,17484
22,5880,合庫金,金融保險業,上市,-7525,17231
23,2337,旺宏,半導體業,上市,35765,16818
24,3037,欣興,電子零組件業,上市,259,16662
25,4938,和碩,電腦及週邊設備業,上市,-383,16615
26,2377,微星,電腦及週邊設備業,上市,3887,16206
27,8112,至上,電子通路業,上市,3453,15713
28,2356,英業達,電腦及週邊設備業,上市,1884,15186
29,5371,中光電,光電業,上櫃,-319,14139
30,2353,宏碁,電腦及週邊設備業,上市,-2787,12724
31,2882,國泰金,金融保險業,上市,-7391,11969
32,2388,威盛,半導體業,上市,445,11891
33,2890,永豐金,金融保險業,上市,-3517,11737
34,3605,宏致,電子零組件業,上市,1944,11709
35,2892,第一金,金融保險業,上市,1140,11576
36,2464,盟立,其他電子業,上市,2956,10263
37,6213,聯茂,電子零組件業,上市,3807,10118
38,2006,東和鋼鐵,鋼鐵工業,上市,5426,9924
39,2312,金寶,其他電子業,上市,-109,9631
40,2002,中鋼,鋼鐵工業,上市,12565,9599
41,6770,力積電,半導體業,上市,-17497,9274
42,3189,景碩,半導體業,上市,-231,8458
43,1504,東元,電機機械,上市,-297,7677
44,2421,建準,電子零組件業,上市,5512,7284
45,3702,大聯大,電子通路業,上市,-1855,7081
46,2880,華南金,金融保險業,上市,-302,6751
47,2886,兆豐金,金融保險業,上市,-1819,6740
48,8271,宇瞻,半導體業,上市,3353,6720
49,3017,奇鋐,電腦及週邊設備業,上市,2668,6530
50,2371,大同,電機機械,上市,132,6089
