stock_id,lots
1101,8235
1102,1529
1103,-47
1104,-44
1108,-116
1109,-8
1110,-8
1201,-9
1203,0
1210,199
1213,0
1215,35
1216,1412
1217,96
1218,-7
1219,21
1220,-16
1225,-2
1227,-33
1229,61
1231,-8
1232,-2
1233,0
1234,4
1235,0
1236,-1
1240,-1
1256,-9
1259,0
1264,-2
1268,0
1294,0
1301,9158
1303,17294
1304,1366
1305,727
1307,63
1308,514
1309,561
1310,1605
1312,4700
1313,2360
1314,55418
1315,8
1316,102
1319,323
1321,7
1323,1
1324,-1
1325,14
1326,7022
1336,120
1337,-12
1338,-1
1339,8
1340,-6
1341,0
1342,5
1402,2447
1409,5790
1410,0
1413,0
1414,3
1416,-11
1417,2
1418,0
1419,5
1423,0
1432,-34
1434,712
1435,0
1436,12
1437,18
1438,-1
1439,0
1440,727
1442,76
1443,0
1444,454
1445,-24
1446,4
1447,222
1449,129
1451,-10
1452,-2
1453,-1
1454,-1
1455,354
1456,1
1457,1
1459,3
1460,12
1463,-1
1464,-33
1465,-89
1466,4
1467,12
1468,0
1470,0
1471,1
1472,0
1473,-1
1474,-9
1475,0
1476,-246
1477,176
1503,103
1504,448
1506,-6
1512,-3
1513,788
1514,295
1515,20
1516,-44
1517,4
1519,11
1521,0
1522,117
1524,45
1525,0
1526,1
1527,1
1528,88
1529,-162
1530,-1
1531,5
1532,5
1533,12
1535,0
1536,33
1537,-10
1538,0
1539,-1
1540,-1
1541,0
1558,67
1560,1184
1563,85
1565,4
1568,0
1569,70
1570,0
1580,-45
1582,-4
1583,-1
1584,120
1586,0
1587,3
1590,-9
1591,-23
1593,0
1595,-18
1597,-60
1598,5
1599,-1
1603,27
1604,28
1605,597
1608,152
1609,909
1611,-17
1612,102
1614,-11
1615,1
1616,34
1617,100
1618,41
1626,-1
1702,42
1707,-22
1708,1568
1709,2624
1710,2182
1711,397
1712,-15
1713,-27
1714,1938
1717,-454
1718,10258
1720,-4
1721,199
1722,-521
1723,-3
1725,8
1726,-1
1727,6220
1730,0
1731,3
1732,1
1733,0
1734,27
1735,0
1736,95
1737,1
1742,0
1752,-1
1760,3
1762,1
1773,164
1776,3
1777,0
1781,0
1783,-11
1784,10
1785,-2458
1786,14
1788,-1
1789,408
1795,287
1796,0
1799,-35
1802,283
1805,6
1806,-22
1808,409
1809,136
1810,252
1813,-1
1815,-15350
1817,0
1903,-2
1904,494
1905,579
1906,-4
1907,150
1909,137
2002,-2705
2006,334
2007,8
2008,0
2009,166
2010,35
2012,0
2013,0
2014,73
2015,5
2017,13
2020,6
2022,-26
2023,-62
2024,0
2025,45
2027,2759
2028,-1
2029,-31
2030,850
2031,129
2032,33
2033,500
2034,917
2035,0
2038,11
2049,645
2059,-48
2061,-113
2062,-5
2063,0
2064,-4
2065,-8
2066,4
2067,2
2069,14
2070,2
2073,0
2101,81
2102,14
2103,3497
2104,1958
2105,-436
2106,-98
2107,19
2108,303
2114,0
2115,0
2201,830
2204,36
2206,115
2207,49
2208,124
2211,-21
2221,-145
2227,-4
2228,31
2230,3
2231,23
2233,-87
2235,0
2236,35
2239,-27
2241,-7
2243,49
2247,10
2248,0
2250,-1
2301,7
2302,-929
2303,39334
2305,2230
2308,-807
2312,953
2313,-6392
2314,-9
2316,-228
2317,9162
2323,1779
2324,-2433
2327,-1947
2328,319
2329,-87
2330,4562
2331,85
