排名,股票代碼,公司名稱,公司產業,上市櫃,5天正天數,今日主力買超(張),5日累積買超(張)
1,2891,中信金,金融保險業,上市,5,10196,33751
2,2609,陽明,航運業,上市,3,11588,33062
3,2887,台新金,金融保險業,上市,4,13040,31516
4,2412,中華電,通信網路業,上市,5,3930,26869
5,2892,第一金,金融保險業,上市,5,3516,26114
6,2880,華南金,金融保險業,上市,5,3202,15354
7,6226,光鼎,光電業,上市,4,1338,9698
8,2354,鴻準,其他電子業,上市,4,349,9445
9,6182,合晶,半導體業,上櫃,4,9198,8740
10,5876,上海商銀,金融保險業,上市,5,347,8230
11,3045,台灣大,通信網路業,上市,5,1581,6507
12,6168,宏齊,光電業,上市,4,4409,5792
13,5425,台半,半導體業,上櫃,3,4464,5416
14,9933,中鼎,其他業,上市,4,1822,5135
15,5483,中美晶,半導體業,上櫃,3,3120,4785
16,8227,巨有科技,半導體業,上櫃,5,243,4357
17,3441,聯一光,光電業,上櫃,4,2803,4357
18,3189,景碩,半導體業,上市,4,785,3768
19,3105,穩懋,半導體業,上櫃,3,255,3533
20,2371,大同,電機機械,上市,5,814,3516
21,3605,宏致,電子零組件業,上市,3,3728,2656
22,5904,寶雅,居家生活,上櫃,4,972,2559
23,2382,廣達,電腦及週邊設備業,上市,4,2978,2202
24,2484,希華,電子零組件業,上市,3,1503,1910
25,6218,豪勉,通信網路業,上櫃,5,340,1821
26,4977,眾達-KY,通信網路業,上市,3,1330,1622
27,2474,可成,其他電子業,上市,5,598,1590
28,2221,大甲,其他業,上櫃,3,1204,1583
29,2395,研華,電腦及週邊設備業,上市,5,26,1543
30,3042,晶技,電子零組件業,上市,4,811,1467
31,1709,和益,化學工業,上市,3,3657,1223
32,2329,華泰,半導體業,上市,4,446,1187
33,4961,天鈺,半導體業,上市,4,344,1144
34,3380,明泰,通信網路業,上市,4,362,1143
35,2347,聯強,電子通路業,上市,5,60,1120
36,5469,瀚宇博,電子零組件業,上市,5,720,997
37,6224,聚鼎,電子零組件業,上市,4,180,928
38,6672,騰輝電子-KY,電子零組件業,上市,3,726,807
39,6683,雍智科技,半導體業,上櫃,5,58,735
40,4123,晟德,生技醫療業,上櫃,5,210,726
41,6715,嘉基,電子零組件業,上市,3,537,714
42,2103,台橡,橡膠工業,上市,3,1503,690
43,3014,聯陽,半導體業,上市,5,314,628
44,8936,國統,其他業,上櫃,5,332,625
45,6021,美好證,金融保險業,上櫃,5,91,610
46,5269,祥碩,半導體業,上市,3,648,605
47,2520,冠德,建材營造業,上市,5,60,576
48,8046,南電,電子零組件業,上市,3,123,574
49,3021,鴻名,電子零組件業,上市,4,385,513
50,6199,天品,其他業,上櫃,4,64,419
51,8050,廣積,電腦及週邊設備業,上櫃,4,94,412
52,6588,東典光電,通信網路業,上櫃,3,511,408
53,9945,潤泰新,其他業,上市,3,359,407
54,1569,濱川,電腦及週邊設備業,上櫃,3,39,391
55,5328,華容,電子零組件業,上櫃,3,644,349
56,6213,聯茂,電子零組件業,上市,3,167,349
57,6530,創威,通信網路業,上櫃,4,219,344
58,2493,揚博,電子零組件業,上市,4,219,302
59,2034,允強,鋼鐵工業,上市,3,182,294
60,6962,ITH-KY,半導體業,上市,4,5,279
61,6122,擎邦,電機機械,上櫃,4,14,261
62,3623,富晶通,光電業,上櫃,4,61,255
63,5434,崇越,電子通路業,上市,4,70,254
64,2816,旺旺保,金融保險業,上市,4,70,250
65,1907,永豐餘,造紙工業,上市,5,43,237
66,6538,倉和,電子零組件業,上櫃,4,95,236
67,2206,三陽工業,汽車工業,上市,5,39,232
68,1558,伸興,電機機械,上市,5,32,226
69,6901,鑽石投資,其他業,上市,4,186,215
70,2480,敦陽科,資訊服務業,上市,5,16,206
71,5521,工信,建材營造業,上市,4,86,200
72,2419,仲琦,通信網路業,上市,3,241,198
73,3577,泓格,電腦及週邊設備業,上櫃,5,38,193
74,3059,華晶科,光電業,上市,4,38,191
75,4119,旭富,生技醫療業,上市,5,16,191
76,6491,晶碩,生技醫療業,上市,3,24,179
77,6174,安碁,電子零組件業,上櫃,3,185,171
78,4105,東洋,生技醫療業,上櫃,3,15,166
79,8931,大汽電,油電燃氣業,上櫃,4,6,162
80,6526,達發,半導體業,上市,5,6,154
81,6957,裕慶-KY,其他業,上市,5,69,147
82,6271,同欣電,半導體業,上市,3,267,145
83,2425,承啟,電腦及週邊設備業,上市,3,105,140
84,3221,台嘉碩,通信網路業,上櫃,3,195,126
85,6472,保瑞,生技醫療業,上市,3,87,124
86,6870,騰雲,數位雲端,上櫃,5,52,121
87,1734,杏輝,生技醫療業,上市,5,7,116
88,1584,精剛,其他業,上櫃,5,28,115
89,6150,撼訊,電腦及週邊設備業,上櫃,3,11,113
90,4563,百德,電機機械,上櫃,5,59,113
91,3023,信邦,電子零組件業,上市,5,20,108
92,6101,寬魚國際,文化創意業,上櫃,5,10,104
93,5481,新華,其他業,上櫃,5,77,97
94,8182,加高,電子零組件業,上櫃,3,68,95
95,6576,逸達,生技醫療業,上櫃,5,9,94
96,3047,訊舟,通信網路業,上市,4,31,89
97,4736,泰博,生技醫療業,上市,4,15,76
98,4588,玖鼎電力,其他電子業,上市,3,29,74
99,2107,厚生,橡膠工業,上市,3,3,72
100,6175,立敦,電子零組件業,上櫃,4,18,72
101,6532,瑞耘,半導體業,上櫃,3,16,68
102,2607,榮運,航運業,上市,4,17,68
103,1217,愛之味,食品工業,上市,3,27,65
104,6579,研揚,電腦及週邊設備業,上市,4,24,63
105,5355,佳總,電子零組件業,上櫃,3,12,62
106,1736,喬山,運動休閒,上市,3,12,56
107,4577,達航科技,其他電子業,上櫃,4,1,49
108,8454,富邦媒,數位雲端,上市,4,34,45
109,3625,西勝,電腦及週邊設備業,上櫃,5,6,44
110,1776,展宇,化學工業,上市,3,27,42
111,3537,堡達,電子零組件業,上櫃,3,26,40
112,6170,統振,通信網路業,上櫃,5,9,38
113,2241,艾姆勒,汽車工業,上市,3,14,35
114,3705,永信,生技醫療業,上市,3,12,35
115,1437,勤益控,其他業,上市,3,18,34
116,5288,豐祥-KY,電機機械,上市,4,6,33
117,6590,普鴻,資訊服務業,上櫃,3,7,33
118,4766,南寶,化學工業,上市,3,11,31
119,1459,聯發,紡織纖維,上市,5,10,31
120,5324,士開,建材營造業,上櫃,3,7,30
121,3652,精聯,電腦及週邊設備業,上市,4,23,29
122,6136,富爾特,通信網路業,上市,5,7,29
123,5907,大洋-KY,貿易百貨業,上市,3,80,28
124,6235,華孚,電腦及週邊設備業,上市,5,5,28
125,6741,91APP*-KY,數位雲端,上櫃,4,6,28
126,8171,天宇,綠能環保,上櫃,3,3,27
127,6821,聯寶,電子零組件業,上櫃,4,13,26
128,6240,松崗,其他業,上櫃,3,16,26
129,2228,劍麟,汽車工業,上市,4,12,25
130,6651,全宇昕,半導體業,上櫃,5,9,25
131,8421,旭源,其他業,上櫃,4,20,25
132,2430,燦坤,電子通路業,上市,4,10,22
133,3169,亞信,半導體業,上櫃,3,9,21
134,3002,歐格,電腦及週邊設備業,上市,4,6,20
135,6486,互動,通信網路業,上櫃,4,12,20
136,5209,新鼎,其他業,上櫃,4,20,20
137,5244,弘凱,光電業,上市,4,26,19
138,8478,東哥遊艇,運動休閒,上市,4,2,18
139,6215,和椿,其他電子業,上市,3,25,17
140,6958,日盛台駿,其他業,上市,3,4,16
141,3402,漢科,其他電子業,上櫃,4,16,14
142,3086,華義,文化創意業,上櫃,5,4,14
143,1527,鑽全,電機機械,上市,4,6,13
144,3178,公準,半導體業,上櫃,3,6,11
145,2461,光群雷,其他電子業,上市,3,1,10
146,8109,博大,電子零組件業,上櫃,4,22,10
147,6596,寬宏藝術,文化創意業,上櫃,3,4,7
148,3379,彬台,電機機械,上櫃,3,15,4
149,1617,榮星,電器電纜,上市,3,62,2
150,6838,台新藥,生技醫療業,上市,3,14,-2
151,4513,福裕,電機機械,上櫃,3,11,-3
152,2404,漢唐,其他電子業,上市,4,12,-4
153,5450,南良,其他業,上櫃,3,2,-6
154,4772,台特化,化學工業,上櫃,4,7,-10
155,1446,宏和,紡織纖維,上市,3,8,-20
156,3522,御嵿,觀光餐旅,上櫃,4,9,-23
157,2606,裕民,航運業,上市,4,356,-28
158,6589,台康生技,生技醫療業,上櫃,3,129,-46
159,6763,綠界科技*,數位雲端,上櫃,3,1,-49
160,4949,有成精密,光電業,上市,4,5,-56
161,3556,禾瑞亞,半導體業,上櫃,3,4,-57
162,4951,精拓科,半導體業,上櫃,3,22,-76
163,3290,東浦,電子零組件業,上櫃,3,4,-85
164,4155,訊映,生技醫療業,上市,3,32,-85
165,3311,閎暉,通信網路業,上市,3,163,-89
166,8040,九暘,半導體業,上櫃,3,69,-90
167,6155,鈞寶,電子零組件業,上市,3,56,-92
168,3236,千如,電子零組件業,上櫃,4,148,-108
169,1313,聯成,塑膠工業,上市,3,348,-121
170,6161,捷波,電腦及週邊設備業,上櫃,3,3,-125
171,2375,凱美,電子零組件業,上市,3,176,-129
172,6409,旭隼,其他電子業,上市,3,42,-158
173,3056,富華新,建材營造業,上市,3,57,-217
174,1456,怡華,建材營造業,上市,3,4,-328
175,3055,蔚華科,電子通路業,上市,4,55,-362
176,8299,群聯,半導體業,上櫃,3,140,-375
177,2478,大毅,電子零組件業,上市,3,128,-604
178,2385,群光,電子零組件業,上市,4,19,-659
179,5608,四維航,航運業,上市,3,333,-712
180,3645,達邁,電子零組件業,上市,4,100,-1352
181,9921,巨大,運動休閒,上市,3,84,-2086
182,2615,萬海,航運業,上市,4,2746,-3913
183,6239,力成,半導體業,上市,4,459,-4278
184,6547,高端疫苗,生技醫療業,上櫃,3,30,-4305
