排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,化學,3.89,100.0,20/20,16.18,-63.56,59.81,66.47
2,金融,2.97,100.0,19/19,10.73,-63.07,59.73,67.92
3,造紙,1.56,100.0,7/7,0.35,0.12,0.0,-0.07
4,塑膠,2.95,100.0,18/18,10.73,-63.07,59.73,67.92
5,航運,1.52,93.33,14/15,24.92,29.65,6.94,16.38
6,電器電纜,1.23,90.0,9/10,6.8,4.89,0.73,1.11
7,鋼鐵,0.53,80.0,12/15,-13.82,-29.73,-1.17,0.99
8,TPU_散熱,1.09,75.0,3/4,-7.61,3.43,6.38,2.94
9,紡織,1.23,75.0,15/20,3.51,-0.75,-0.62,-1.72
10,廠務系統與水處理,0.4,71.43,5/7,0.34,-0.39,0.0,0.05
11,半導體設備,2.1,71.43,5/7,-2.09,-5.32,0.07,-0.38
12,IC設計,1.88,61.54,8/13,-33.38,-74.79,20.75,3.36
13,電池或電源,0.12,60.0,12/20,-12.92,-14.65,4.8,1.86
14,網通設備組件,0.07,60.0,12/20,-29.49,-66.08,-12.99,-33.78
15,機器人,0.13,57.14,8/14,-14.53,-0.19,4.3,-1.12
16,工業自動化與機器人,0.45,57.14,4/7,-0.14,2.49,-0.02,0.1
17,記憶體封裝與測試,0.8,50.0,2/4,3.82,6.76,-0.01,-2.18
18,記憶體製造,-0.14,50.0,2/4,3.29,14.38,2.59,-8.34
19,銀,0.72,50.0,2/4,-27.18,-62.55,-3.09,-2.73
20,銅,-2.44,50.0,5/10,-73.54,-152.88,-35.44,-40.61
21,軍工_航太製造與維修,0.17,50.0,3/6,0.01,0.39,0.0,-0.6
22,軟體設計,-0.16,46.67,7/15,1.95,3.3,0.0,0.08
23,低軌衛星,0.06,42.86,3/7,-15.76,-33.35,-17.49,-18.93
24,BBU_電源供應器與整合,-0.68,40.0,2/5,-11.11,-7.18,4.39,-2.2
25,CPO_先進封裝測試,0.7,40.0,2/5,7.36,7.86,-1.94,-9.58
26,記憶體控制IC,0.2,40.0,2/5,-2.8,-1.28,0.03,0.14
27,軍工_無人機相關,1.1,37.5,3/8,14.31,14.8,1.68,-21.09
28,玻璃,-0.74,33.33,5/15,-3.99,-48.97,-73.51,-68.77
29,CPO_光通訊,-0.91,33.33,2/6,-29.56,-60.33,2.04,4.16
30,TPU_光通訊與連接器,-1.78,25.0,1/4,-18.17,-43.94,-16.65,-15.86
31,無塵室與機電工程,-1.3,20.0,1/5,-5.93,4.43,-2.08,-3.82
32,光學元件或組裝,-1.48,20.0,3/15,-55.15,-45.97,5.41,-8.97
33,BBU_電池模組,-0.91,14.29,1/7,-3.76,-7.4,-0.23,1.94
34,PCB,-4.03,6.67,1/15,-202.86,-257.52,-103.78,-104.84
35,被動元件,-1.6,5.26,1/19,-44.82,-54.41,5.4,-1.63
36,TPU_伺服器主板與印刷電路板,-4.08,0.0,0/5,-16.2,-44.39,-48.82,-63.56
37,記憶體模組,-1.65,0.0,0/7,-16.67,-16.1,3.41,4.93
