排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,IC設計,1.83,84.62,11/13,34.96,167.73,-23.23,28.32
2,BBU_電源供應器與整合,1.02,80.0,4/5,-5.22,-37.95,7.64,40.92
3,TPU_光通訊與連接器,-0.17,75.0,3/4,7.71,-25.17,-18.78,-18.65
4,記憶體封裝與測試,0.88,75.0,3/4,14.09,33.62,0.01,-6.27
5,CPO_光通訊,-0.46,66.67,4/6,9.93,-22.3,-17.75,-50.69
6,PCB,1.31,66.67,10/15,31.73,341.27,0.33,-15.63
7,鋼鐵,0.89,66.67,10/15,-9.54,-25.6,0.08,1.1
8,網通設備組件,0.62,65.0,13/20,42.31,106.32,-34.04,-46.09
9,被動元件,0.77,63.16,12/19,40.35,4.22,6.78,41.67
10,TPU_伺服器主板與印刷電路板,-0.35,60.0,3/5,-6.73,98.43,-11.71,-30.23
11,記憶體控制IC,-0.35,60.0,3/5,-5.48,-21.05,-0.0,0.17
12,無塵室與機電工程,1.01,60.0,3/5,-3.78,-4.77,7.35,11.95
13,光學元件或組裝,0.19,60.0,9/15,-10.8,-101.82,-26.48,-50.52
14,半導體設備,0.34,57.14,4/7,2.36,2.24,-3.0,-7.88
15,廠務系統與水處理,0.97,57.14,4/7,0.94,2.12,-0.0,-0.0
16,工業自動化與機器人,0.18,57.14,4/7,-1.15,-9.87,0.02,0.04
17,化學,0.58,55.0,11/20,42.72,-42.1,-9.94,-11.56
18,玻璃,0.88,53.33,8/15,-3.44,96.49,0.19,10.37
19,軟體設計,0.2,53.33,8/15,1.4,3.7,-0.05,-0.04
20,金融,0.58,52.63,10/19,42.66,-39.56,-11.98,-10.52
21,機器人,0.08,50.0,7/14,-11.23,-52.66,7.54,42.73
22,塑膠,0.52,50.0,9/18,42.66,-39.56,-11.98,-10.52
23,TPU_散熱,0.89,50.0,2/4,4.85,-6.37,2.54,42.04
24,銅,1.61,50.0,5/10,42.06,-16.65,-30.26,-60.06
25,銀,0.41,50.0,2/4,21.24,22.17,-1.54,-2.4
26,低軌衛星,0.2,42.86,3/7,-6.68,-16.63,-9.17,-20.96
27,紡織,-0.13,40.0,8/20,-0.71,-2.92,0.44,0.95
28,CPO_先進封裝測試,-0.39,40.0,2/5,-15.51,0.02,-2.15,-22.39
29,電池或電源,0.06,35.0,7/20,-6.28,-46.36,7.66,42.85
30,軍工_航太製造與維修,0.34,33.33,2/6,0.15,-0.88,0.0,-0.0
31,造紙,-0.21,14.29,1/7,0.02,0.2,0.0,0.0
32,記憶體模組,-0.88,14.29,1/7,-38.98,-13.62,-0.43,2.33
33,BBU_電池模組,-0.56,14.29,1/7,-0.55,-6.39,0.04,1.99
34,航運,-0.13,13.33,2/15,-8.18,0.33,5.16,19.56
35,軍工_無人機相關,-0.25,12.5,1/8,39.22,143.77,-15.27,3.14
36,電器電纜,-0.55,10.0,1/10,-1.22,-2.67,-0.01,-0.05
37,記憶體製造,-1.52,0.0,0/4,-172.22,-78.58,-12.21,-46.65
