排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2409,友達,光電業,上市,-147535,470834
2,6770,力積電,半導體業,上市,23559,117033
3,2303,聯電,半導體業,上市,-8582,104881
4,8150,南茂,半導體業,上市,3817,53485
5,1314,中石化,塑膠工業,上市,12883,48387
6,2449,京元電子,半導體業,上市,-5489,46123
7,1101,台泥,水泥工業,上市,26655,38573
8,2408,南亞科,半導體業,上市,27470,35416
9,6257,矽格,半導體業,上市,735,32707
10,3711,日月光投控,半導體業,上市,2195,29099
11,2618,長榮航,航運業,上市,7295,21027
12,6505,台塑化,油電燃氣業,上市,2604,20233
13,2330,台積電,半導體業,上市,7766,17925
14,2317,鴻海,其他電子業,上市,10814,17314
15,5347,世界,半導體業,上櫃,361,16731
16,3037,欣興,電子零組件業,上市,4000,16633
17,2609,陽明,航運業,上市,-3330,16171
18,2412,中華電,通信網路業,上市,1842,15936
19,3016,嘉晶,半導體業,上市,4197,14701
20,6168,宏齊,光電業,上市,-3227,14197
21,2892,第一金,金融保險業,上市,1879,13640
22,2855,統一證,金融保險業,上市,1221,13099
23,2371,大同,電機機械,上市,-953,13066
24,3189,景碩,半導體業,上市,-469,12650
25,1718,中纖,化學工業,上市,0,11884
26,3576,聯合再生,光電業,上市,4052,11759
27,6456,GIS-KY,光電業,上市,4120,11546
28,1312,國喬,塑膠工業,上市,2207,10038
29,1301,台塑,塑膠工業,上市,-4950,9591
30,3702,大聯大,電子通路業,上市,1967,9454
31,3105,穩懋,半導體業,上櫃,-3611,9405
32,1727,中華化,化學工業,上市,4763,9236
33,6116,彩晶,光電業,上市,-20197,8855
34,2327,國巨,電子零組件業,上市,-3901,8804
35,6239,力成,半導體業,上市,-1016,8457
36,2104,國際中橡,橡膠工業,上市,6438,8051
37,2610,華航,航運業,上市,-1075,8012
38,1102,亞泥,水泥工業,上市,4626,7919
39,2308,台達電,電子零組件業,上市,679,7471
40,2441,超豐,半導體業,上市,-1088,6816
41,2376,技嘉,電腦及週邊設備業,上市,337,6635
42,3035,智原,半導體業,上市,-254,6591
43,2454,聯發科,半導體業,上市,-293,6531
44,5880,合庫金,金融保險業,上市,-2160,6318
45,2605,新興,航運業,上市,-832,6180
46,2885,元大金,金融保險業,上市,-2520,6131
47,3605,宏致,電子零組件業,上市,3304,5828
48,3624,光頡,電子零組件業,上櫃,5436,5618
49,9945,潤泰新,其他業,上市,3072,5593
50,2883,凱基金,金融保險業,上市,1368,5187
