排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,TPU_光通訊與連接器,3.74,100.0,4/4,0.71,25.39,3.52,12.73
2,CPO_光通訊,3.48,83.33,5/6,18.58,20.34,5.02,-3.72
3,無塵室與機電工程,1.46,80.0,4/5,6.18,-0.25,-1.28,-5.99
4,鋼鐵,1.34,80.0,12/15,2.4,-7.37,-1.84,-6.56
5,TPU_散熱,3.04,75.0,3/4,2.54,68.08,10.16,13.93
6,BBU_電池模組,3.24,71.43,5/7,5.08,4.12,-0.01,-0.95
7,造紙,0.12,71.43,5/7,0.15,-0.16,0.0,0.0
8,半導體設備,2.85,71.43,5/7,7.21,16.4,6.31,5.48
9,IC設計,2.11,69.23,9/13,46.46,-15.33,7.57,32.87
10,網通設備組件,1.4,65.0,13/20,85.73,71.64,-42.5,-51.51
11,CPO_先進封裝測試,3.57,60.0,3/5,7.2,20.17,2.59,-0.53
12,BBU_電源供應器與整合,-0.01,60.0,3/5,34.23,63.31,-7.8,-7.0
13,廠務系統與水處理,-0.01,57.14,4/7,0.14,6.96,0.01,0.05
14,記憶體製造,-4.31,50.0,2/4,-235.21,-247.59,65.24,56.96
15,記憶體封裝與測試,1.6,50.0,2/4,3.18,-19.35,0.3,0.42
16,光學元件或組裝,0.99,46.67,7/15,32.75,24.84,4.32,1.71
17,電池或電源,1.17,45.0,9/20,40.76,60.52,-7.8,-8.52
18,工業自動化與機器人,-0.41,42.86,3/7,-1.88,-4.13,-0.4,-2.05
19,低軌衛星,-1.32,42.86,3/7,-7.48,-91.94,0.47,1.82
20,記憶體控制IC,0.49,40.0,2/5,-3.32,-7.67,-0.01,0.08
21,金融,0.44,36.84,7/19,-32.35,-38.56,-1.34,-0.53
22,機器人,-1.13,35.71,5/14,32.21,61.96,-6.91,-9.84
23,紡織,-0.86,35.0,7/20,-6.6,-14.01,1.71,2.52
24,軍工_無人機相關,-0.43,33.33,3/9,20.5,-50.96,-3.78,-10.2
25,塑膠,0.41,33.33,6/18,-32.35,-38.56,-1.34,-0.53
26,航運,-0.9,26.67,4/15,21.65,30.59,-24.09,-25.17
27,軟體設計,0.12,26.67,4/15,1.1,1.71,0.0,0.15
28,被動元件,-1.74,21.05,4/19,12.17,60.6,-5.32,-17.21
29,化學,-1.38,20.0,4/20,-30.16,-43.12,-4.86,-5.39
30,軍工_航太製造與維修,-1.16,16.67,1/6,-0.51,-1.99,0.05,-0.79
31,PCB,-2.92,13.33,2/15,-150.36,-57.21,81.13,92.85
32,玻璃,-2.5,13.33,2/15,-32.54,3.38,-9.44,-8.13
33,銅,-3.31,10.0,1/10,-60.0,-41.89,-6.41,-9.44
34,記憶體模組,-7.21,0.0,0/7,-0.09,-35.19,-0.23,8.46
35,TPU_伺服器主板與印刷電路板,-3.38,0.0,0/5,-119.13,8.67,87.37,86.48
36,銀,-3.4,0.0,0/4,-19.64,-6.8,0.81,-10.22
37,電器電纜,-1.05,0.0,0/10,-1.93,-16.78,0.47,-2.68
