排名,股票代碼,公司產業,公司名稱,大戶持有比例差,大戶增加比例(%),第一天開盤價,期間最高價,期間最低價,最後一天收盤價,周漲幅
1,6127,電子零組件類,九豪,15.3,70.8,34.05,48.8,33.8,47.6,39.8
2,6179,其他,亞通,8.9,26.6,25.8,29.35,25.75,27.65,7.2
3,2399,電子工業,映泰,6.4,25.7,26.6,37.2,25.7,37.2,39.8
4,4967,半導體業,十銓,7.9,25.1,187.5,288.5,187.5,261.5,39.5
5,5309,電子零組件類,系統電,7.5,24.5,58.8,62.3,58.5,59.8,1.7
6,3715,電子工業,定穎投控,10.3,24.2,147.5,194.5,145.5,178.5,21.0
7,8028,半導體業,昇陽半導體,8.1,22.1,169.0,206.0,168.5,185.0,9.5
8,3289,其他電子類,宜特,5.6,19.8,120.5,149.5,120.0,139.0,15.4
9,8435,其他,鉅邁,6.4,18.3,56.3,58.9,55.1,58.0,3.0
10,5351,半導體類,鈺創,5.4,17.3,61.4,87.9,60.3,79.5,29.5
11,3693,電腦及週邊類,營邦,7.8,16.0,401.0,618.0,397.5,535.0,33.4
12,6727,電子零組件類,亞泰金屬,4.4,15.1,245.0,316.5,245.0,293.0,19.6
13,4916,電子工業,事欣科,4.3,15.1,60.2,65.5,59.5,61.5,2.2
14,2369,半導體業,菱生,4.6,14.6,26.15,35.75,26.0,35.75,36.7
15,6530,通信網路類,創威,2.5,14.1,77.5,88.7,74.5,88.7,14.5
16,2337,半導體業,旺宏,6.5,13.5,108.0,170.0,104.5,160.0,48.1
17,2464,其他電子業,盟立,4.0,12.3,66.9,85.0,66.9,74.5,11.4
18,3006,半導體業,晶豪科,6.3,11.9,161.0,223.5,152.0,195.5,21.4
19,1809,玻璃陶瓷,中釉,5.8,11.6,24.5,35.75,24.45,32.45,32.4
20,4906,通信網路業,正文,3.5,11.4,26.5,36.25,25.8,34.75,31.1
21,2605,航運業,新興,5.6,11.4,36.0,46.25,33.6,39.8,10.6
22,4977,通信網路業,眾達-KY,2.4,10.8,166.5,211.0,165.0,200.5,20.4
23,4908,通信網路類,前鼎,4.9,10.2,95.2,123.0,95.2,114.5,20.3
24,8064,光電業類,東捷,4.6,10.1,56.8,69.9,55.3,64.4,13.4
25,2374,光電業,佳能,2.8,10.0,70.0,73.4,69.5,70.3,0.4
26,1708,化學工業,東鹼,4.6,10.0,40.0,47.45,39.1,44.75,11.9
27,6733,生技醫療類,博晟生醫,4.4,9.8,35.15,35.6,34.5,34.55,-1.7
28,3580,其他電子類,友威科,1.3,9.7,70.0,73.5,68.9,71.4,2.0
29,6672,電子工業,騰輝電子-KY,2.9,9.7,94.6,123.0,93.1,123.0,30.0
30,5439,電子零組件類,高技,3.7,8.9,259.0,311.5,257.0,306.0,18.1
31,6451,半導體業,訊芯-KY,6.1,8.8,188.0,287.0,188.0,274.5,46.0
32,3209,電子工業,全科,3.2,8.0,37.95,45.85,37.9,42.8,12.8
33,2436,半導體業,偉詮電,2.2,7.8,58.1,71.4,57.7,65.8,13.3
34,1711,化學工業,永光,3.8,7.7,29.0,45.85,28.65,41.8,44.1
35,3189,半導體業,景碩,5.0,7.6,283.0,398.0,280.0,380.0,34.3
36,2497,汽車工業,怡利電,4.5,7.4,41.65,43.35,41.55,43.3,4.0
37,2486,光電業,一詮,3.4,7.3,134.0,170.5,133.0,155.0,15.7
38,3033,電子工業,威健,2.3,7.0,30.15,38.45,29.9,35.75,18.6
39,3356,光電業,奇偶,1.8,7.0,47.55,52.0,47.5,50.6,6.4
40,4744,生技醫療類,皇將,3.0,7.0,33.05,38.0,32.55,35.4,7.1
41,8155,電子零組件類,博智,4.0,6.9,200.0,292.0,198.5,275.0,37.5
42,6274,電子零組件類,台燿,4.2,6.9,450.0,600.0,447.5,554.0,23.1
43,4739,化學工業,康普,2.8,6.4,73.5,91.1,73.1,82.8,12.7
44,6761,電子零組件類,穩得,2.5,6.4,159.5,181.0,157.5,164.0,2.8
45,8021,其他電子業,尖點,2.9,6.3,230.0,277.5,228.0,264.5,15.0
46,2316,電子工業,楠梓電,3.7,6.3,89.0,118.5,88.0,113.0,27.0
47,3529,半導體類,力旺,3.0,6.2,2440.0,2845.0,2375.0,2700.0,10.7
48,6197,電子工業,佳必琪,2.9,6.1,168.0,201.0,168.0,195.5,16.4
49,6485,半導體類,點序,1.5,6.0,79.0,97.0,77.7,92.3,16.8
50,2472,電子工業,立隆電,3.1,5.8,104.5,133.0,104.0,129.0,23.4
