stock_id,lots
1101,4625
1102,1485
1103,-26
1104,-66
1108,-292
1109,-10
1110,-2
1201,-94
1203,0
1210,155
1213,0
1215,230
1216,-457
1217,-8
1218,-61
1219,6
1220,-6
1225,-2
1227,-99
1229,115
1231,-33
1232,15
1233,0
1234,0
1235,0
1236,0
1240,0
1256,-9
1259,0
1264,-10
1268,-1
1294,0
1301,-8645
1303,8514
1304,-839
1305,-294
1307,-25
1308,-287
1309,-41
1310,-139
1312,7629
1313,-384
1314,-2003
1315,5
1316,-420
1319,-209
1321,5
1323,0
1324,-1
1325,-25
1326,-2435
1336,11
1337,-38
1338,-1
1339,8
1340,1
1341,0
1342,-4
1402,-162
1409,-25202
1410,-3
1413,0
1414,-15
1416,-52
1417,-15
1418,0
1419,-12
1423,0
1432,7
1434,-305
1435,0
1436,-1
1437,-7
1438,0
1439,0
1440,44
1441,-30
1442,-10
1443,0
1444,-180
1445,-1
1446,-24
1447,-71
1449,45
1451,-3
1452,0
1453,-1
1454,-1
1455,23
1456,-366
1457,0
1459,4
1460,-83
1463,0
1464,-27
1465,-1
1466,-32
1467,7
1468,0
1470,0
1471,-4
1472,0
1473,-1
1474,-1
1475,-1
1476,-585
1477,-36
1503,-215
1504,119
1506,-24
1512,0
1513,141
1514,-17
1515,-293
1516,-1
1517,-72
1519,-255
1521,0
1522,-284
1524,-57
1525,0
1526,8
1527,2
1528,-479
1529,-27
1530,-1
1531,-10
1532,18
1533,-12
1535,-1
1536,-70
1537,-15
1538,0
1539,0
1540,1
1541,0
1558,21
1560,78
1563,0
1565,3
1568,9
1569,-24
1570,-1
1580,-59
1582,-87
1583,0
1584,3
1586,10
1587,-6
1590,-22
1591,-14
1593,0
1595,-24
1597,-198
1598,-12
1599,0
1603,-18
1604,13
1605,-3190
1608,-747
1609,-522
1611,-129
1612,-5
1614,-26
1615,1
1616,-63
1617,20
1618,-19
1626,-1
1702,20
1707,24
1708,-412
1709,-1449
1710,-183
1711,-350
1712,1
1713,-1
1714,-745
1717,-1861
1718,-1339
1720,4
1721,-140
1722,-1403
1723,-483
1725,-1
1726,-1
1727,-147
1730,0
1731,-3
1732,-15
1733,0
1734,20
1735,-3
1736,-7
1737,-35
1742,0
1752,-3
1760,-68
1762,-1
1773,-75
1776,0
1777,-1
1781,0
1783,-41
1784,-8
1785,-1608
1786,-106
1788,-2
