股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1303,南亞,244.0,4,12000963,2400,245.5,218.0,12.61%
2357,華碩,989.0,4,2863266,572,1030.0,956.0,7.74%
2542,興富發,46.5,5,8566800,1713,48.75,46.4,5.06%
2603,長榮,231.0,5,3468294,693,238.5,227.0,5.07%
2618,長榮航,41.8,4,2884436,576,42.8,41.65,2.76%
2633,台灣高鐵,26.0,5,3140000,628,26.25,25.95,1.16%
2801,彰銀,26.85,5,23405825,4681,27.55,26.2,5.15%
2855,統一證,51.7,4,5164647,1032,52.3,50.1,4.39%
2883,凱基金,37.2,4,14651922,2930,37.6,35.95,4.59%
2884,玉山金,44.95,5,35871648,7174,46.05,42.8,7.59%
2887,台新金,42.15,5,65409825,13081,43.05,40.7,5.77%
2890,永豐金,42.9,4,3675897,735,44.1,42.15,4.63%
2891,中信金,67.3,5,14650525,2930,69.5,66.0,5.30%
2892,第一金,38.0,4,14223599,2844,38.25,36.4,5.08%
3105,穩懋,461.5,4,9022488,1804,478.0,438.5,9.01%
3231,緯創,185.0,4,7363139,1472,200.5,182.5,9.86%
4938,和碩,91.0,5,7387819,1477,95.6,89.9,6.34%
5347,世界,161.5,4,6088123,1217,163.0,148.5,9.76%
5876,上海商銀,47.9,5,2504000,500,48.75,45.25,7.73%
6278,台表科,191.5,4,2623000,524,202.0,187.5,7.73%
