排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2885,元大金,金融保險業,上市,12,32687
2,5880,合庫金,金融保險業,上市,2274,24919
3,2892,第一金,金融保險業,上市,358,23307
4,2412,中華電,通信網路業,上市,3083,11025
5,3045,台灣大,通信網路業,上市,965,6616
6,2855,統一證,金融保險業,上市,211,6092
7,2605,新興,航運業,上市,79,3391
8,3374,精材,半導體業,上櫃,182,3323
9,3702,大聯大,電子通路業,上市,1984,3143
10,3693,營邦,電腦及週邊設備業,上櫃,618,2363
11,6538,倉和,電子零組件業,上櫃,264,2289
12,6214,精誠,資訊服務業,上市,511,2089
13,2511,太子,建材營造業,上市,134,1310
14,2023,燁輝,鋼鐵工業,上市,287,1220
15,2543,皇昌,建材營造業,上市,200,645
16,2461,光群雷,其他電子業,上市,60,392
17,6021,美好證,金融保險業,上櫃,77,327
18,1604,聲寶,電器電纜,上市,18,310
19,2206,三陽工業,汽車工業,上市,202,302
20,6743,安普新,其他電子業,上市,37,288
21,8277,商丞,半導體業,上櫃,42,194
22,6840,東研信超,其他電子業,上櫃,6,190
23,3705,永信,生技醫療業,上市,50,173
24,1558,伸興,電機機械,上市,36,152
25,1442,名軒,建材營造業,上市,58,132
26,2748,雲品,觀光餐旅,上市,20,104
27,3188,鑫龍騰,建材營造業,上櫃,3,71
28,1459,聯發,紡織纖維,上市,2,52
29,3206,志豐,電子零組件業,上櫃,5,39
30,2430,燦坤,電子通路業,上市,1,23
31,2704,國賓,觀光餐旅,上市,11,19
