排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,銀,0.68,75.0,3/4,-20.1,-60.77,-1.19,-6.42
2,被動元件,1.85,73.68,14/19,-174.67,-235.22,-31.63,-47.19
3,IC設計,1.32,61.54,8/13,84.89,18.28,17.19,67.37
4,CPO_先進封裝測試,0.64,60.0,3/5,12.1,-12.74,3.24,20.39
5,TPU_散熱,-0.56,50.0,2/4,12.82,33.72,-2.19,-23.51
6,網通設備組件,-0.53,40.0,8/20,89.62,72.23,-15.27,-76.61
7,記憶體控制IC,-0.98,40.0,2/5,2.58,5.7,0.09,-0.01
8,玻璃,-0.49,40.0,6/15,-28.62,8.11,11.51,-3.63
9,無塵室與機電工程,-1.32,40.0,2/5,-5.04,-4.69,-0.24,-0.56
10,CPO_光通訊,-0.38,33.33,2/6,-3.54,10.52,-9.83,-17.94
11,軟體設計,-0.44,33.33,5/15,0.9,0.41,-0.04,-0.05
12,銅,0.31,30.0,3/10,10.51,35.5,-5.14,-55.12
13,半導體設備,-1.83,28.57,2/7,-6.36,1.7,-2.2,1.8
14,塑膠,-0.8,27.78,5/18,9.13,27.79,10.65,21.37
15,光學元件或組裝,-1.08,26.67,4/15,-26.26,-40.4,20.49,-20.31
16,金融,-0.91,26.32,5/19,9.13,27.79,10.65,21.37
17,記憶體封裝與測試,-0.52,25.0,1/4,-0.88,9.98,-0.12,-0.22
18,軍工_無人機相關,-1.09,25.0,2/8,80.9,58.58,2.65,19.71
19,TPU_光通訊與連接器,-0.47,25.0,1/4,1.25,1.72,-11.92,-52.63
20,記憶體製造,-1.27,25.0,1/4,-7.68,232.29,-4.39,1.62
21,鋼鐵,-0.32,20.0,3/15,-15.32,-44.36,15.59,43.49
22,PCB,-1.11,20.0,3/15,-38.98,36.9,7.18,-56.07
23,TPU_伺服器主板與印刷電路板,-2.36,20.0,1/5,-20.87,15.88,-4.7,-0.04
24,航運,-1.2,20.0,3/15,-17.12,-1.95,3.43,4.4
25,紡織,-0.69,15.0,3/20,-6.83,-3.87,-0.38,-1.74
26,化學,-1.28,15.0,3/20,-1.05,15.53,10.1,19.09
27,BBU_電池模組,-1.29,14.29,1/7,-4.23,-4.12,-0.11,-4.19
28,機器人,-1.75,14.29,2/14,-151.72,-150.38,-27.81,-43.84
29,工業自動化與機器人,-1.35,14.29,1/7,-3.2,4.75,0.04,0.74
30,造紙,0.21,14.29,1/7,0.46,0.71,-0.01,-0.0
31,廠務系統與水處理,0.18,14.29,1/7,-0.1,-0.06,0.01,0.01
32,電池或電源,-1.52,5.0,1/20,-152.72,-150.92,-30.69,-53.99
33,BBU_電源供應器與整合,-2.41,0.0,0/5,-148.09,-150.64,-30.55,-49.75
34,低軌衛星,-2.49,0.0,0/7,1.71,-10.71,-7.47,-65.53
35,記憶體模組,-2.35,0.0,0/7,-17.87,-14.21,0.02,-0.63
36,軍工_航太製造與維修,-2.93,0.0,0/6,-3.11,-6.9,0.0,0.02
37,電器電纜,-0.99,0.0,0/10,-2.31,7.23,0.08,0.08
