股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
2385,群光,122.0,5,2737481,547,124.5,118.5,5.06%
2603,長榮,203.0,4,3996058,799,218.0,202.0,7.92%
2618,長榮航,35.35,4,6446711,1289,36.1,33.8,6.80%
2881,富邦金,88.6,4,21775220,4355,89.4,85.3,4.81%
2882,國泰金,70.8,5,22874293,4574,72.7,69.6,4.45%
2887,台新金,24.15,4,100231594,20046,24.8,23.45,5.76%
2890,永豐金,31.55,4,13798249,2759,32.45,30.8,5.36%
2891,中信金,53.0,5,32464945,6492,53.3,50.4,5.75%
3036,文曄,227.0,5,6959311,1391,256.5,226.0,13.50%
3702,大聯大,95.1,4,3250913,650,98.4,88.6,11.06%
