股票代碼,公司名稱,收盤價,近10日漲幅,成交量(張),量能比
1513,中興電,177.5,21.58%,91704,5.12
1514,亞力,139.5,44.41%,32131,4.67
1529,樂事綠能,25.6,33.33%,15659,4.46
1609,大亞,43.0,8.86%,48425,2.49
1802,台玻,54.0,52.76%,383683,2.14
1809,中釉,28.4,46.77%,34416,6.47
2208,台船,23.3,18.27%,18508,1.79
2303,聯電,68.4,26.43%,440182,3.52
2342,茂矽,37.8,4.56%,40831,3.22
2356,英業達,46.55,6.16%,101310,1.92
2367,燿華,40.8,28.91%,171503,4.17
2489,瑞軒,21.05,25.67%,34663,3.93
2610,華航,22.25,7.23%,56783,1.69
2618,長榮航,38.3,4.36%,57683,1.97
2634,漢翔,57.4,11.03%,30203,1.88
3016,嘉晶,72.6,22.22%,36059,3.48
3037,欣興,321.0,42.04%,78717,2.07
3049,精金,10.1,40.47%,25144,3.62
3051,力特,27.8,37.28%,11822,5.27
3081,聯亞,770.0,23.79%,12408,1.55
3149,正達,55.3,39.65%,34507,5.12
3707,漢磊,67.1,19.4%,73301,3.35
4533,協易機,32.15,46.14%,10622,6.65
4540,全球傳動,49.85,31.18%,15315,6.22
4939,亞電,46.7,26.05%,47442,1.58
5340,建榮,102.0,50.0%,63915,2.59
5347,世界,146.5,41.55%,54050,3.25
5381,合正,34.0,38.21%,26273,4.67
6126,信音,37.65,9.29%,14341,3.47
6182,合晶,39.9,14.16%,78038,3.69
6415,矽力*-KY,268.5,18.28%,26364,2.13
6753,龍德造船,161.5,24.71%,17130,2.29
8086,宏捷科,124.0,13.76%,16042,2.0
8249,菱光,62.1,22.0%,18353,5.01
