股票代碼,公司名稱,符合策略數,符合策略
3035,智原,3,"外資買超, 大戶持有, 隔日衝"
6226,光鼎,3,"大戶持有, 強勢股, 盤整突破"
6182,合晶,2,"盤整突破, 隔日衝"
3374,精材,2,"大戶持有, 隔日衝"
6191,精成科,2,"盤整突破, 隔日衝"
2436,偉詮電,2,"大戶持有, 隔日衝"
2834,臺企銀,2,"外資買超, 隔日衝"
1815,富喬,2,"外資買超, 大戶持有"
2890,永豐金,2,"外資買超, 投信連續"
3706,神達,2,"外資買超, 投信連續"
2377,微星,2,"外資買超, 投信連續"
2233,宇隆,2,"外資買超, 盤整突破"
1444,力麗,2,"強勢股, 盤整突破"
1718,中纖,2,"強勢股, 盤整突破"
2483,百容,2,"大戶持有, 強勢股"
2634,漢翔,2,"強勢股, 盤整突破"
4707,磐亞,2,"強勢股, 盤整突破"
6271,同欣電,2,"大戶持有, 盤整突破"
6270,倍微,2,"大戶持有, 盤整突破"
3236,千如,2,"大戶持有, 盤整突破"
2363,矽統,2,"大戶持有, 盤整突破"
8054,安國,2,"大戶持有, 盤整突破"
3588,通嘉,2,"大戶持有, 盤整突破"
6129,普誠,2,"大戶持有, 盤整突破"
