排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,CPO_先進封裝測試,2.43,100.0,5/5,5.94,24.14,-8.7,-35.68
2,IC設計,4.29,100.0,13/13,26.15,-154.08,-27.43,-81.26
3,軍工_無人機相關,6.72,100.0,9/9,45.72,-114.71,-27.45,-85.25
4,記憶體控制IC,2.46,100.0,5/5,-1.8,-5.89,0.13,0.46
5,TPU_散熱,6.15,100.0,4/4,33.4,-15.79,6.55,16.77
6,低軌衛星,4.31,100.0,7/7,3.29,17.3,1.8,-1.82
7,記憶體封裝與測試,6.19,100.0,4/4,24.65,55.03,-7.54,-24.79
8,被動元件,7.96,100.0,19/19,-100.36,-194.28,-41.34,-17.01
9,BBU_電源供應器與整合,2.9,100.0,5/5,-13.17,-120.5,-3.8,-30.96
10,網通設備組件,4.08,95.0,19/20,71.26,-112.33,-19.66,-73.74
11,玻璃,5.96,93.33,14/15,97.85,14.54,22.79,80.28
12,軟體設計,1.12,86.67,13/15,0.2,-0.63,0.13,0.26
13,PCB,6.38,86.67,13/15,30.13,-28.7,19.57,175.23
14,機器人,2.7,85.71,12/14,-25.98,-120.43,0.15,-20.84
15,BBU_電池模組,2.82,85.71,6/7,4.8,-0.02,1.44,6.84
16,半導體設備,3.26,85.71,6/7,10.56,15.1,-6.06,-12.25
17,工業自動化與機器人,2.28,85.71,6/7,0.46,1.51,-0.0,1.5
18,電池或電源,2.91,85.0,17/20,-15.57,-148.48,3.2,-10.13
19,軍工_航太製造與維修,7.06,83.33,5/6,14.97,13.4,0.01,-0.0
20,CPO_光通訊,3.39,83.33,5/6,-3.82,16.05,-9.85,-24.55
21,電器電纜,2.18,80.0,8/10,-4.82,-25.6,1.29,3.54
22,銅,6.02,80.0,8/10,-10.69,8.24,3.72,19.52
23,航運,1.34,80.0,12/15,1.07,12.38,17.78,18.22
24,光學元件或組裝,1.76,80.0,12/15,-57.63,-45.08,-6.26,-40.42
25,銀,5.36,75.0,3/4,-48.67,-74.28,-47.96,-19.05
26,TPU_光通訊與連接器,2.94,75.0,3/4,1.96,20.98,-4.45,-16.35
27,造紙,-0.01,71.43,5/7,-0.39,-0.04,0.0,-0.0
28,廠務系統與水處理,2.0,71.43,5/7,0.82,-0.43,-0.0,-0.1
29,記憶體模組,0.66,71.43,5/7,-15.99,-17.15,-7.64,-19.38
30,化學,1.67,65.0,13/20,6.37,-20.83,5.11,28.76
31,塑膠,1.56,61.11,11/18,11.35,-8.68,5.47,22.25
32,TPU_伺服器主板與印刷電路板,3.69,60.0,3/5,31.49,-33.05,8.27,45.67
33,紡織,0.59,60.0,12/20,-6.78,-12.38,-1.65,9.36
34,金融,1.43,57.89,11/19,11.35,-8.68,5.47,22.25
35,記憶體製造,0.31,50.0,2/4,-207.32,-270.05,-7.07,60.84
36,鋼鐵,0.03,40.0,6/15,9.35,7.55,0.2,-0.31
37,無塵室與機電工程,1.17,40.0,2/5,-29.88,5.06,0.78,10.97
