股票代碼,公司名稱,當下價格,當下漲跌幅(%),外資昨日買超(張),外資前三日總買超(張),投信昨日買超(張),投信前三日總買超(張)
3028,增你強,46.0,9.91,2075.78,2454.78,0.0,0.0
4958,臻鼎-KY,195.5,9.83,-569.04,2068.69,115.0,-952.62
5388,中磊,85.9,3.74,-334.0,-1236.0,0.0,-150.0
