股票代碼,公司名稱,族群,今日漲跌幅,近三交易日漲跌幅,今日成交量
3211,順達,BBU_電池模組,9.97,3.85,11379
4931,新盛力,BBU_電池模組,4.29,-8.75,10405
6558,興能高,BBU_電池模組,3.24,3.45,247
3323,加百裕,BBU_電池模組,2.22,0.17,328
6121,新普,BBU_電池模組,0.38,2.96,549
3625,西勝,BBU_電池模組,0.0,12.16,533
6781,AES-KY,BBU_電池模組,-2.35,-0.95,675
2301,光寶科,BBU_電源供應器與整合,3.72,17.62,51305
2308,台達電,BBU_電源供應器與整合,2.34,0.0,10798
5309,系統電,BBU_電源供應器與整合,1.92,1.53,851
3305,昇貿,BBU_電源供應器與整合,0.93,0.0,877
3625,西勝,BBU_電源供應器與整合,0.0,12.16,533
6451,訊芯-KY,CPO_先進封裝測試,7.45,8.73,6516
3363,上詮,CPO_先進封裝測試,4.33,8.33,6254
3265,台星科,CPO_先進封裝測試,3.27,3.58,1496
6257,矽格,CPO_先進封裝測試,2.77,2.77,4184
6515,穎崴,CPO_先進封裝測試,-3.68,-5.86,427
4977,眾達-KY,CPO_光通訊,10.0,13.29,7963
3081,聯亞,CPO_光通訊,9.97,11.47,7482
2455,全新,CPO_光通訊,2.03,5.42,3496
3163,波若威,CPO_光通訊,0.91,-0.77,6699
6442,光聖,CPO_光通訊,0.31,5.57,4259
4979,華星光,CPO_光通訊,-0.5,3.64,27190
3443,創意,IC設計,9.96,9.38,2298
3443,創意,IC設計,9.96,9.38,2298
3529,力旺,IC設計,9.79,11.83,800
6533,晶心科,IC設計,6.96,7.6,3206
2454,聯發科,IC設計,5.62,4.09,8370
3035,智原,IC設計,4.94,6.49,3542
3035,智原,IC設計,4.94,6.49,3542
6531,愛普*,IC設計,4.57,3.74,3319
6643,M31,IC設計,4.46,4.09,434
2388,威盛,IC設計,2.92,0.14,3026
8054,安國,IC設計,2.83,5.02,803
3661,世芯-KY,IC設計,2.46,7.03,2375
3661,世芯-KY,IC設計,2.46,7.03,2375
6213,聯茂,PCB,10.0,13.65,29746
1815,富喬,PCB,8.26,5.36,106777
2368,金像電,PCB,7.11,7.77,8709
3037,欣興,PCB,5.94,6.91,22926
3189,景碩,PCB,5.51,8.63,23277
2383,台光電,PCB,5.36,3.79,1871
8358,金居,PCB,4.78,3.1,32261
3715,定穎投控,PCB,4.11,6.54,3086
2367,燿華,PCB,4.07,6.41,6858
2316,楠梓電,PCB,3.21,1.58,1575
6274,台燿,PCB,3.03,2.34,5832
2313,華通,PCB,2.07,3.98,30057
