排名,股票代碼,公司名稱,公司產業,上市櫃,5天正天數,今日主力買超(張),5日累積買超(張)
1,2609,陽明,航運業,上市,5,6800,148723
2,2615,萬海,航運業,上市,5,5086,34230
3,2603,長榮,航運業,上市,5,1326,33170
4,3045,台灣大,通信網路業,上市,5,1881,22103
5,1102,亞泥,水泥工業,上市,5,2009,18181
6,2542,興富發,建材營造業,上市,5,1194,18012
7,2606,裕民,航運業,上市,5,11074,16546
8,2884,玉山金,金融保險業,上市,4,13881,15074
9,1216,統一,食品工業,上市,5,2384,13284
10,5880,合庫金,金融保險業,上市,4,3194,11134
11,9904,寶成,運動休閒,上市,4,2332,8349
12,5871,中租-KY,其他業,上市,5,248,7446
13,2880,華南金,金融保險業,上市,3,3652,5659
14,6226,光鼎,光電業,上市,4,174,5610
15,2646,星宇航空,航運業,上市,5,317,5568
16,6214,精誠,資訊服務業,上市,5,936,5270
17,2105,正新,橡膠工業,上市,5,232,4676
18,6213,聯茂,電子零組件業,上市,5,1490,4640
19,3037,欣興,電子零組件業,上市,5,1053,4338
20,2030,彰源,鋼鐵工業,上市,5,253,4088
21,2617,台航,航運業,上市,4,1147,3652
22,1229,聯華,食品工業,上市,5,109,3582
23,9907,統一實,其他業,上市,5,728,3544
24,2912,統一超,貿易百貨業,上市,5,416,3169
25,1711,永光,化學工業,上市,5,36,3046
26,1904,正隆,造紙工業,上市,5,2,2982
27,1802,台玻,玻璃陶瓷,上市,4,1882,2958
28,2812,台中銀,金融保險業,上市,4,528,2875
29,2392,正崴,電子零組件業,上市,4,909,2868
30,3234,光環,通信網路業,上櫃,4,148,2830
31,3034,聯詠,半導體業,上市,4,890,2799
32,2612,中航,航運業,上市,4,1399,2788
33,5314,世紀,半導體業,上櫃,4,1784,2573
34,4979,華星光,通信網路業,上櫃,4,1994,2445
35,1907,永豐餘,造紙工業,上市,5,62,2435
36,2520,冠德,建材營造業,上市,5,158,2301
37,2464,盟立,其他電子業,上市,4,663,2301
38,2504,國產,建材營造業,上市,4,427,2191
39,2633,台灣高鐵,航運業,上市,5,845,2145
40,2382,廣達,電腦及週邊設備業,上市,3,743,1956
41,1605,華新,電器電纜,上市,3,205,1925
42,5607,遠雄港,航運業,上市,5,112,1910
43,9921,巨大,運動休閒,上市,5,130,1849
44,2474,可成,其他電子業,上市,5,77,1831
45,4904,遠傳,通信網路業,上市,5,790,1744
46,2034,允強,鋼鐵工業,上市,5,65,1742
47,6472,保瑞,生技醫療業,上市,5,248,1535
48,2852,第一保,金融保險業,上市,5,110,1440
49,6224,聚鼎,電子零組件業,上市,5,346,1435
50,2897,王道銀行,金融保險業,上市,5,78,1266
51,9941,裕融,其他業,上市,5,428,1144
52,1319,東陽,汽車工業,上市,4,199,1089
53,2913,農林,貿易百貨業,上市,5,232,1076
54,3490,單井,光電業,上櫃,4,293,1047
55,2023,燁輝,鋼鐵工業,上市,5,191,999
56,2206,三陽工業,汽車工業,上市,5,60,986
57,6218,豪勉,通信網路業,上櫃,4,559,976
58,2031,新光鋼,鋼鐵工業,上市,5,234,972
59,2723,美食-KY,觀光餐旅,上市,5,110,951
60,8103,瀚荃,電子零組件業,上市,3,491,898
61,6104,創惟,半導體業,上櫃,5,58,716
62,6782,視陽,生技醫療業,上市,3,589,692
63,8932,智通*,其他業,上櫃,4,785,682
64,3023,信邦,電子零組件業,上市,4,14,626
65,3176,基亞,生技醫療業,上櫃,4,182,564
66,2221,大甲,其他業,上櫃,4,21,558
67,3653,健策,電子零組件業,上市,5,73,551
68,2607,榮運,航運業,上市,5,82,548
69,1609,大亞,電器電纜,上市,4,102,546
70,2838,聯邦銀,金融保險業,上市,5,23,531
71,2107,厚生,橡膠工業,上市,5,45,528
72,4927,泰鼎-KY,電子零組件業,上市,4,56,484
73,3498,陽程,其他電子業,上櫃,4,362,472
74,2461,光群雷,其他電子業,上市,5,44,429
75,2367,燿華,電子零組件業,上市,4,74,409
76,1217,愛之味,食品工業,上市,4,75,391
77,6757,台灣虎航,航運業,上市,4,91,370
78,4157,太景*-KY,生技醫療業,上櫃,5,85,352
79,2069,運錩,鋼鐵工業,上市,5,103,352
80,1532,勤美,電機機械,上市,5,23,351
81,6442,光聖,通信網路業,上市,3,342,344
82,3545,敦泰,半導體業,上市,4,10,335
83,2534,宏盛,建材營造業,上市,5,41,329
84,1618,合機,電器電纜,上市,4,120,318
85,3591,艾笛森,光電業,上市,4,93,311
86,1524,耿鼎,汽車工業,上市,5,60,305
87,1712,興農,化學工業,上市,3,234,303
88,2753,八方雲集,觀光餐旅,上市,5,16,293
89,2029,盛餘,鋼鐵工業,上市,5,5,281
90,2032,新鋼,鋼鐵工業,上市,4,62,281
91,3705,永信,生技醫療業,上市,5,6,254
92,1558,伸興,電機機械,上市,5,41,230
93,2022,聚亨,鋼鐵工業,上市,5,4,228
94,2033,佳大,鋼鐵工業,上市,4,110,224
95,6840,東研信超,其他電子業,上櫃,5,63,224
96,1612,宏泰,電器電纜,上市,4,14,216
97,9802,鈺齊-KY,運動休閒,上市,4,94,202
98,4919,新唐,半導體業,上市,3,256,201
99,2020,美亞,鋼鐵工業,上市,5,9,191
100,3219,倚強科,其他電子業,上櫃,3,10,184
101,2354,鴻準,其他電子業,上市,3,379,181
102,5321,美而快,數位雲端,上櫃,3,36,178
103,5410,國眾,資訊服務業,上櫃,5,3,176
104,3550,聯穎,電子零組件業,上市,4,85,166
105,8942,森鉅,其他業,上櫃,5,74,158
106,2025,千興,鋼鐵工業,上市,4,63,157
107,1528,恩德,電機機械,上市,5,41,155
108,2739,寒舍,觀光餐旅,上市,5,17,153
109,1616,億泰,電器電纜,上市,5,12,153
110,1734,杏輝,生技醫療業,上市,5,12,147
111,6208,日揚,電子零組件業,上櫃,4,36,139
112,1733,五鼎,生技醫療業,上市,5,27,133
113,2545,皇翔,建材營造業,上市,4,7,129
114,1449,佳和,紡織纖維,上市,3,23,129
115,2362,藍天,電腦及週邊設備業,上市,3,71,115
116,2509,全坤建,建材營造業,上市,5,4,115
117,6122,擎邦,電機機械,上櫃,4,52,108
118,6180,橘子,文化創意業,上櫃,5,26,106
119,2528,皇普,建材營造業,上市,5,18,104
120,1603,華電,電器電纜,上市,5,7,103
121,2015,豐興,鋼鐵工業,上市,4,5,103
122,6021,美好證,金融保險業,上櫃,3,3,103
123,2597,潤弘,建材營造業,上市,5,9,100
124,1340,勝悅-KY,塑膠工業,上市,4,51,99
125,2480,敦陽科,資訊服務業,上市,5,6,98
126,1321,大洋,塑膠工業,上市,3,88,97
127,2495,普安,電腦及週邊設備業,上市,3,2,97
128,5244,弘凱,光電業,上市,5,14,93
129,3515,華擎,電腦及週邊設備業,上市,4,7,92
130,2736,富野,觀光餐旅,上櫃,3,10,90
131,5381,合正,電子零組件業,上櫃,4,8,89
132,6438,迅得,其他電子業,上市,5,19,83
133,3050,鈺德,光電業,上市,4,3,80
134,5283,禾聯碩,電器電纜,上市,3,37,78
135,3615,安可,光電業,上櫃,4,60,75
136,2459,敦吉,其他電子業,上市,4,7,73
137,2013,中鋼構,鋼鐵工業,上市,5,24,69
138,4510,高鋒,電機機械,上櫃,3,39,68
139,3548,兆利,電子零組件業,上櫃,5,29,66
140,1459,聯發,紡織纖維,上市,5,11,65
141,8927,北基,油電燃氣業,上櫃,5,8,65
142,1342,八貫,其他業,上市,4,16,65
143,1522,堤維西,汽車工業,上市,4,18,64
144,3287,廣寰科,電腦及週邊設備業,上櫃,3,65,64
145,1529,樂事綠能,電機機械,上市,4,3,59
146,2062,橋椿,居家生活,上市,4,21,57
147,6136,富爾特,通信網路業,上市,5,11,52
148,4771,望隼,生技醫療業,上市,4,39,52
149,8074,鉅橡,電子零組件業,上櫃,4,24,52
150,2430,燦坤,電子通路業,上市,4,2,48
151,5704,老爺知,觀光餐旅,上櫃,5,2,47
152,6756,威鋒電子,半導體業,上市,4,54,46
153,3339,泰谷,光電業,上櫃,4,67,46
154,5324,士開,建材營造業,上櫃,5,4,46
155,2207,和泰車,汽車工業,上市,4,33,42
156,6994,富威電力,綠能環保,上市,3,133,42
157,9919,康那香,其他業,上市,4,13,40
158,6170,統振,通信網路業,上櫃,3,35,38
159,8104,錸寶,光電業,上市,3,39,34
160,1464,得力,紡織纖維,上市,4,23,33
161,1219,福壽,食品工業,上市,4,19,32
162,4549,桓達,電機機械,上櫃,4,2,29
163,2596,綠意,建材營造業,上櫃,4,12,27
164,8476,台境*,綠能環保,上市,3,4,24
165,6418,詠昇,電子零組件業,上櫃,5,3,24
166,2908,特力,貿易百貨業,上市,5,7,22
167,6240,松崗,其他業,上櫃,3,16,19
168,6134,萬旭,電子零組件業,上櫃,3,10,19
169,1590,亞德客-KY,電機機械,上市,3,10,18
170,6625,必應,其他業,上市,3,12,18
171,6596,寬宏藝術,文化創意業,上櫃,3,18,16
172,3027,盛達,通信網路業,上市,4,1,13
173,6271,同欣電,半導體業,上市,3,191,11
174,3073,天方能源,綠能環保,上櫃,4,3,11
175,5278,尚凡*,數位雲端,上櫃,3,8,11
176,4506,崇友,電機機械,上櫃,3,1,10
177,1732,毛寶,化學工業,上市,3,7,3
178,3631,晟楠,電子零組件業,上櫃,3,13,1
179,5210,寶碩,資訊服務業,上櫃,3,13,0
180,4563,百德,電機機械,上櫃,3,2,-1
181,4545,銘鈺,電子零組件業,上市,3,3,-3
182,2103,台橡,橡膠工業,上市,4,29,-4
183,3010,華立,電子通路業,上市,3,29,-4
184,8099,大世科,資訊服務業,上櫃,3,1,-9
185,6735,美達科技,其他電子業,上櫃,3,1,-9
186,8171,天宇,綠能環保,上櫃,3,1,-11
187,6838,台新藥,生技醫療業,上市,3,2,-12
188,3311,閎暉,通信網路業,上市,3,1,-12
189,3054,立萬利,食品工業,上市,4,4,-16
190,6584,南俊國際,電子零組件業,上櫃,4,21,-24
191,8050,廣積,電腦及週邊設備業,上櫃,3,54,-24
192,3630,新鉅科,光電業,上櫃,3,30,-35
193,5328,華容,電子零組件業,上櫃,4,3,-64
194,6781,AES-KY,電子零組件業,上市,3,35,-73
195,2357,華碩,電腦及週邊設備業,上市,3,73,-76
196,6223,旺矽,半導體業,上櫃,3,3,-137
197,3032,偉訓,電子零組件業,上市,3,23,-146
198,5471,松翰,半導體業,上市,3,2,-227
199,2417,圓剛,電腦及週邊設備業,上市,3,83,-252
200,2472,立隆電,電子零組件業,上市,3,4,-282
201,8155,博智,電子零組件業,上櫃,3,2,-282
202,2379,瑞昱,半導體業,上市,4,180,-288
203,6492,生華科,生技醫療業,上櫃,3,92,-519
204,8261,富鼎,半導體業,上市,3,379,-1522
205,2486,一詮,光電業,上市,3,601,-2434
206,3374,精材,半導體業,上櫃,3,230,-3758
207,5483,中美晶,半導體業,上櫃,3,1002,-9226
