排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,IC設計,5.53,100.0,13/13,51.18,82.0,12.07,6.83
2,TPU_散熱,5.04,100.0,4/4,-20.24,5.18,19.12,30.9
3,TPU_光通訊與連接器,5.32,100.0,4/4,-4.85,-8.89,14.21,5.41
4,TPU_伺服器主板與印刷電路板,4.7,100.0,5/5,37.59,82.87,11.94,-23.49
5,PCB,4.55,100.0,15/15,21.96,51.12,56.69,19.95
6,記憶體製造,1.84,100.0,4/4,71.72,-5.95,2.02,-3.54
7,軍工_航太製造與維修,4.83,100.0,6/6,-1.44,-4.95,0.0,-0.01
8,銅,5.79,100.0,10/10,-2.05,-28.39,11.77,-0.94
9,記憶體控制IC,3.96,100.0,5/5,-4.2,3.98,-0.01,-0.01
10,半導體設備,3.92,100.0,7/7,-2.75,-4.82,8.76,10.27
11,無塵室與機電工程,4.06,100.0,5/5,-4.2,-3.16,-0.04,-0.17
12,記憶體封裝與測試,2.72,100.0,4/4,13.19,11.67,-0.03,-0.29
13,玻璃,4.63,93.33,14/15,55.23,89.81,20.72,19.54
14,光學元件或組裝,6.38,93.33,14/15,-24.04,-39.46,33.67,31.56
15,軍工_無人機相關,3.1,87.5,7/8,47.43,53.51,-4.37,-13.68
16,工業自動化與機器人,1.31,85.71,6/7,-1.15,1.0,0.01,0.29
17,低軌衛星,2.86,85.71,6/7,20.57,15.37,-10.4,-15.68
18,機器人,1.55,85.71,12/14,6.6,-31.38,-7.14,-7.22
19,網通設備組件,2.89,85.0,17/20,2.85,57.55,30.01,14.98
20,CPO_光通訊,3.79,83.33,5/6,-29.72,-31.58,26.35,37.68
21,CPO_先進封裝測試,2.83,80.0,4/5,12.41,17.35,-0.13,-1.1
22,電池或電源,1.74,80.0,16/20,-9.17,-30.35,-2.34,-4.48
23,BBU_電源供應器與整合,1.78,80.0,4/5,4.98,-10.37,-3.59,3.28
24,金融,2.68,78.95,15/19,38.5,-40.4,3.01,14.61
25,塑膠,2.65,77.78,14/18,38.5,-40.39,3.01,14.61
26,化學,1.93,75.0,15/20,37.28,-48.41,3.01,17.49
27,銀,0.86,75.0,3/4,-0.53,3.57,-15.45,-28.57
28,鋼鐵,1.13,73.33,11/15,31.25,25.06,1.2,8.32
29,BBU_電池模組,2.54,71.43,5/7,-14.87,-15.13,1.31,-7.53
30,電器電纜,1.09,70.0,7/10,5.33,2.63,-0.05,-0.24
31,紡織,0.37,60.0,12/20,-2.92,-3.56,-0.27,2.82
32,被動元件,-0.12,57.89,11/19,8.14,-21.3,-27.76,-41.15
33,廠務系統與水處理,0.48,57.14,4/7,0.02,-0.67,0.01,0.04
34,航運,-2.49,46.67,7/15,3.38,111.26,0.35,-14.13
35,記憶體模組,0.25,42.86,3/7,-20.01,4.15,-0.97,2.18
36,造紙,0.17,42.86,3/7,0.19,0.15,0.0,0.0
37,軟體設計,0.31,40.0,6/15,-0.26,2.15,-0.01,0.03
