股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
2889,國票金,2026-08-26,15.7,15.75,0.32%,22821,7310,3.12
4908,前鼎,2026-08-26,163.5,178.0,8.87%,10358,2213,4.68
3362,先進光,2026-08-26,192.0,202.0,5.21%,31327,8721,3.59
3339,泰谷,2026-08-26,39.2,43.1,9.95%,6917,1875,3.69
3229,晟鈦,2026-08-26,57.8,58.1,0.52%,5671,1865,3.04
3162,精確,2026-08-26,72.5,73.4,1.24%,6223,939,6.63
4956,光鋐,2026-08-26,36.3,37.2,2.48%,9758,2377,4.1
3049,精金,2026-08-26,13.35,13.35,0.0%,22879,6579,3.48
6168,宏齊,2026-08-26,27.6,28.5,3.26%,9726,2901,3.35
3714,富采,2026-08-26,61.3,62.7,2.28%,27039,8478,3.19
2426,鼎元,2026-08-26,89.8,99.8,11.14%,82191,24982,3.29
2489,瑞軒,2026-08-26,40.9,41.5,1.47%,127754,23791,5.37
8103,瀚荃,2026-08-26,102.0,113.5,11.27%,10909,2802,3.89
2491,吉祥全,2026-08-26,42.75,46.65,9.12%,5839,1115,5.24
2606,裕民,2026-08-25,74.0,72.0,-2.7%,55868,8000,6.98
2609,陽明,2026-08-25,65.9,57.6,-12.59%,192985,61159,3.16
3712,永崴投控,2026-08-25,20.65,21.2,2.66%,5901,1327,4.44
8103,瀚荃,2026-08-25,99.3,113.5,14.3%,10724,2352,4.56
2489,瑞軒,2026-08-25,36.15,41.5,14.8%,70188,18175,3.86
3049,精金,2026-08-25,13.0,13.35,2.69%,50056,5667,8.83
4956,光鋐,2026-08-25,36.0,37.2,3.33%,7121,1980,3.59
5608,四維航,2026-08-25,17.95,17.05,-5.01%,55366,13239,4.18
2641,正德,2026-08-25,19.0,18.2,-4.21%,23396,4016,5.83
2637,慧洋-KY,2026-08-25,97.8,91.2,-6.75%,35337,6596,5.36
2605,新興,2026-08-25,36.75,34.85,-5.17%,47492,15587,3.05
2613,中櫃,2026-08-25,23.8,23.0,-3.36%,8601,1562,5.5
2612,中航,2026-08-25,60.3,61.5,1.99%,7225,1050,6.88
6226,光鼎,2026-08-25,23.35,28.15,20.56%,74889,21245,3.52
6168,宏齊,2026-08-25,27.15,28.5,4.97%,9561,2557,3.74
5608,四維航,2026-08-24,19.05,17.05,-10.5%,47067,10526,4.47
6550,北極星藥業-KY,2026-08-24,12.95,11.55,-10.81%,6057,1385,4.37
6168,宏齊,2026-08-24,25.1,28.5,13.55%,7647,2149,3.56
1316,上曜,2026-08-24,11.55,11.6,0.43%,10301,2871,3.59
3049,精金,2026-08-24,12.7,13.35,5.12%,10131,3327,3.04
2009,第一銅,2026-08-24,40.4,43.2,6.93%,8264,2730,3.03
2641,正德,2026-08-24,19.1,18.2,-4.71%,12661,2895,4.37
2637,慧洋-KY,2026-08-24,103.0,91.2,-11.46%,21718,4937,4.4
2615,萬海,2026-08-24,130.0,115.0,-11.54%,89461,28318,3.16
2613,中櫃,2026-08-24,25.7,23.0,-10.51%,10527,1147,9.18
2611,志信,2026-08-24,18.45,15.2,-17.62%,5731,1329,4.31
2609,陽明,2026-08-24,65.8,57.6,-12.46%,170173,52191,3.26
2601,益航,2026-08-24,8.03,6.9,-14.07%,20912,4355,4.8
2489,瑞軒,2026-08-24,37.65,41.5,10.23%,70237,15315,4.59
2426,鼎元,2026-08-24,84.9,99.8,17.55%,63455,18612,3.41
8103,瀚荃,2026-08-24,91.1,113.5,24.59%,6471,1859,3.48
