CB代號,CB名稱,個股現價,轉換價格,餘額比例(%),距轉換價差距(%),已發行/近期上市
33035,岱稜五,55.6,55.7,100,-0.18,已發行CB
77131,威力德生醫一,69.9,69.6,100,0.43,已發行CB
41237,晟德七,38.95,39.3,62.98,-0.89,已發行CB
41236,晟德六,38.95,38.6,90.89,0.91,已發行CB
24023,毅嘉三,53.8,53.3,100,0.94,已發行CB
68211,聯寶一,41.7,42.19,41.5,-1.16,已發行CB
66702,復盛應用二,258.0,254.5,100,1.38,已發行CB
12561,鮮活果汁一KY,185.5,182.5,99.15,1.64,已發行CB
66241,萬年清一,41.4,40.6,31,1.97,已發行CB
61011,寬魚國際一,36.1,36.9,96.8,-2.17,已發行CB
30454,台灣大四,111.0,113.5,99.71,-2.2,已發行CB
36841,榮昌一,49.5,48.4,95.27,2.27,已發行CB
22283,劍麟三,79.0,80.91,92.90,-2.36,已發行CB
66034,富強鑫四,25.95,26.63,100,-2.55,已發行CB
45554,氣立四,41.8,42.9,100,-2.56,已發行CB
69041,伯鑫一,121.5,124.7,100,-2.57,已發行CB
61777,達麗七,47.3,46.1,99.9,2.6,已發行CB
14722,三洋實業二,89.5,91.9,100,-2.61,已發行CB
84113,福貞三KY,12.8,13.2,100,-3.03,已發行CB
55344,長虹四,77.5,80.0,100,-3.12,已發行CB
80506,廣積六,59.0,60.9,47.36,-3.12,已發行CB
66831,雍智科技一,1090.0,1127.1,100,-3.29,近期上市
66831,雍智一,1090.0,1127.1,100,-3.29,已發行CB
36913,碩禾三,114.0,118.0,100,-3.39,已發行CB
35122,皇龍二,19.8,20.5,100,-3.41,近期上市
69131,鴻呈一,128.0,123.7,100,3.48,已發行CB
68401,東研信超一,62.4,64.7,98.9,-3.55,已發行CB
84762,台境二,20.2,19.5,90.08,3.59,已發行CB
64251,易發一,55.8,57.9,15.55,-3.63,已發行CB
35513,世禾三,175.0,168.8,100,3.67,已發行CB
27271,王品一,226.5,218.2,99.99,3.8,已發行CB
30455,台灣大五,111.0,106.9,100,3.84,已發行CB
62822,康舒二,47.9,46.1,99.92,3.9,已發行CB
45811,光隆精密一KY,51.3,53.4,100,-3.93,已發行CB
84423,威宏三KY,44.3,42.5,100,4.24,已發行CB
35161,亞帝歐一,27.0,25.81,100,4.61,已發行CB
62236,旺矽六,5900.0,6201.8,100,-4.87,已發行CB
41904,佐登四KY,25.3,26.6,100,-4.89,已發行CB
