股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
3455,由田,2025-12-31,105.0,112.5,7.14%,7908,992,7.97
3550,聯穎,2025-12-31,15.8,16.6,5.06%,9345,1641,5.69
8068,全達,2025-12-31,27.9,28.9,3.58%,12175,1404,8.67
2497,怡利電,2025-12-31,57.5,52.5,-8.7%,5535,623,8.88
6233,旺玖,2025-12-31,23.1,25.5,10.39%,5289,875,6.04
3049,精金,2025-12-31,5.38,6.16,14.5%,27971,3605,7.76
3092,鴻碩,2025-12-31,25.0,25.6,2.4%,11119,1503,7.39
6205,詮欣,2025-12-31,62.8,62.0,-1.27%,12063,1002,12.04
3402,漢科,2025-12-31,129.5,134.5,3.86%,5676,884,6.42
1721,三晃,2025-12-31,17.95,16.5,-8.08%,15034,2615,5.75
3481,群創,2025-12-31,16.7,17.05,2.1%,932979,163371,5.71
8064,東捷,2025-12-30,44.3,47.3,6.77%,17609,3280,5.37
6233,旺玖,2025-12-30,24.2,25.5,5.37%,6696,617,10.84
5452,佶優,2025-12-30,27.55,28.2,2.36%,7901,1028,7.68
4123,晟德,2025-12-30,40.3,41.6,3.23%,12772,1984,6.44
3663,鑫科,2025-12-30,57.8,56.8,-1.73%,12639,1863,6.78
1528,恩德,2025-12-30,22.45,23.75,5.79%,92183,12911,7.14
3481,群創,2025-12-30,15.3,17.05,11.44%,882082,120333,7.33
3092,鴻碩,2025-12-30,23.3,25.6,9.87%,5329,957,5.57
1810,和成,2025-12-30,18.6,17.55,-5.65%,6480,1122,5.77
8068,全達,2025-12-30,25.45,28.9,13.56%,5842,801,7.29
3390,旭軟,2025-12-29,24.8,24.85,0.2%,5137,653,7.86
3663,鑫科,2025-12-29,53.4,56.8,6.37%,9087,1246,7.29
3264,欣銓,2025-12-29,105.0,124.5,18.57%,64702,12110,5.34
3149,正達,2025-12-29,32.55,35.2,8.14%,8746,1447,6.04
2762,世界健身-KY,2025-12-29,76.1,76.5,0.53%,5503,296,18.58
2417,圓剛,2025-12-29,39.75,38.85,-2.26%,6539,790,8.27
6234,高僑,2025-12-29,29.5,30.05,1.86%,13686,2246,6.09
2379,瑞昱,2025-12-29,486.0,489.0,0.62%,27340,3057,8.94
