排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,TPU_散熱,-3.71,25.0,1/4,1.54,-21.78,4.04,2.13
2,軍工_航太製造與維修,-5.54,16.67,1/6,12.05,13.7,-0.6,-1.49
3,網通設備組件,-5.68,15.0,3/20,2.38,-105.34,-1.63,-22.96
4,低軌衛星,-5.88,14.29,1/7,-34.71,-15.92,3.2,15.3
5,記憶體模組,-6.66,14.29,1/7,30.08,35.8,-13.26,-42.73
6,造紙,-1.53,14.29,1/7,0.26,1.4,-0.02,-0.02
7,軟體設計,-2.08,13.33,2/15,2.28,4.16,0.08,0.08
8,金融,-2.97,10.53,2/19,-104.21,-253.59,99.47,259.71
9,鋼鐵,-2.05,6.67,1/15,9.14,23.51,0.58,1.31
10,航運,-2.72,6.67,1/15,37.07,99.34,-7.23,-19.4
11,塑膠,-3.42,5.56,1/18,-104.21,-253.6,99.47,259.71
12,化學,-4.85,5.0,1/20,-107.77,-251.05,100.37,262.41
13,BBU_電池模組,-7.32,0.0,0/7,-2.53,-23.57,-1.26,-1.11
14,IC設計,-8.11,0.0,0/13,-20.16,-97.8,-1.74,-22.77
15,CPO_光通訊,-8.51,0.0,0/6,19.59,19.74,-0.71,-6.67
16,CPO_先進封裝測試,-9.52,0.0,0/5,14.95,33.76,-19.98,-42.31
17,BBU_電源供應器與整合,-8.6,0.0,0/5,-110.1,-103.22,-0.65,5.21
18,半導體設備,-7.97,0.0,0/7,-16.77,-6.26,-0.05,-3.1
19,TPU_伺服器主板與印刷電路板,-8.92,0.0,0/5,-13.66,-89.55,7.06,36.84
20,TPU_光通訊與連接器,-6.8,0.0,0/4,-2.37,-16.0,1.88,0.08
21,PCB,-8.72,0.0,0/15,-6.29,-190.31,13.9,55.26
22,紡織,-1.93,0.0,0/20,7.07,13.41,-1.1,-0.19
23,玻璃,-7.87,0.0,0/15,-17.24,-56.02,3.33,13.05
24,無塵室與機電工程,-8.45,0.0,0/5,-5.1,0.69,1.12,-1.59
25,機器人,-7.2,0.0,0/14,-102.37,-98.59,6.14,17.87
26,工業自動化與機器人,-6.75,0.0,0/7,-3.91,-0.08,1.3,1.19
27,廠務系統與水處理,-3.78,0.0,0/7,-1.8,1.1,0.0,-0.01
28,光學元件或組裝,-7.56,0.0,0/15,16.01,-42.3,1.89,3.87
29,被動元件,-8.88,0.0,0/19,-54.48,-150.12,-21.76,-22.31
30,軍工_無人機相關,-7.13,0.0,0/9,-12.83,-89.07,-3.19,-14.78
31,記憶體製造,-9.54,0.0,0/4,-152.01,-165.54,-0.48,23.57
32,記憶體封裝與測試,-8.81,0.0,0/4,-24.65,26.86,-2.61,-6.54
33,記憶體控制IC,-6.1,0.0,0/5,-3.78,1.48,-0.22,-0.25
34,銀,-7.5,0.0,0/4,-11.33,-97.99,-17.84,-28.04
35,銅,-7.14,0.0,0/10,-56.75,-191.28,98.81,235.05
36,電器電纜,-4.39,0.0,0/10,-4.3,-9.13,-1.54,-2.7
37,電池或電源,-6.6,0.0,0/20,-114.69,-135.0,-3.51,0.76
