排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,6770,力積電,半導體業,上市,29372,76517
2,6505,台塑化,油電燃氣業,上市,8664,46910
3,1301,台塑,塑膠工業,上市,5227,43004
4,5880,合庫金,金融保險業,上市,6424,29992
5,3576,聯合再生,光電業,上市,5567,27936
6,5876,上海商銀,金融保險業,上市,3628,23117
7,2618,長榮航,航運業,上市,2329,23038
8,8039,台虹,電子零組件業,上市,4273,22290
9,5483,中美晶,半導體業,上櫃,-2809,20110
10,8150,南茂,半導體業,上市,23675,19679
11,2313,華通,電子零組件業,上市,-7399,19551
12,2603,長榮,航運業,上市,1917,15570
13,5351,鈺創,半導體業,上櫃,-8314,15441
14,2845,遠東銀,金融保險業,上市,2125,14352
15,1718,中纖,化學工業,上市,429,13301
16,2105,正新,橡膠工業,上市,5250,12993
17,3033,威健,電子通路業,上市,-6420,12849
18,2884,玉山金,金融保險業,上市,5344,12679
19,4958,臻鼎-KY,電子零組件業,上市,-7662,12100
20,2883,凱基金,金融保險業,上市,8977,12026
21,2377,微星,電腦及週邊設備業,上市,-1218,11854
22,1709,和益,化學工業,上市,535,11603
23,2892,第一金,金融保險業,上市,10369,11077
24,2867,三商壽,金融保險業,上市,2578,11064
25,2887,台新金,金融保險業,上市,-3065,9754
26,2324,仁寶,電腦及週邊設備業,上市,1242,9246
27,2409,友達,光電業,上市,-8887,8976
28,5871,中租-KY,其他業,上市,3094,8085
29,8028,昇陽半導體,半導體業,上市,8381,7998
30,2886,兆豐金,金融保險業,上市,4773,7665
31,3006,晶豪科,半導體業,上市,-3737,7630
32,2027,大成鋼,鋼鐵工業,上市,221,7555
33,2615,萬海,航運業,上市,-371,7260
34,1216,統一,食品工業,上市,720,7195
35,2801,彰銀,金融保險業,上市,4189,6695
36,2880,華南金,金融保險業,上市,1892,6384
37,9945,潤泰新,其他業,上市,1465,6044
38,2637,慧洋-KY,航運業,上市,91,5691
39,5388,中磊,通信網路業,上市,-107,5636
40,2486,一詮,光電業,上市,997,5309
41,4904,遠傳,通信網路業,上市,4023,5280
42,1536,和大,汽車工業,上市,-135,4972
43,6175,立敦,電子零組件業,上櫃,5414,4909
44,2359,所羅門,其他電子業,上市,-851,4567
45,2605,新興,航運業,上市,80,4168
46,2014,中鴻,鋼鐵工業,上市,3813,4049
47,9921,巨大,運動休閒,上市,1907,3858
48,8383,千附,其他電子業,上櫃,492,3663
49,4939,亞電,電子零組件業,上櫃,2300,3558
50,2915,潤泰全,貿易百貨業,上市,1680,3516
