排名,股票代碼,公司名稱,公司產業,上市櫃,5天正天數,今日主力買超(張),5日累積買超(張)
1,6505,台塑化,油電燃氣業,上市,5,8664,46910
2,1301,台塑,塑膠工業,上市,4,5227,43004
3,5880,合庫金,金融保險業,上市,5,6424,29992
4,3576,聯合再生,光電業,上市,5,5567,27936
5,5876,上海商銀,金融保險業,上市,5,3628,23117
6,2618,長榮航,航運業,上市,4,2329,23038
7,8150,南茂,半導體業,上市,3,23675,19679
8,2603,長榮,航運業,上市,5,1917,15570
9,2845,遠東銀,金融保險業,上市,4,2125,14352
10,1718,中纖,化學工業,上市,5,429,13301
11,2105,正新,橡膠工業,上市,5,5250,12993
12,2884,玉山金,金融保險業,上市,5,5344,12679
13,2883,凱基金,金融保險業,上市,4,8977,12026
14,2867,三商壽,金融保險業,上市,5,2578,11064
15,2324,仁寶,電腦及週邊設備業,上市,3,1242,9246
16,5871,中租-KY,其他業,上市,4,3094,8085
17,8028,昇陽半導體,半導體業,上市,3,8381,7998
18,2027,大成鋼,鋼鐵工業,上市,3,221,7555
19,1216,統一,食品工業,上市,5,720,7195
20,2801,彰銀,金融保險業,上市,3,4189,6695
21,2880,華南金,金融保險業,上市,4,1892,6384
22,9945,潤泰新,其他業,上市,4,1465,6044
23,2637,慧洋-KY,航運業,上市,5,91,5691
24,2486,一詮,光電業,上市,3,997,5309
25,2605,新興,航運業,上市,4,80,4168
26,2014,中鴻,鋼鐵工業,上市,4,3813,4049
27,2915,潤泰全,貿易百貨業,上市,4,1680,3516
28,2646,星宇航空,航運業,上市,4,1913,3507
29,2006,東和鋼鐵,鋼鐵工業,上市,5,692,2814
30,1907,永豐餘,造紙工業,上市,4,96,2792
31,3005,神基,電腦及週邊設備業,上市,4,19,2787
32,6141,柏承,電子零組件業,上市,3,2841,2763
33,2476,鉅祥,電子零組件業,上市,5,449,2666
34,4938,和碩,電腦及週邊設備業,上市,5,747,2572
35,2912,統一超,貿易百貨業,上市,5,361,2452
36,2836,高雄銀,金融保險業,上市,5,1326,2329
37,9914,美利達,運動休閒,上市,4,2005,2320
38,2527,宏璟,建材營造業,上市,4,1572,2263
39,2520,冠德,建材營造業,上市,5,429,2212
40,4534,慶騰,電機機械,上櫃,3,909,2042
41,2031,新光鋼,鋼鐵工業,上市,5,423,2024
42,5009,榮剛,鋼鐵工業,上櫃,3,398,1865
43,2034,允強,鋼鐵工業,上市,4,451,1813
44,2633,台灣高鐵,航運業,上市,3,793,1787
45,1210,大成,食品工業,上市,4,912,1774
46,4707,磐亞,化學工業,上櫃,5,538,1702
47,1808,潤隆,建材營造業,上市,5,879,1681
48,2101,南港,橡膠工業,上市,5,530,1416
49,3685,元創精密,電機機械,上櫃,5,291,1416
50,9941,裕融,其他業,上市,5,872,1414
51,5522,遠雄,建材營造業,上市,5,224,1412
52,5905,南仁湖,觀光餐旅,上櫃,3,516,1400
53,3551,世禾,綠能環保,上櫃,4,79,1380
54,9938,百和,其他業,上市,5,345,1340
55,2357,華碩,電腦及週邊設備業,上市,4,122,1233
56,3055,蔚華科,電子通路業,上市,5,19,1220
57,2467,志聖,電子零組件業,上市,3,811,1216
58,6903,巨漢,其他電子業,上櫃,4,42,1144
59,6243,迅杰,半導體業,上市,4,891,1097
60,6177,達麗,建材營造業,上市,5,510,1097
61,3029,零壹,資訊服務業,上市,5,241,1096
62,2201,裕隆,汽車工業,上市,3,1017,1054
63,3402,漢科,其他電子業,上櫃,3,413,1048
64,8415,大國鋼,鋼鐵工業,上櫃,4,31,1002
65,3030,德律,其他電子業,上市,4,207,899
66,2206,三陽工業,汽車工業,上市,5,413,896
67,1232,大統益,食品工業,上市,4,394,835
68,5258,虹堡,電腦及週邊設備業,上市,4,158,834
69,2536,宏普,建材營造業,上市,5,203,774
70,4167,松瑞藥,生技醫療業,上櫃,3,358,772
71,8027,鈦昇,電機機械,上櫃,4,106,761
72,2348,海悅,其他業,上市,5,487,742
73,2511,太子,建材營造業,上市,4,269,734
74,2221,大甲,其他業,上櫃,4,205,733
75,5269,祥碩,半導體業,上市,4,102,721
76,6261,久元,半導體業,上櫃,5,58,710
77,4977,眾達-KY,通信網路業,上市,5,159,649
78,2231,為升,汽車工業,上市,4,115,647
79,2543,皇昌,建材營造業,上市,4,122,619
80,9939,宏全,其他業,上市,4,133,615
81,1517,利奇,電機機械,上市,3,667,575
82,1219,福壽,食品工業,上市,4,181,569
83,9934,成霖,居家生活,上市,4,34,565
84,5210,寶碩,資訊服務業,上櫃,5,73,557
85,6196,帆宣,其他電子業,上市,3,303,554
86,8462,柏文,運動休閒,上市,5,21,538
87,1442,名軒,建材營造業,上市,5,237,536
88,2354,鴻準,其他電子業,上市,3,234,514
89,2537,聯上發,建材營造業,上市,4,238,503
90,4105,東洋,生技醫療業,上櫃,5,152,499
91,1227,佳格,食品工業,上市,4,186,488
92,9802,鈺齊-KY,運動休閒,上市,5,196,482
93,4971,IET-KY,半導體業,上櫃,5,10,471
94,9940,信義,其他業,上市,4,300,464
95,8436,大江,生技醫療業,上櫃,4,67,438
96,9958,世紀鋼,鋼鐵工業,上市,3,134,432
97,5534,長虹,建材營造業,上市,3,269,432
98,2534,宏盛,建材營造業,上市,4,308,432
99,2441,超豐,半導體業,上市,3,725,431
