排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,記憶體製造,7.32,100.0,4/4,142.84,72.66,17.23,-12.45
2,記憶體模組,8.29,100.0,7/7,60.72,-1.04,5.72,-7.12
3,低軌衛星,2.94,85.71,6/7,-10.73,54.06,12.49,-3.93
4,記憶體控制IC,2.18,80.0,4/5,0.47,-5.91,-0.01,-0.04
5,銀,1.53,75.0,3/4,8.83,10.19,1.38,-13.83
6,記憶體封裝與測試,0.74,75.0,3/4,1.11,-12.55,-1.14,-6.1
7,工業自動化與機器人,-0.44,71.43,5/7,-2.81,16.17,3.08,5.58
8,TPU_伺服器主板與印刷電路板,2.06,60.0,3/5,26.21,34.97,5.85,54.89
9,BBU_電池模組,1.88,57.14,4/7,1.01,11.17,-4.53,-22.98
10,TPU_光通訊與連接器,-1.45,50.0,2/4,46.85,35.81,-10.89,-44.08
11,機器人,0.07,50.0,7/14,-75.63,-134.81,-1.72,7.5
12,PCB,0.89,46.67,7/15,-100.89,26.23,24.08,97.18
13,BBU_電源供應器與整合,-0.18,40.0,2/5,-60.39,-139.25,-5.36,-3.5
14,玻璃,0.5,40.0,6/15,7.63,49.25,-11.87,-19.28
15,被動元件,-0.54,36.84,7/19,-64.72,-149.75,-3.82,-8.46
16,電池或電源,0.05,35.0,7/20,-57.92,-124.35,-11.41,-29.97
17,網通設備組件,-1.76,35.0,7/20,6.39,64.45,-9.37,33.05
18,化學,-0.35,35.0,7/20,16.75,16.51,-1.73,-17.41
19,鋼鐵,-0.38,33.33,5/15,-10.9,-39.72,-0.26,-2.89
20,金融,-1.44,31.58,6/19,18.69,16.45,-0.64,-10.03
21,IC設計,-1.35,30.77,4/13,2.29,143.61,8.88,57.25
22,電器電纜,-0.65,30.0,3/10,0.82,-9.32,-0.04,0.42
23,塑膠,-1.57,27.78,5/18,18.69,16.46,-0.64,-10.03
24,航運,-0.6,26.67,4/15,-0.11,-30.22,-0.7,3.32
25,光學元件或組裝,-2.15,26.67,4/15,45.21,39.33,-43.54,-77.74
26,TPU_散熱,0.32,25.0,1/4,-14.89,-22.11,10.57,21.73
27,無塵室與機電工程,-2.12,20.0,1/5,-10.85,24.8,-2.02,-10.76
28,銅,-1.93,20.0,2/10,46.95,51.75,0.25,17.87
29,軍工_航太製造與維修,-0.14,16.67,1/6,0.2,0.97,-0.02,-0.1
30,半導體設備,-5.04,14.29,1/7,4.35,22.68,-0.42,-13.77
31,軟體設計,-0.91,13.33,2/15,-1.46,-3.22,-0.0,-0.01
32,軍工_無人機相關,-1.4,11.11,1/9,-0.12,35.01,13.77,69.96
33,紡織,-1.26,10.0,2/20,-0.12,-0.75,-0.01,0.35
34,廠務系統與水處理,-1.83,0.0,0/7,-1.7,-0.19,-0.0,-0.01
35,CPO_光通訊,-8.32,0.0,0/6,30.78,-5.83,-39.83,-48.46
36,造紙,-1.16,0.0,0/7,0.42,-0.95,-0.0,0.04
37,CPO_先進封裝測試,-5.87,0.0,0/5,15.28,50.55,-13.8,-22.47
