排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2618,長榮航,航運業,上市,8355,163630
2,2887,台新金,金融保險業,上市,-3716,153560
3,3481,群創,光電業,上市,93726,131772
4,2344,華邦電,半導體業,上市,25835,123360
5,2610,華航,航運業,上市,19969,106279
6,2409,友達,光電業,上市,-11060,84907
7,2408,南亞科,半導體業,上市,5411,81393
8,1303,南亞,塑膠工業,上市,8681,76138
9,2884,玉山金,金融保險業,上市,-1416,70101
10,2890,永豐金,金融保險業,上市,25682,69791
11,2892,第一金,金融保險業,上市,4907,68648
12,5880,合庫金,金融保險業,上市,7462,59166
13,1802,台玻,玻璃陶瓷,上市,23521,56812
14,1301,台塑,塑膠工業,上市,32937,54856
15,2303,聯電,半導體業,上市,35357,53007
16,2883,凱基金,金融保險業,上市,6718,42738
17,1326,台化,塑膠工業,上市,3243,38601
18,1402,遠東新,紡織纖維,上市,9104,34893
19,2886,兆豐金,金融保險業,上市,7198,30039
20,2880,華南金,金融保險業,上市,8164,27595
21,2845,遠東銀,金融保險業,上市,-2805,27126
22,1605,華新,電器電纜,上市,-7577,22798
23,2401,凌陽,半導體業,上市,6939,21426
24,2337,旺宏,半導體業,上市,27163,20798
25,2002,中鋼,鋼鐵工業,上市,32171,20630
26,2834,臺企銀,金融保險業,上市,-11629,20389
27,2801,彰銀,金融保險業,上市,-1263,20359
28,2882,國泰金,金融保險業,上市,3023,18541
29,2867,三商壽,金融保險業,上市,4985,17952
30,5351,鈺創,半導體業,上櫃,3513,17802
31,2891,中信金,金融保險業,上市,6017,17250
32,1905,華紙,造紙工業,上市,9870,16181
33,2332,友訊,通信網路業,上市,6853,15633
34,2426,鼎元,光電業,上市,15755,15339
35,2327,國巨,電子零組件業,上市,7874,15187
36,5483,中美晶,半導體業,上櫃,-3351,15055
37,5347,世界,半導體業,上櫃,5516,14910
38,1102,亞泥,水泥工業,上市,4178,14072
39,2388,威盛,半導體業,上市,8492,13463
40,5425,台半,半導體業,上櫃,11457,12329
41,3105,穩懋,半導體業,上櫃,6885,12016
42,2885,元大金,金融保險業,上市,617,11667
43,2330,台積電,半導體業,上市,2796,11475
44,2449,京元電子,半導體業,上市,21824,11048
45,6182,合晶,半導體業,上櫃,-11375,10253
46,2489,瑞軒,光電業,上市,-3449,9602
47,6269,台郡,電子零組件業,上市,-915,9206
48,2323,中環,光電業,上市,7315,9046
49,3019,亞光,光電業,上市,1508,8936
50,2340,台亞,半導體業,上市,3902,8914
