股票代碼,公司名稱,收盤價,近10日漲幅,成交量(張),量能比
1409,新纖,28.15,7.65%,36341,1.7
2302,麗正,47.65,40.98%,14703,3.24
2305,全友,37.0,64.44%,16289,1.8
2342,茂矽,58.6,41.55%,35417,3.33
2375,凱美,219.0,40.38%,33433,2.62
2492,華新科,617.0,48.32%,20258,1.58
2884,玉山金,35.8,7.35%,106058,1.64
2890,永豐金,39.8,21.71%,93780,2.11
3060,銘異,41.65,35.23%,21692,3.49
3090,日電貿,335.5,51.81%,27078,2.15
3094,聯傑,41.8,31.24%,10181,2.91
3624,光頡,176.5,63.43%,16519,2.57
5328,華容,58.0,42.51%,44591,2.15
6207,雷科,165.5,14.53%,25677,1.84
6209,今國光,97.2,10.58%,21879,2.87
6269,台郡,87.5,28.49%,16775,2.5
8105,凌巨,22.9,12.25%,24766,1.96
8131,福懋科,78.8,14.37%,14698,1.55
