排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,TPU_伺服器主板與印刷電路板,-1.66,20.0,1/5,0.27,-9.57,2.53,-5.75
2,記憶體控制IC,-5.03,20.0,1/5,1.36,-6.09,-0.01,-0.02
3,紡織,-1.33,20.0,4/20,-8.59,-29.32,6.59,20.59
4,被動元件,-4.05,15.79,3/19,-63.5,-156.11,7.17,23.97
5,BBU_電池模組,-2.18,14.29,1/7,6.9,15.16,-2.88,-12.69
6,記憶體模組,-4.35,14.29,1/7,38.63,39.69,-28.18,-91.31
7,軟體設計,-2.36,13.33,2/15,3.78,5.58,-0.01,-0.05
8,PCB,-2.21,13.33,2/15,25.91,-31.06,-1.34,-47.17
9,IC設計,-5.67,7.69,1/13,-91.19,-35.74,17.21,-28.05
10,塑膠,-3.34,5.56,1/18,-7.37,7.19,1.82,7.15
11,金融,-3.25,5.26,1/19,-7.37,7.19,1.82,7.15
12,電池或電源,-3.97,5.0,1/20,-11.65,-89.93,-0.18,-12.49
13,半導體設備,-4.86,0.0,0/7,3.78,11.3,-1.09,8.48
14,TPU_光通訊與連接器,-3.95,0.0,0/4,9.11,-12.44,-15.97,-4.62
15,電器電纜,-4.94,0.0,0/10,1.87,-37.29,0.25,0.76
16,鋼鐵,-3.24,0.0,0/15,-3.03,7.69,-3.71,-11.56
17,銅,-5.41,0.0,0/10,13.37,2.11,6.01,24.7
18,銀,-3.34,0.0,0/4,-42.85,-94.21,2.95,16.04
19,CPO_先進封裝測試,-6.69,0.0,0/5,-23.03,-12.11,4.36,9.12
20,造紙,-2.8,0.0,0/7,0.29,-0.46,-0.0,-0.0
21,CPO_光通訊,-7.72,0.0,0/6,3.13,0.16,-6.47,-1.74
22,軍工_航太製造與維修,-2.69,0.0,0/6,0.21,-0.6,-0.0,-0.0
23,軍工_無人機相關,-4.32,0.0,0/9,-103.03,-80.78,22.14,3.43
24,記憶體製造,-6.12,0.0,0/4,54.78,-98.3,-14.03,-30.4
25,TPU_散熱,-2.14,0.0,0/4,16.11,-45.02,-1.72,1.88
26,化學,-4.78,0.0,0/20,-23.97,-32.83,7.8,27.75
27,記憶體封裝與測試,-8.66,0.0,0/4,11.78,32.77,-14.16,-46.22
28,低軌衛星,-5.53,0.0,0/7,0.93,-73.56,-10.31,-9.24
29,航運,-2.86,0.0,0/15,-3.65,-0.25,-27.8,-33.13
30,網通設備組件,-5.89,0.0,0/20,-107.57,-186.93,26.27,50.02
31,光學元件或組裝,-7.11,0.0,0/15,11.1,-2.63,-6.28,-4.63
32,BBU_電源供應器與整合,-3.65,0.0,0/5,-19.03,-78.25,4.57,5.52
33,無塵室與機電工程,-7.57,0.0,0/5,-5.68,77.64,-9.42,-27.26
34,機器人,-5.65,0.0,0/14,-23.54,-115.36,4.48,7.2
35,廠務系統與水處理,-3.67,0.0,0/7,-1.21,3.52,-0.01,-0.02
36,工業自動化與機器人,-5.26,0.0,0/7,4.28,2.87,0.06,-1.5
37,玻璃,-5.13,0.0,0/15,-0.37,-40.39,3.42,-2.99
