股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
1722,台肥,2026-04-29,47.1,48.7,3.4%,20006,3426,5.84
2440,太空梭,2026-04-29,17.1,18.6,8.77%,5694,965,5.9
3051,力特,2026-04-29,28.1,27.45,-2.31%,20346,3098,6.57
5392,能率,2026-04-29,38.95,40.7,4.49%,10452,1910,5.47
6165,浪凡,2026-04-29,50.7,52.2,2.96%,5860,972,6.03
6265,方土昶,2026-04-29,40.2,43.45,8.08%,32149,6373,5.04
1806,冠軍,2026-04-27,8.12,8.84,8.87%,10356,819,12.63
3019,亞光,2026-04-27,142.5,142.0,-0.35%,27694,4892,5.66
3035,智原,2026-04-27,195.0,168.5,-13.59%,52051,9929,5.24
6108,競國,2026-04-27,21.25,20.0,-5.88%,13954,1537,9.07
