排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,工業自動化與機器人,3.35,85.71,6/7,7.92,11.92,-1.36,-0.93
2,機器人,2.82,78.57,11/14,29.37,14.23,-1.08,-2.74
3,TPU_散熱,2.1,75.0,3/4,26.52,65.55,10.62,23.09
4,半導體設備,3.34,71.43,5/7,14.22,26.57,-9.05,-19.06
5,軍工_無人機相關,2.84,66.67,6/9,35.2,126.26,-4.2,-53.98
6,軍工_航太製造與維修,4.27,66.67,4/6,-2.04,10.4,0.09,0.09
7,被動元件,3.46,63.16,12/19,183.58,137.94,-109.24,-126.44
8,IC設計,1.3,61.54,8/13,29.67,110.41,-0.04,-48.97
9,CPO_先進封裝測試,-0.02,60.0,3/5,17.16,31.82,-0.09,-23.25
10,銅,0.83,60.0,6/10,-1.03,4.59,4.37,15.51
11,紡織,1.7,55.0,11/20,-2.76,-10.59,3.56,7.43
12,鋼鐵,-0.17,53.33,8/15,-28.99,-11.07,12.15,12.56
13,軟體設計,-0.07,53.33,8/15,-0.05,-0.6,0.22,0.49
14,銀,1.51,50.0,2/4,166.58,163.08,-112.18,-141.44
15,TPU_光通訊與連接器,0.47,50.0,2/4,23.75,33.46,-10.72,-24.4
16,造紙,-1.08,42.86,3/7,-0.13,-0.26,0.22,0.22
17,TPU_伺服器主板與印刷電路板,-0.75,40.0,2/5,3.28,30.03,14.33,21.99
18,BBU_電源供應器與整合,-0.29,40.0,2/5,15.5,11.53,-0.86,-8.58
19,無塵室與機電工程,-0.03,40.0,2/5,1.47,-29.3,2.45,8.34
20,電池或電源,0.38,35.0,7/20,10.3,-1.45,-3.38,4.46
21,金融,0.18,31.58,6/19,19.83,34.0,7.31,24.16
22,電器電纜,-0.46,30.0,3/10,-8.77,-17.7,-1.3,1.26
23,化學,0.04,30.0,6/20,18.41,32.25,8.29,29.92
24,低軌衛星,-2.55,28.57,2/7,7.78,0.44,0.13,-1.89
25,塑膠,0.15,27.78,5/18,19.83,34.0,7.31,24.16
26,航運,-0.4,26.67,4/15,-18.4,-15.0,7.34,25.8
27,PCB,-2.0,26.67,4/15,-42.11,-31.6,34.98,104.4
28,網通設備組件,-1.74,25.0,5/20,32.94,160.13,13.06,-27.62
29,記憶體封裝與測試,0.06,25.0,1/4,22.97,39.54,-0.03,-14.37
30,玻璃,-2.13,20.0,3/15,-2.17,109.34,9.86,45.61
31,記憶體控制IC,-1.8,20.0,1/5,-4.38,-9.31,3.08,3.44
32,CPO_光通訊,-3.38,16.67,1/6,0.45,16.48,-15.33,-31.0
33,廠務系統與水處理,-1.92,14.29,1/7,-3.68,-3.35,-0.22,-0.22
34,光學元件或組裝,-3.11,6.67,1/15,-13.5,-49.62,-23.12,-48.44
35,記憶體製造,-7.47,0.0,0/4,-90.31,-404.96,-38.39,-15.91
36,記憶體模組,-5.15,0.0,0/7,-14.89,-19.54,-19.89,-35.16
37,BBU_電池模組,-1.0,0.0,0/7,3.63,8.57,-4.82,0.36
